dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-27,2025-10-24,96.405,96.4,-0.0049999999999954525,-0.005186452984798975,-0.005,-0.005,96.4,97.09,96.405,96.4,96.405,200,200,881982000,IBV2025,2025-10-01,2025-10-24,2025-10-27T03:11:33Z,3.5999999999999943
2025-11-26,2025-10-27,2025-10-24,96.535,96.525,-0.01999999999999602,-0.020714655618846216,-0.015,-0.016,96.53,97.125,96.48,96.53,96.545,89,89,888966960,IBX2025,2025-11-01,2025-10-24,2025-10-27T03:11:33Z,3.469999999999999
2025-12-29,2025-10-27,2025-10-24,96.595,96.59,-0.04000000000000625,-0.04139287007813551,-0.02,-0.021,96.595,97.19,96.51,96.595,96.61500000000001,36,36,895208763,IBZ2025,2025-12-01,2025-10-24,2025-10-27T03:11:33Z,3.405000000000001
2026-01-28,2025-10-24,2025-10-24,96.62,96.605,-0.01999999999999602,-0.020692152501159817,0.005,0.005,96.635,97.105,96.63,96.635,96.63,1,1,919010878,IBF2026,2026-01-01,2025-10-24,2025-10-27T03:11:33Z,3.364999999999995
2026-02-25,2025-10-24,2025-10-24,96.72500000000001,96.7,-0.024999999999991473,-0.025839793281644933,-0.01,-0.01,96.72500000000001,97.065,96.72500000000001,96.72500000000001,96.735,3,3,928464846,IBG2026,2026-02-01,2025-10-24,2025-10-27T03:11:33Z,3.2749999999999915
2026-03-29,2025-10-10,2025-10-24,96.75,96.72500000000001,-0.16499999999999204,-0.1705073886535001,-0.01,-0.01,96.605,97.105,96.605,96.605,96.755,0,0,935346173,IBH2026,2026-03-01,2025-10-24,2025-10-27T03:11:33Z,3.2450000000000045
2026-04-28,2025-10-01,2025-10-24,96.77,96.74000000000001,-0.1599999999999966,-0.1652892561983436,-0.01,-0.01,96.64,96.925,96.635,96.64,96.78,0,0,941648808,IBJ2026,2026-04-01,2025-10-24,2025-10-27T03:11:33Z,3.219999999999999
2026-05-27,2025-10-14,2025-10-24,96.83,96.8,-0.14999999999999147,-0.1548626884162621,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.84,0,0,949242588,IBK2026,2026-05-01,2025-10-24,2025-10-27T03:11:33Z,3.1599999999999966
2026-06-28,2025-07-21,2025-10-24,96.84,96.81,0.10500000000000398,0.10839269123568078,NA,NA,96.97500000000001,96.97500000000001,96.97500000000001,96.97500000000001,96.85000000000001,0,0,955528239,IBM2026,2026-06-01,2025-10-24,2025-10-27T03:11:33Z,3.1499999999999915
2026-07-29,NA,2025-10-24,96.845,96.815,NA,0,NA,NA,NA,NA,NA,NA,96.855,0,0,962344067,IBN2026,2026-07-01,2025-10-24,2025-10-27T03:11:33Z,NA
2026-08-29,NA,2025-10-24,96.845,96.815,NA,0,NA,NA,NA,NA,NA,NA,96.86,0,0,969160575,IBQ2026,2026-08-01,2025-10-24,2025-10-27T03:11:33Z,NA
2026-09-28,2025-10-23,2025-10-24,96.85000000000001,96.82000000000001,-0.0049999999999954525,-0.005161556725503719,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.86,0,0,976225343,IBU2026,2026-09-01,2025-10-24,2025-10-27T03:11:33Z,3.1400000000000006
2026-10-28,2025-10-23,2025-10-24,96.85000000000001,96.82000000000001,-0.0049999999999954525,-0.005161556725503719,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,0,0,983956682,IBV2026,2026-10-01,2025-10-24,2025-10-27T03:11:33Z,3.134999999999991
2026-11-28,2025-10-23,2025-10-24,96.845,96.815,-0.0049999999999954525,-0.005161556725503719,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.86,0,0,990482019,IBX2026,2026-11-01,2025-10-24,2025-10-27T03:11:33Z,3.1400000000000006
2026-12-29,2025-10-23,2025-10-24,96.83500000000001,96.805,1.4210854715202004e-14,1.4670783786922008e-14,-0.005,-0.005,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.845,0,0,996839036,IBZ2026,2026-12-01,2025-10-24,2025-10-27T03:11:33Z,3.155000000000001
2027-01-27,NA,2025-10-24,96.83500000000001,96.805,NA,0,NA,NA,NA,NA,NA,NA,96.845,0,0,1004041830,IBF2027,2027-01-01,2025-10-24,2025-10-27T03:11:33Z,NA
2027-02-24,NA,2025-10-24,96.825,96.795,NA,0,NA,NA,NA,NA,NA,NA,96.83,0,0,1010033436,IBG2027,2027-02-01,2025-10-24,2025-10-27T03:11:33Z,NA
2027-03-29,NA,2025-10-24,96.815,96.785,NA,0,NA,NA,NA,NA,NA,NA,96.825,0,0,1016946091,IBH2027,2027-03-01,2025-10-24,2025-10-27T03:11:33Z,NA
