date,cash_rate,scrape_date,scrape_time
2024-02-01,4.314999999999998,2024-02-19,2024-02-19T12:00:00Z
2024-03-01,4.304999999999993,2024-02-19,2024-02-19T12:00:00Z
2024-04-01,4.295000000000002,2024-02-19,2024-02-19T12:00:00Z
2024-05-01,4.259999999999991,2024-02-19,2024-02-19T12:00:00Z
2024-06-01,4.239999999999995,2024-02-19,2024-02-19T12:00:00Z
2024-07-01,4.200000000000003,2024-02-19,2024-02-19T12:00:00Z
2024-08-01,4.1499999999999915,2024-02-19,2024-02-19T12:00:00Z
2024-09-01,4.1200000000000045,2024-02-19,2024-02-19T12:00:00Z
2024-10-01,4.069999999999993,2024-02-19,2024-02-19T12:00:00Z
2024-11-01,4,2024-02-19,2024-02-19T12:00:00Z
2024-12-01,3.950000000000003,2024-02-19,2024-02-19T12:00:00Z
2025-01-01,3.9350000000000023,2024-02-19,2024-02-19T12:00:00Z
2025-02-01,3.879999999999995,2024-02-19,2024-02-19T12:00:00Z
2025-03-01,3.8499999999999943,2024-02-19,2024-02-19T12:00:00Z
2025-04-01,3.819999999999993,2024-02-19,2024-02-19T12:00:00Z
2025-05-01,3.7849999999999966,2024-02-19,2024-02-19T12:00:00Z
2025-06-01,3.759999999999991,2024-02-19,2024-02-19T12:00:00Z
2025-07-01,3.734999999999999,2024-02-19,2024-02-19T12:00:00Z
