dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-04-28,2026-04-27,2026-04-27,95.905,95.9,-0.0049999999999954525,-0.005213492518633494,-0.005,-0.005,95.9,96.925,95.9,95.9,95.905,11,11,941648808,IBJ2026,2026-04-01,2026-04-27,2026-04-28T05:53:12Z,4.099999999999994,4.094999999999999
2026-05-27,2026-04-28,2026-04-27,95.74000000000001,95.73,-0.010000000000005116,-0.010444409629751022,-0.005,-0.005,95.735,97.015,95.74000000000001,95.735,95.74000000000001,338,338,949242588,IBK2026,2026-05-01,2026-04-27,2026-04-28T05:53:12Z,4.265000000000001,4.259999999999991
2026-06-28,2026-04-24,2026-04-27,95.675,95.65,0.005000000000009663,0.005226025607535577,-0.01,-0.01,95.68,96.97500000000001,95.68,95.68,95.67,0,0,955528239,IBM2026,2026-06-01,2026-04-27,2026-04-28T05:53:12Z,4.329999999999998,4.329999999999998
2026-07-29,2026-04-28,2026-04-27,95.62,95.605,-0.045000000000001705,-0.04704406460718384,-0.025,-0.026000000000000002,95.61,96.075,95.62,95.61,95.635,125,125,962344067,IBN2026,2026-07-01,2026-04-27,2026-04-28T05:53:12Z,4.390000000000001,4.364999999999995
2026-08-29,2026-04-24,2026-04-27,95.52,95.495,-0.024999999999991473,-0.026158836454945565,0.005,0.005,95.545,96.15,95.545,95.545,95.535,0,0,969160575,IBQ2026,2026-08-01,2026-04-27,2026-04-28T05:53:12Z,4.465000000000003,4.465000000000003
2026-09-28,2026-04-23,2026-04-27,95.455,95.43,-0.0350000000000108,-0.0366396231353162,-0.015,-0.016,95.49,96.86500000000001,95.49,95.49,95.47500000000001,0,0,976225343,IBU2026,2026-09-01,2026-04-27,2026-04-28T05:53:12Z,4.5249999999999915,4.5249999999999915
2026-10-28,2026-04-23,2026-04-27,95.375,95.345,-0.05999999999998806,-0.06284367635505428,-0.025,-0.026000000000000002,95.415,96.86500000000001,95.415,95.415,95.38,0,0,983956682,IBV2026,2026-10-01,2026-04-27,2026-04-28T05:53:12Z,4.6200000000000045,4.6200000000000045
2026-11-28,2026-04-22,2026-04-27,95.29,95.26,-0.05500000000000682,-0.05764292826076279,-0.03,-0.031,95.36,96.86500000000001,95.36,95.36,95.3,0,0,990482019,IBX2026,2026-11-01,2026-04-27,2026-04-28T05:53:12Z,4.700000000000003,4.700000000000003
2026-12-29,2026-04-07,2026-04-27,95.275,95.245,-0.05500000000000682,-0.05764292826076279,0.065,0.068,95.36,96.86500000000001,95.36,95.36,95.285,0,0,996839036,IBZ2026,2026-12-01,2026-04-27,2026-04-28T05:53:12Z,4.715000000000003,4.715000000000003
2027-01-27,2026-04-28,2026-04-27,95.27,95.25,-0.14500000000001023,-0.15196771996018468,-0.015,-0.016,95.27,NA,NA,95.27,95.285,25,25,1004041830,IBF2027,2027-01-01,2026-04-27,2026-04-28T05:53:12Z,4.730000000000004,4.715000000000003
2027-02-24,NA,2026-04-27,95.27,95.24,NA,0,NA,NA,NA,NA,NA,NA,95.285,0,0,1010033436,IBG2027,2027-02-01,2026-04-27,2026-04-28T05:53:12Z,4.715000000000003,4.715000000000003
2027-03-29,NA,2026-04-27,95.275,95.245,NA,0,NA,NA,NA,NA,NA,NA,95.29,0,0,1016946091,IBH2027,2027-03-01,2026-04-27,2026-04-28T05:53:12Z,4.709999999999994,4.709999999999994
2027-04-28,NA,2026-04-27,95.285,95.255,NA,0,NA,NA,NA,NA,NA,NA,95.3,0,0,1026315950,IBJ2027,2027-04-01,2026-04-27,2026-04-28T05:53:12Z,4.700000000000003,4.700000000000003
2027-05-29,NA,2026-04-27,95.305,95.275,NA,0,NA,NA,NA,NA,NA,NA,95.315,0,0,1033478754,IBK2027,2027-05-01,2026-04-27,2026-04-28T05:53:12Z,4.685000000000002,4.685000000000002
2027-06-28,NA,2026-04-27,95.315,95.285,NA,0,NA,NA,NA,NA,NA,NA,95.325,0,0,1041047069,IBM2027,2027-06-01,2026-04-27,2026-04-28T05:53:12Z,4.674999999999997,4.674999999999997
2027-07-28,NA,2026-04-27,95.33500000000001,95.305,NA,0,NA,NA,NA,NA,NA,NA,95.345,0,0,1048381155,IBN2027,2027-07-01,2026-04-27,2026-04-28T05:53:12Z,4.655000000000001,4.655000000000001
2027-08-29,NA,2026-04-27,95.35000000000001,95.32000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.365,0,0,1056394462,IBQ2027,2027-08-01,2026-04-27,2026-04-28T05:53:12Z,4.635000000000005,4.635000000000005
2027-09-28,NA,2026-04-27,95.365,95.33500000000001,NA,0,NA,NA,NA,NA,NA,NA,95.38,0,0,1065438498,IBU2027,2027-09-01,2026-04-27,2026-04-28T05:53:12Z,4.6200000000000045,4.6200000000000045
