date,cash_rate,scrape_date,scrape_time
2023-12-01,4.314999999999998,2023-12-15,2023-12-15T12:00:00Z
2024-01-01,4.310000000000002,2023-12-15,2023-12-15T12:00:00Z
2024-02-01,4.319999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-03-01,4.304999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-04-01,4.269999999999996,2023-12-15,2023-12-15T12:00:00Z
2024-05-01,4.194999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-06-01,4.1499999999999915,2023-12-15,2023-12-15T12:00:00Z
2024-07-01,4.099999999999994,2023-12-15,2023-12-15T12:00:00Z
2024-08-01,4.034999999999997,2023-12-15,2023-12-15T12:00:00Z
2024-09-01,4.0049999999999955,2023-12-15,2023-12-15T12:00:00Z
2024-10-01,3.944999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-11-01,3.890000000000001,2023-12-15,2023-12-15T12:00:00Z
2024-12-01,3.8400000000000034,2023-12-15,2023-12-15T12:00:00Z
2025-01-01,3.8149999999999977,2023-12-15,2023-12-15T12:00:00Z
2025-02-01,3.774999999999991,2023-12-15,2023-12-15T12:00:00Z
2025-03-01,3.745000000000005,2023-12-15,2023-12-15T12:00:00Z
2025-04-01,3.719999999999999,2023-12-15,2023-12-15T12:00:00Z
2025-05-01,3.6899999999999977,2023-12-15,2023-12-15T12:00:00Z
2023-12-01,4.314999999999998,2023-12-15,2023-12-15T12:00:00Z
2024-01-01,4.310000000000002,2023-12-15,2023-12-15T12:00:00Z
2024-02-01,4.319999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-03-01,4.304999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-04-01,4.269999999999996,2023-12-15,2023-12-15T12:00:00Z
2024-05-01,4.194999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-06-01,4.1499999999999915,2023-12-15,2023-12-15T12:00:00Z
2024-07-01,4.099999999999994,2023-12-15,2023-12-15T12:00:00Z
2024-08-01,4.034999999999997,2023-12-15,2023-12-15T12:00:00Z
2024-09-01,4.0049999999999955,2023-12-15,2023-12-15T12:00:00Z
2024-10-01,3.944999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-11-01,3.890000000000001,2023-12-15,2023-12-15T12:00:00Z
2024-12-01,3.8400000000000034,2023-12-15,2023-12-15T12:00:00Z
2025-01-01,3.8149999999999977,2023-12-15,2023-12-15T12:00:00Z
2025-02-01,3.774999999999991,2023-12-15,2023-12-15T12:00:00Z
2025-03-01,3.745000000000005,2023-12-15,2023-12-15T12:00:00Z
2025-04-01,3.719999999999999,2023-12-15,2023-12-15T12:00:00Z
2025-05-01,3.6899999999999977,2023-12-15,2023-12-15T12:00:00Z
2023-12-01,4.314999999999998,2023-12-15,2023-12-15T12:00:00Z
2024-01-01,4.310000000000002,2023-12-15,2023-12-15T12:00:00Z
2024-02-01,4.319999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-03-01,4.304999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-04-01,4.269999999999996,2023-12-15,2023-12-15T12:00:00Z
2024-05-01,4.194999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-06-01,4.1499999999999915,2023-12-15,2023-12-15T12:00:00Z
2024-07-01,4.099999999999994,2023-12-15,2023-12-15T12:00:00Z
2024-08-01,4.034999999999997,2023-12-15,2023-12-15T12:00:00Z
2024-09-01,4.0049999999999955,2023-12-15,2023-12-15T12:00:00Z
2024-10-01,3.944999999999993,2023-12-15,2023-12-15T12:00:00Z
2024-11-01,3.890000000000001,2023-12-15,2023-12-15T12:00:00Z
2024-12-01,3.8400000000000034,2023-12-15,2023-12-15T12:00:00Z
2025-01-01,3.8149999999999977,2023-12-15,2023-12-15T12:00:00Z
2025-02-01,3.774999999999991,2023-12-15,2023-12-15T12:00:00Z
2025-03-01,3.745000000000005,2023-12-15,2023-12-15T12:00:00Z
2025-04-01,3.719999999999999,2023-12-15,2023-12-15T12:00:00Z
2025-05-01,3.6899999999999977,2023-12-15,2023-12-15T12:00:00Z
