dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-03,2025-11-03,96.41,96.405,-0.0799999999999983,-0.08291444265947898,-0.01,-0.01,96.405,97.125,96.405,96.405,96.415,2519,2519,888966960,IBX2025,2025-11-01,2025-11-03,2025-11-03T22:53:26Z,3.594999999999999
2025-12-29,2025-11-03,2025-11-03,96.44,96.435,-0.10999999999999943,-0.11393650629240192,0,0,96.435,97.19,96.425,96.435,96.435,198,198,895208763,IBZ2025,2025-12-01,2025-11-03,2025-11-03T22:53:26Z,3.5649999999999977
2026-01-28,2025-11-03,2025-11-03,96.455,96.435,-0.125,-0.12944648682234763,-0.005,-0.005,96.44,97.105,96.435,96.44,96.44,22,22,919010878,IBF2026,2026-01-01,2025-11-03,2025-11-03T22:53:26Z,3.5600000000000023
2026-02-25,2025-10-30,2025-11-03,96.515,96.49000000000001,-0.14499999999999602,-0.15001034554106768,-0.015,-0.016,96.515,97.065,96.5,96.515,96.505,0,0,928464846,IBG2026,2026-02-01,2025-11-03,2025-11-03T22:53:26Z,3.4950000000000045
2026-03-29,2025-11-03,2025-11-03,96.535,96.51,-0.1599999999999966,-0.1654858561307303,-0.02,-0.021,96.525,97.105,96.525,96.525,96.52,1,1,935346173,IBH2026,2026-03-01,2025-11-03,2025-11-03T22:53:26Z,3.4749999999999943
2026-04-28,2025-10-01,2025-11-03,96.54,96.525,-0.07500000000000284,-0.07754743317996468,-0.01,-0.01,96.64,96.925,96.635,96.64,96.545,0,0,941648808,IBJ2026,2026-04-01,2025-11-03,2025-11-03T22:53:26Z,3.4549999999999983
2026-05-27,2025-10-30,2025-11-03,96.60000000000001,96.57000000000001,-0.1699999999999875,-0.17567427921875323,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.59,0,0,949242588,IBK2026,2026-05-01,2025-11-03,2025-11-03T22:53:26Z,3.4099999999999966
2026-06-28,2025-07-21,2025-11-03,96.61500000000001,96.58500000000001,0.1950000000000074,0.20148791072536412,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.60000000000001,0,0,955528239,IBM2026,2026-06-01,2025-11-03,2025-11-03T22:53:26Z,3.3999999999999915
2026-07-29,NA,2025-11-03,96.61500000000001,96.58500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.605,0,0,962344067,IBN2026,2026-07-01,2025-11-03,2025-11-03T22:53:26Z,NA
2026-08-29,NA,2025-11-03,96.62,96.59,NA,0,NA,NA,NA,NA,NA,NA,96.61,0,0,969160575,IBQ2026,2026-08-01,2025-11-03,2025-11-03T22:53:26Z,NA
2026-09-28,2025-10-30,2025-11-03,96.62,96.59,-0.1349999999999909,-0.1394844242392839,-0.005,-0.005,96.65,96.86500000000001,96.65,96.65,96.61,0,0,976225343,IBU2026,2026-09-01,2025-11-03,2025-11-03T22:53:26Z,3.3900000000000006
2026-10-28,2025-10-23,2025-11-03,96.625,96.595,0.0800000000000125,0.08265743658626079,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.61500000000001,0,0,983956682,IBV2026,2026-10-01,2025-11-03,2025-11-03T22:53:26Z,3.384999999999991
2026-11-28,2025-10-23,2025-11-03,96.61500000000001,96.58500000000001,0.08500000000000796,0.08782806364952259,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.61,0,0,990482019,IBX2026,2026-11-01,2025-11-03,2025-11-03T22:53:26Z,3.3900000000000006
2026-12-29,2025-11-03,2025-11-03,96.605,96.575,-0.1799999999999926,-0.18600806034927417,-0.005,-0.005,96.59,96.86500000000001,96.86500000000001,96.59,96.595,100,100,996839036,IBZ2026,2026-12-01,2025-11-03,2025-11-03T22:53:26Z,3.4099999999999966
2027-01-27,NA,2025-11-03,96.60000000000001,96.57000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.59,0,0,1004041830,IBF2027,2027-01-01,2025-11-03,2025-11-03T22:53:26Z,NA
2027-02-24,NA,2025-11-03,96.59,96.56,NA,0,NA,NA,NA,NA,NA,NA,96.58,0,0,1010033436,IBG2027,2027-02-01,2025-11-03,2025-11-03T22:53:26Z,NA
2027-03-29,NA,2025-11-03,96.58,96.55,NA,0,NA,NA,NA,NA,NA,NA,96.57000000000001,0,0,1016946091,IBH2027,2027-03-01,2025-11-03,2025-11-03T22:53:26Z,NA
2027-04-28,NA,2025-11-03,96.575,96.545,NA,0,NA,NA,NA,NA,NA,NA,96.56,0,0,1026315950,IBJ2027,2027-04-01,2025-11-03,2025-11-03T22:53:26Z,NA
