dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-10,2025-11-10,96.405,96.4,0,0,0,0,96.405,97.125,96.4,96.405,96.405,15,15,888966960,IBX2025,2025-11-01,2025-11-10,2025-11-10T23:18:05Z,3.594999999999999
2025-12-29,2025-11-10,2025-11-10,96.425,96.42,0.0049999999999954525,0.005185915054706687,-0.005,-0.005,96.42,97.19,96.415,96.42,96.425,50,50,895208763,IBZ2025,2025-12-01,2025-11-10,2025-11-10T23:18:05Z,3.5799999999999983
2026-01-28,2025-11-10,2025-11-10,96.44,96.425,0.005000000000009663,0.0051853772362039545,-0.01,-0.01,96.43,97.105,96.43,96.43,96.435,635,685,919010878,IBF2026,2026-01-01,2025-11-10,2025-11-10T23:18:05Z,3.569999999999993
2026-02-25,2025-11-10,2025-11-10,96.495,96.47500000000001,0,0,-0.015,-0.016,96.485,97.065,96.47,96.485,96.49000000000001,161,211,928464846,IBG2026,2026-02-01,2025-11-10,2025-11-10T23:18:05Z,3.5150000000000006
2026-03-29,2025-11-10,2025-11-10,96.51,96.485,0.024999999999991473,0.025912106135977893,0.015,0.016,96.505,97.105,96.48,96.505,96.49000000000001,25,25,935346173,IBH2026,2026-03-01,2025-11-10,2025-11-10T23:18:05Z,3.4950000000000045
2026-04-28,2025-11-06,2025-11-10,96.515,96.495,-0.0049999999999954525,-0.005179736869362325,-0.01,-0.01,96.525,96.925,96.525,96.525,96.505,0,0,941648808,IBJ2026,2026-04-01,2025-11-10,2025-11-10T23:18:05Z,3.4950000000000045
2026-05-27,2025-10-30,2025-11-10,96.57000000000001,96.54,0.04000000000000625,0.04142502071251683,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.56,0,0,949242588,IBK2026,2026-05-01,2025-11-10,2025-11-10T23:18:05Z,3.4399999999999977
2026-06-28,2025-07-21,2025-11-10,96.58,96.55,0.40500000000001535,0.41938490214353874,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.57000000000001,0,0,955528239,IBM2026,2026-06-01,2025-11-10,2025-11-10T23:18:05Z,3.4299999999999926
2026-07-29,NA,2025-11-10,96.58500000000001,96.555,NA,0,NA,NA,NA,NA,NA,NA,96.575,0,0,962344067,IBN2026,2026-07-01,2025-11-10,2025-11-10T23:18:05Z,NA
2026-08-29,NA,2025-11-10,96.59,96.56,NA,0,NA,NA,NA,NA,NA,NA,96.575,0,0,969160575,IBQ2026,2026-08-01,2025-11-10,2025-11-10T23:18:05Z,NA
2026-09-28,2025-11-04,2025-11-10,96.59,96.56,0,0,-0.02,-0.021,96.59,96.86500000000001,96.59,96.59,96.58,0,0,976225343,IBU2026,2026-09-01,2025-11-10,2025-11-10T23:18:05Z,3.4200000000000017
2026-10-28,2025-11-04,2025-11-10,96.59,96.56,0,0,-0.035,-0.036000000000000004,96.58,96.86500000000001,96.58,96.58,96.575,0,0,983956682,IBV2026,2026-10-01,2025-11-10,2025-11-10T23:18:05Z,3.424999999999997
2026-11-28,2025-11-04,2025-11-10,96.58500000000001,96.555,0,0,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.57000000000001,0,0,990482019,IBX2026,2026-11-01,2025-11-10,2025-11-10T23:18:05Z,3.4299999999999926
2026-12-29,2025-11-04,2025-11-10,96.57000000000001,96.54,-0.030000000000001137,-0.031059115850503298,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.56,0,0,996839036,IBZ2026,2026-12-01,2025-11-10,2025-11-10T23:18:05Z,3.4399999999999977
2027-01-27,NA,2025-11-10,96.565,96.535,NA,0,NA,NA,NA,NA,NA,NA,96.555,0,0,1004041830,IBF2027,2027-01-01,2025-11-10,2025-11-10T23:18:05Z,NA
2027-02-24,NA,2025-11-10,96.55,96.52,NA,0,NA,NA,NA,NA,NA,NA,96.54,0,0,1010033436,IBG2027,2027-02-01,2025-11-10,2025-11-10T23:18:05Z,NA
2027-03-29,NA,2025-11-10,96.54,96.51,NA,0,NA,NA,NA,NA,NA,NA,96.53,0,0,1016946091,IBH2027,2027-03-01,2025-11-10,2025-11-10T23:18:05Z,NA
2027-04-28,NA,2025-11-10,96.53,96.5,NA,0,NA,NA,NA,NA,NA,NA,96.52,0,0,1026315950,IBJ2027,2027-04-01,2025-11-10,2025-11-10T23:18:05Z,NA
