dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-20,2025-10-20,96.405,96.4,0.0049999999999954525,0.005186721991696527,0,0,96.405,97.09,96.405,96.405,96.405,12,12,881982000,IBV2025,2025-10-01,2025-10-20,2025-10-20T09:06:37Z,3.594999999999999
2025-11-26,2025-10-19,2025-10-20,96.56,96.505,0.05499999999999261,0.056988913065995864,-0.01,-0.01,96.565,97.125,96.48,96.565,96.56,189,195,888966960,IBX2025,2025-11-01,2025-10-20,2025-10-20T09:06:37Z,3.4399999999999977
2025-12-29,2025-10-20,2025-10-20,96.635,96.59,0.07500000000000284,0.07767191383595987,-0.015,-0.016,96.635,97.19,96.51,96.635,96.63,37,52,895208763,IBZ2025,2025-12-01,2025-10-20,2025-10-20T09:06:37Z,3.364999999999995
2026-01-28,2025-10-20,2025-10-20,NA,96.63,0.08500000000000796,0.08801905353630317,-0.025,-0.026000000000000002,96.655,97.105,96.56,96.655,96.65,6,16,919010878,IBF2026,2026-01-01,2025-10-20,2025-10-20T09:06:37Z,3.344999999999999
2026-02-25,2025-10-19,2025-10-20,NA,NA,0.10999999999999943,0.1138245033112577,-0.035,-0.036000000000000004,96.75,97.065,96.75,96.75,96.74000000000001,0,0,928464846,IBG2026,2026-02-01,2025-10-20,2025-10-20T09:06:37Z,3.259999999999991
2026-03-29,2025-10-10,2025-10-20,NA,NA,-0.045000000000001705,-0.04655975168132613,-0.01,-0.01,96.605,97.105,96.605,96.605,96.77,0,0,935346173,IBH2026,2026-03-01,2025-10-20,2025-10-20T09:06:37Z,3.230000000000004
2026-04-28,2025-10-01,2025-10-20,NA,NA,-0.030000000000001137,-0.031033412640944592,-0.01,-0.01,96.64,96.925,96.635,96.64,96.8,0,0,941648808,IBJ2026,2026-04-01,2025-10-20,2025-10-20T09:06:37Z,3.200000000000003
2026-05-27,2025-10-14,2025-10-20,NA,NA,-0.0049999999999954525,-0.005169828878659414,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.86,0,0,949242588,IBK2026,2026-05-01,2025-10-20,2025-10-20T09:06:37Z,3.1400000000000006
2026-06-28,2025-07-21,2025-10-20,NA,NA,0.2500000000000142,0.258464719565794,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.87,0,0,955528239,IBM2026,2026-06-01,2025-10-20,2025-10-20T09:06:37Z,3.1299999999999955
2026-07-29,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,962344067,IBN2026,2026-07-01,2025-10-20,2025-10-20T09:06:37Z,NA
2026-08-29,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,969160575,IBQ2026,2026-08-01,2025-10-20,2025-10-20T09:06:37Z,NA
2026-09-28,2025-10-16,2025-10-20,NA,NA,0.10500000000000398,0.1085439603039272,-0.015,-0.015,96.84,96.84,96.84,96.84,96.87,0,0,976225343,IBU2026,2026-09-01,2025-10-20,2025-10-20T09:06:37Z,3.1299999999999955
2026-10-28,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,983956682,IBV2026,2026-10-01,2025-10-20,2025-10-20T09:06:37Z,NA
2026-11-28,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,990482019,IBX2026,2026-11-01,2025-10-20,2025-10-20T09:06:37Z,NA
2026-12-29,2025-10-16,2025-10-20,NA,NA,0.12000000000000455,0.1240694789081933,-0.005,-0.005,96.84,96.84,96.84,96.84,96.86500000000001,0,0,996839036,IBZ2026,2026-12-01,2025-10-20,2025-10-20T09:06:37Z,3.134999999999991
2027-01-27,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.86,0,0,1004041830,IBF2027,2027-01-01,2025-10-20,2025-10-20T09:06:37Z,NA
2027-02-24,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.85000000000001,0,0,1010033436,IBG2027,2027-02-01,2025-10-20,2025-10-20T09:06:37Z,NA
2027-03-29,NA,2025-10-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.845,0,0,1016946091,IBH2027,2027-03-01,2025-10-20,2025-10-20T09:06:37Z,NA
