date,cash_rate,scrape_date,scrape_time
2025-05-01,3.9950000000000045,2025-05-06,2025-05-06T23:32:38Z
2025-06-01,3.819999999999993,2025-05-06,2025-05-06T23:32:38Z
2025-07-01,3.7099999999999937,2025-05-06,2025-05-06T23:32:38Z
2025-08-01,3.5150000000000006,2025-05-06,2025-05-06T23:32:38Z
2025-09-01,3.4399999999999977,2025-05-06,2025-05-06T23:32:38Z
2025-10-01,3.259999999999991,2025-05-06,2025-05-06T23:32:38Z
2025-11-01,3.0999999999999943,2025-05-06,2025-05-06T23:32:38Z
2025-12-01,3.0450000000000017,2025-05-06,2025-05-06T23:32:38Z
2026-01-01,3.0450000000000017,2025-05-06,2025-05-06T23:32:38Z
2026-02-01,3.0249999999999915,2025-05-06,2025-05-06T23:32:38Z
2026-03-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-04-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-05-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-06-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-07-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-08-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-09-01,NA,2025-05-06,2025-05-06T23:32:38Z
2026-10-01,NA,2025-05-06,2025-05-06T23:32:38Z
