date,cash_rate,scrape_date,scrape_time
2025-07-01,3.664999999999992,2025-07-03,2025-07-03T23:34:26Z
2025-08-01,3.480000000000004,2025-07-03,2025-07-03T23:34:26Z
2025-09-01,3.4099999999999966,2025-07-03,2025-07-03T23:34:26Z
2025-10-01,3.3100000000000023,2025-07-03,2025-07-03T23:34:26Z
2025-11-01,3.1799999999999926,2025-07-03,2025-07-03T23:34:26Z
2025-12-01,3.0999999999999943,2025-07-03,2025-07-03T23:34:26Z
2026-01-01,3.105000000000004,2025-07-03,2025-07-03T23:34:26Z
2026-02-01,2.9599999999999937,2025-07-03,2025-07-03T23:34:26Z
2026-03-01,2.894999999999996,2025-07-03,2025-07-03T23:34:26Z
2026-04-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-05-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-06-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-07-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-08-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-09-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-10-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-11-01,NA,2025-07-03,2025-07-03T23:34:26Z
2026-12-01,NA,2025-07-03,2025-07-03T23:34:26Z
