date,cash_rate,scrape_date,scrape_time
2025-06-01,3.8400000000000034,2025-06-09,2025-06-10T01:49:42Z
2025-07-01,3.6850000000000023,2025-06-09,2025-06-10T01:49:42Z
2025-08-01,3.5049999999999955,2025-06-09,2025-06-10T01:49:42Z
2025-09-01,3.4099999999999966,2025-06-09,2025-06-10T01:49:42Z
2025-10-01,3.3400000000000034,2025-06-09,2025-06-10T01:49:42Z
2025-11-01,3.1799999999999926,2025-06-09,2025-06-10T01:49:42Z
2025-12-01,3.1299999999999955,2025-06-09,2025-06-10T01:49:42Z
2026-01-01,3.3400000000000034,2025-06-09,2025-06-10T01:49:42Z
2026-02-01,2.969999999999999,2025-06-09,2025-06-10T01:49:42Z
2026-03-01,2.9950000000000045,2025-06-09,2025-06-10T01:49:42Z
2026-04-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-05-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-06-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-07-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-08-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-09-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-10-01,NA,2025-06-09,2025-06-10T01:49:42Z
2026-11-01,NA,2025-06-09,2025-06-10T01:49:42Z
