dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-03-29,2026-03-27,2026-03-27,96.04,96.035,0,0,-0.005,-0.005,96.035,97.105,96.035,96.035,96.04,280,280,935346173,IBH2026,2026-03-01,2026-03-27,2026-03-29T23:20:43Z,3.9650000000000034,3.9599999999999937
2026-04-28,2026-03-26,2026-03-27,95.905,95.9,0.0049999999999954525,0.005213764337847187,0,0,95.905,96.925,95.9,95.905,95.905,1,1,941648808,IBJ2026,2026-04-01,2026-03-27,2026-03-29T23:20:43Z,4.094999999999999,4.094999999999999
2026-05-27,2026-03-27,2026-03-27,95.76,95.755,-0.005000000000009663,-0.005221386800344259,0,0,95.755,97.015,95.73,95.755,95.755,171,171,949242588,IBK2026,2026-05-01,2026-03-27,2026-03-29T23:20:43Z,4.2450000000000045,4.2450000000000045
2026-06-28,2026-03-25,2026-03-27,95.69500000000001,95.67,0.04999999999999716,0.052254794377381154,0.025,0.026000000000000002,95.735,96.97500000000001,95.735,95.735,95.675,0,0,955528239,IBM2026,2026-06-01,2026-03-27,2026-03-29T23:20:43Z,4.325000000000003,4.325000000000003
2026-07-29,2026-03-26,2026-03-27,95.65,95.625,0.025000000000005684,0.026151995397254758,-0.065,-0.068,95.62,96.075,95.58,95.62,95.62,0,0,962344067,IBN2026,2026-07-01,2026-03-27,2026-03-29T23:20:43Z,4.3799999999999955,4.3799999999999955
2026-08-29,2026-03-29,2026-03-27,95.535,95.51,0.015000000000000568,0.01570680628272311,0.015,0.016,95.515,96.15,95.485,95.515,95.5,225,225,969160575,IBQ2026,2026-08-01,2026-03-27,2026-03-29T23:20:43Z,4.484999999999999,4.5
2026-09-28,2026-03-26,2026-03-27,95.47,95.44,0.009999999999990905,0.010478885046621507,-0.005,-0.005,95.44,96.86500000000001,95.435,95.44,95.425,400,400,976225343,IBU2026,2026-09-01,2026-03-27,2026-03-29T23:20:43Z,4.575000000000003,4.575000000000003
2026-10-28,2026-03-27,2026-03-27,95.33500000000001,95.305,0.07000000000000739,0.07352555012867748,-0.045,-0.047,95.275,96.86500000000001,95.205,95.275,95.29,100,100,983956682,IBV2026,2026-10-01,2026-03-27,2026-03-29T23:20:43Z,4.724999999999994,4.709999999999994
2026-11-28,2026-03-26,2026-03-27,95.25,95.22,0.18500000000000227,0.19456275963611747,-0.075,-0.079,95.27,96.86500000000001,95.27,95.27,95.19500000000001,0,0,990482019,IBX2026,2026-11-01,2026-03-27,2026-03-29T23:20:43Z,4.804999999999993,4.804999999999993
2026-12-29,2026-03-25,2026-03-27,95.24,95.21000000000001,0.22500000000000853,0.2364811603342357,0.13,0.136,95.37,96.86500000000001,95.37,95.37,95.175,0,0,996839036,IBZ2026,2026-12-01,2026-03-27,2026-03-29T23:20:43Z,4.825000000000003,4.825000000000003
2027-01-27,NA,2026-03-27,95.24,95.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.175,0,0,1004041830,IBF2027,2027-01-01,2026-03-27,2026-03-29T23:20:43Z,4.825000000000003,4.825000000000003
2027-02-24,NA,2026-03-27,95.24,95.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.17,0,0,1010033436,IBG2027,2027-02-01,2026-03-27,2026-03-29T23:20:43Z,4.829999999999998,4.829999999999998
2027-03-29,NA,2026-03-27,95.24,95.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.165,0,0,1016946091,IBH2027,2027-03-01,2026-03-27,2026-03-29T23:20:43Z,4.834999999999994,4.834999999999994
2027-04-28,NA,2026-03-27,95.24,95.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.16,0,0,1026315950,IBJ2027,2027-04-01,2026-03-27,2026-03-29T23:20:43Z,4.840000000000003,4.840000000000003
2027-05-29,NA,2026-03-27,95.26,95.23,NA,0,NA,NA,NA,NA,NA,NA,95.175,0,0,1033478754,IBK2027,2027-05-01,2026-03-27,2026-03-29T23:20:43Z,4.825000000000003,4.825000000000003
2027-06-28,NA,2026-03-27,95.275,95.245,NA,0,NA,NA,NA,NA,NA,NA,95.185,0,0,1041047069,IBM2027,2027-06-01,2026-03-27,2026-03-29T23:20:43Z,4.814999999999998,4.814999999999998
2027-07-28,NA,2026-03-27,95.3,95.27,NA,0,NA,NA,NA,NA,NA,NA,95.205,0,0,1048381155,IBN2027,2027-07-01,2026-03-27,2026-03-29T23:20:43Z,4.795000000000002,4.795000000000002
2027-08-29,NA,2026-03-27,95.32000000000001,95.29,NA,0,NA,NA,NA,NA,NA,NA,95.22500000000001,0,0,1056394462,IBQ2027,2027-08-01,2026-03-27,2026-03-29T23:20:43Z,4.7749999999999915,4.7749999999999915
