dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-06-28,2026-06-12,2026-06-12,95.65,95.645,0.005000000000009663,0.005227664802142991,0,0,95.65,96.97500000000001,95.645,95.65,95.65,100,100,955528239,IBM2026,2026-06-01,2026-06-12,2026-06-14T19:00:16Z,4.349999999999994,4.349999999999994
2026-07-29,2026-06-12,2026-06-12,95.65,95.645,0.0049999999999954525,0.005227938101208127,-0.005,-0.005,95.645,96.075,95.59,95.645,95.65,1309,1309,962344067,IBN2026,2026-07-01,2026-06-12,2026-06-14T19:00:16Z,4.355000000000004,4.349999999999994
2026-08-29,2026-06-12,2026-06-12,95.635,NA,0.030000000000015348,0.03139060374596144,0,0,95.60000000000001,96.15,95.595,95.60000000000001,95.62,2,2,969160575,IBQ2026,2026-08-01,2026-06-12,2026-06-14T19:00:16Z,4.3999999999999915,4.3799999999999955
2026-09-28,2026-06-12,2026-06-12,NA,NA,0.045000000000001705,0.047103155911447855,0.02,0.021,95.58,96.86500000000001,95.52,95.58,95.58,50,50,976225343,IBU2026,2026-09-01,2026-06-12,2026-06-14T19:00:16Z,4.420000000000002,4.420000000000002
2026-10-28,2026-06-12,2026-06-12,95.605,NA,0.08500000000000796,0.08901455649807097,0.02,0.021,95.575,96.86500000000001,95.51,95.575,95.575,100,100,983956682,IBV2026,2026-10-01,2026-06-12,2026-06-14T19:00:16Z,4.424999999999997,4.424999999999997
2026-11-28,2026-05-18,2026-06-12,NA,NA,-0.1599999999999966,-0.16764459346185728,-0.01,-0.01,95.28,96.86500000000001,95.28,95.28,95.535,0,0,990482019,IBX2026,2026-11-01,2026-06-12,2026-06-14T19:00:16Z,4.465000000000003,4.465000000000003
2026-12-29,2026-06-05,2026-06-12,NA,95.15,0.04999999999999716,0.05239991616013116,0.015,0.016,95.47,96.86500000000001,95.435,95.47,95.52,0,0,996839036,IBZ2026,2026-12-01,2026-06-12,2026-06-14T19:00:16Z,4.480000000000004,4.480000000000004
2027-01-27,2026-05-18,2026-06-12,NA,NA,-0.1700000000000017,-0.17815971494445787,-0.01,-0.01,95.25,95.27,95.25,95.25,95.515,0,0,1004041830,IBF2027,2027-01-01,2026-06-12,2026-06-14T19:00:16Z,4.484999999999999,4.484999999999999
2027-02-24,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.51,0,0,1010033436,IBG2027,2027-02-01,2026-06-12,2026-06-14T19:00:16Z,4.489999999999995,4.489999999999995
2027-03-29,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.51,0,0,1016946091,IBH2027,2027-03-01,2026-06-12,2026-06-14T19:00:16Z,4.489999999999995,4.489999999999995
2027-04-28,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.52,0,0,1026315950,IBJ2027,2027-04-01,2026-06-12,2026-06-14T19:00:16Z,4.480000000000004,4.480000000000004
2027-05-29,2026-06-10,2026-06-12,NA,NA,0.060000000000002274,0.06286013619696414,0.06,0.063,95.51,95.51,95.51,95.51,95.54,0,0,1033478754,IBK2027,2027-05-01,2026-06-12,2026-06-14T19:00:16Z,4.459999999999994,4.459999999999994
2027-06-28,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.55,0,0,1041047069,IBM2027,2027-06-01,2026-06-12,2026-06-14T19:00:16Z,4.450000000000003,4.450000000000003
2027-07-28,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.575,0,0,1048381155,IBN2027,2027-07-01,2026-06-12,2026-06-14T19:00:16Z,4.424999999999997,4.424999999999997
2027-08-29,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.595,0,0,1056394462,IBQ2027,2027-08-01,2026-06-12,2026-06-14T19:00:16Z,4.405000000000001,4.405000000000001
2027-09-28,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.61500000000001,0,0,1065438498,IBU2027,2027-09-01,2026-06-12,2026-06-14T19:00:16Z,4.384999999999991,4.384999999999991
2027-10-27,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.64,0,0,1073003941,IBV2027,2027-10-01,2026-06-12,2026-06-14T19:00:16Z,4.359999999999999,4.359999999999999
2027-11-28,NA,2026-06-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.665,0,0,1081768076,IBX2027,2027-11-01,2026-06-12,2026-06-14T19:00:16Z,4.334999999999994,4.334999999999994
