date,cash_rate,scrape_date,scrape_time
2024-12-01,4.329999999999998,2024-12-03,2024-12-03T12:00:00Z
2025-01-01,4.329999999999998,2024-12-03,2024-12-03T12:00:00Z
2025-02-01,4.304999999999993,2024-12-03,2024-12-03T12:00:00Z
2025-03-01,4.2549999999999955,2024-12-03,2024-12-03T12:00:00Z
2025-04-01,4.174999999999997,2024-12-03,2024-12-03T12:00:00Z
2025-05-01,4.1200000000000045,2024-12-03,2024-12-03T12:00:00Z
2025-06-01,4.034999999999997,2024-12-03,2024-12-03T12:00:00Z
2025-07-01,3.980000000000004,2024-12-03,2024-12-03T12:00:00Z
2025-08-01,3.899999999999991,2024-12-03,2024-12-03T12:00:00Z
2025-09-01,3.859999999999999,2024-12-03,2024-12-03T12:00:00Z
2025-10-01,3.819999999999993,2024-12-03,2024-12-03T12:00:00Z
2025-11-01,3.774999999999991,2024-12-03,2024-12-03T12:00:00Z
2025-12-01,3.734999999999999,2024-12-03,2024-12-03T12:00:00Z
2026-01-01,3.719999999999999,2024-12-03,2024-12-03T12:00:00Z
2026-02-01,3.6850000000000023,2024-12-03,2024-12-03T12:00:00Z
2026-03-01,3.664999999999992,2024-12-03,2024-12-03T12:00:00Z
2026-04-01,3.649999999999991,2024-12-03,2024-12-03T12:00:00Z
2026-05-01,3.629999999999995,2024-12-03,2024-12-03T12:00:00Z
