date,cash_rate,scrape_date,scrape_time
2025-10-01,3.594999999999999,2025-10-09,2025-10-10T03:59:53Z
2025-11-01,3.519999999999996,2025-10-09,2025-10-10T03:59:53Z
2025-12-01,3.489999999999995,2025-10-09,2025-10-10T03:59:53Z
2026-01-01,3.444999999999993,2025-10-09,2025-10-10T03:59:53Z
2026-02-01,3.405000000000001,2025-10-09,2025-10-10T03:59:53Z
2026-03-01,3.394999999999996,2025-10-09,2025-10-10T03:59:53Z
2026-04-01,3.3599999999999994,2025-10-09,2025-10-10T03:59:53Z
2026-05-01,2.9849999999999994,2025-10-09,2025-10-10T03:59:53Z
2026-06-01,3.0249999999999915,2025-10-09,2025-10-10T03:59:53Z
2026-07-01,3.299999999999997,2025-10-09,2025-10-10T03:59:53Z
2026-08-01,3.299999999999997,2025-10-09,2025-10-10T03:59:53Z
2026-09-01,3.2950000000000017,2025-10-09,2025-10-10T03:59:53Z
2026-10-01,3.3049999999999926,2025-10-09,2025-10-10T03:59:53Z
2026-11-01,3.3100000000000023,2025-10-09,2025-10-10T03:59:53Z
2026-12-01,3.3149999999999977,2025-10-09,2025-10-10T03:59:53Z
2027-01-01,3.319999999999993,2025-10-09,2025-10-10T03:59:53Z
2027-02-01,3.3299999999999983,2025-10-09,2025-10-10T03:59:53Z
2027-03-01,3.3400000000000034,2025-10-09,2025-10-10T03:59:53Z
