dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-10-31,2025-10-31,96.415,96.41,-0.12000000000000455,-0.12431368486481358,-0.005,-0.005,96.41,97.125,96.405,96.41,96.415,22,22,888966960,IBX2025,2025-11-01,2025-10-31,2025-11-02T23:20:17Z,3.5900000000000034
2025-12-29,2025-10-31,2025-10-31,96.43,96.425,-0.16499999999999204,-0.17081629483926916,-0.005,-0.005,96.43,97.19,96.425,96.43,96.435,1,1,895208763,IBZ2025,2025-12-01,2025-10-31,2025-11-02T23:20:17Z,3.569999999999993
2026-01-28,2025-10-29,2025-10-31,96.44,96.425,-0.17499999999999716,-0.18113129431247443,-0.015,-0.016,96.44,97.105,96.44,96.44,96.44500000000001,0,0,919010878,IBF2026,2026-01-01,2025-10-31,2025-11-02T23:20:17Z,3.5549999999999926
2026-02-25,2025-10-30,2025-10-31,96.52,96.495,-0.20000000000000284,-0.20679315514656757,-0.015,-0.016,96.515,97.065,96.5,96.515,96.52,0,0,928464846,IBG2026,2026-02-01,2025-10-31,2025-11-02T23:20:17Z,3.480000000000004
2026-03-29,2025-10-30,2025-10-31,96.545,96.525,-0.19999999999998863,-0.20677177565261168,-0.03,-0.031,96.525,97.105,96.525,96.525,96.545,0,0,935346173,IBH2026,2026-03-01,2025-10-31,2025-11-02T23:20:17Z,3.4549999999999983
2026-04-28,2025-10-01,2025-10-31,96.565,96.54,-0.10999999999999943,-0.11369509043927589,-0.01,-0.01,96.64,96.925,96.635,96.64,96.57000000000001,0,0,941648808,IBJ2026,2026-04-01,2025-10-31,2025-11-02T23:20:17Z,3.4299999999999926
2026-05-27,2025-10-30,2025-10-31,96.62,96.59,-0.2049999999999983,-0.21176592118175536,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.625,0,0,949242588,IBK2026,2026-05-01,2025-10-31,2025-11-02T23:20:17Z,3.375
2026-06-28,2025-07-21,2025-10-31,96.64,96.61,0.1600000000000108,0.16526364716212447,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.64,0,0,955528239,IBM2026,2026-06-01,2025-10-31,2025-11-02T23:20:17Z,3.3599999999999994
2026-07-29,NA,2025-10-31,96.645,96.61500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.645,0,0,962344067,IBN2026,2026-07-01,2025-10-31,2025-11-02T23:20:17Z,NA
2026-08-29,NA,2025-10-31,96.65,96.62,NA,0,NA,NA,NA,NA,NA,NA,96.655,0,0,969160575,IBQ2026,2026-08-01,2025-10-31,2025-11-02T23:20:17Z,NA
2026-09-28,2025-10-30,2025-10-31,96.655,96.625,-0.17499999999999716,-0.18073844564936448,-0.005,-0.005,96.65,96.86500000000001,96.65,96.65,96.65,0,0,976225343,IBU2026,2026-09-01,2025-10-31,2025-11-02T23:20:17Z,3.3499999999999943
2026-10-28,2025-10-23,2025-10-31,96.65,96.62,0.04000000000000625,0.041311644719861866,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.65,0,0,983956682,IBV2026,2026-10-01,2025-10-31,2025-11-02T23:20:17Z,3.3499999999999943
2026-11-28,2025-10-23,2025-10-31,96.64,96.61,0.045000000000015916,0.046478000413154225,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.645,0,0,990482019,IBX2026,2026-11-01,2025-10-31,2025-11-02T23:20:17Z,3.355000000000004
2026-12-29,2025-10-23,2025-10-31,96.635,96.605,0.060000000000002274,0.06198026961417517,-0.005,-0.005,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.635,0,0,996839036,IBZ2026,2026-12-01,2025-10-31,2025-11-02T23:20:17Z,3.364999999999995
2027-01-27,NA,2025-10-31,96.635,96.605,NA,0,NA,NA,NA,NA,NA,NA,96.63,0,0,1004041830,IBF2027,2027-01-01,2025-10-31,2025-11-02T23:20:17Z,NA
2027-02-24,NA,2025-10-31,96.625,96.595,NA,0,NA,NA,NA,NA,NA,NA,96.61500000000001,0,0,1010033436,IBG2027,2027-02-01,2025-10-31,2025-11-02T23:20:17Z,NA
2027-03-29,NA,2025-10-31,96.61500000000001,96.58500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.605,0,0,1016946091,IBH2027,2027-03-01,2025-10-31,2025-11-02T23:20:17Z,NA
2027-04-28,NA,NA,96.61,96.58,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1026315950,IBJ2027,2027-04-01,NA,2025-11-02T23:20:17Z,NA
