dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-22,2025-10-23,96.405,96.4,0,0,0,0,96.405,97.09,96.405,96.405,96.405,0,0,881982000,IBV2025,2025-10-01,2025-10-23,2025-10-24T05:33:55Z,3.594999999999999
2025-11-26,2025-10-24,2025-10-23,96.545,96.535,-0.029999999999986926,-0.031065548306914083,0,0,96.54,97.125,96.48,96.54,96.54,589,589,888966960,IBX2025,2025-11-01,2025-10-23,2025-10-24T05:33:55Z,3.4599999999999937
2025-12-29,2025-10-24,2025-10-23,96.61500000000001,96.61,-0.04000000000000625,-0.04138644593896146,0,0,96.61,97.19,96.51,96.61,96.61,502,502,895208763,IBZ2025,2025-12-01,2025-10-23,2025-10-24T05:33:55Z,3.3900000000000006
2026-01-28,2025-10-23,2025-10-23,96.64,96.62,-0.04999999999999716,-0.05171165580721601,0.01,0.01,96.64,97.105,96.63,96.64,96.63,1,1,919010878,IBF2026,2026-01-01,2025-10-23,2025-10-24T05:33:55Z,3.3599999999999994
2026-02-25,2025-10-24,2025-10-23,96.745,96.72500000000001,-0.05999999999998806,-0.06199307743967357,-0.01,-0.01,96.72500000000001,97.065,96.735,96.72500000000001,96.735,3,3,928464846,IBG2026,2026-02-01,2025-10-23,2025-10-24T05:33:55Z,3.2749999999999915
2026-03-29,2025-10-10,2025-10-23,96.77,96.75,-0.2049999999999983,-0.21175498398925555,-0.01,-0.01,96.605,97.105,96.605,96.605,96.765,0,0,935346173,IBH2026,2026-03-01,2025-10-23,2025-10-24T05:33:55Z,3.2349999999999994
2026-04-28,2025-10-01,2025-10-23,96.8,96.77,-0.2049999999999983,-0.21167845526356374,-0.01,-0.01,96.64,96.925,96.635,96.64,96.785,0,0,941648808,IBJ2026,2026-04-01,2025-10-23,2025-10-24T05:33:55Z,3.2150000000000034
2026-05-27,2025-10-14,2025-10-23,96.855,96.825,-0.18999999999999773,-0.19607843137254666,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.85000000000001,0,0,949242588,IBK2026,2026-05-01,2025-10-23,2025-10-24T05:33:55Z,3.1499999999999915
2026-06-28,2025-07-21,2025-10-23,96.87,96.84,0.060000000000002274,0.061909921064852984,NA,NA,96.97500000000001,96.97500000000001,96.97500000000001,96.97500000000001,96.86500000000001,0,0,955528239,IBM2026,2026-06-01,2025-10-23,2025-10-24T05:33:55Z,3.134999999999991
2026-07-29,NA,2025-10-23,96.875,96.845,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,962344067,IBN2026,2026-07-01,2025-10-23,2025-10-24T05:33:55Z,NA
2026-08-29,NA,2025-10-23,96.875,96.845,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,969160575,IBQ2026,2026-08-01,2025-10-23,2025-10-24T05:33:55Z,NA
2026-09-28,2025-10-23,2025-10-23,96.875,96.845,0.025000000000005684,0.02581577860388856,-0.01,-0.01,96.86500000000001,96.84,96.84,96.86500000000001,96.875,100,100,976225343,IBU2026,2026-09-01,2025-10-23,2025-10-24T05:33:55Z,3.134999999999991
2026-10-28,2025-10-23,2025-10-23,96.88,96.85000000000001,-0.04999999999999716,-0.0515916008873726,-0.01,-0.01,96.86500000000001,NA,NA,96.86500000000001,96.875,100,100,983956682,IBV2026,2026-10-01,2025-10-23,2025-10-24T05:33:55Z,3.134999999999991
2026-11-28,2025-10-23,2025-10-23,96.875,96.845,-0.04999999999999716,-0.0515916008873726,-0.01,-0.01,96.86500000000001,NA,NA,96.86500000000001,96.875,100,100,990482019,IBX2026,2026-11-01,2025-10-23,2025-10-24T05:33:55Z,3.134999999999991
2026-12-29,2025-10-23,2025-10-23,96.86500000000001,96.83500000000001,0.025000000000005684,0.02581577860388856,-0.005,-0.005,96.86500000000001,96.84,96.84,96.86500000000001,96.87,100,100,996839036,IBZ2026,2026-12-01,2025-10-23,2025-10-24T05:33:55Z,3.134999999999991
2027-01-27,NA,2025-10-23,96.86,96.83,NA,0,NA,NA,NA,NA,NA,NA,96.855,0,0,1004041830,IBF2027,2027-01-01,2025-10-23,2025-10-24T05:33:55Z,NA
2027-02-24,NA,2025-10-23,96.845,96.815,NA,0,NA,NA,NA,NA,NA,NA,96.845,0,0,1010033436,IBG2027,2027-02-01,2025-10-23,2025-10-24T05:33:55Z,NA
2027-03-29,NA,2025-10-23,96.84,96.81,NA,0,NA,NA,NA,NA,NA,NA,96.83500000000001,0,0,1016946091,IBH2027,2027-03-01,2025-10-23,2025-10-24T05:33:55Z,NA
