dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-20,2025-10-20,96.405,96.4,0,0,0,0,96.405,97.09,96.405,96.405,96.405,12,12,881982000,IBV2025,2025-10-01,2025-10-20,2025-10-20T23:11:16Z,3.594999999999999
2025-11-26,2025-10-20,2025-10-20,96.56,96.55,0.05000000000001137,0.0518107870058664,-0.005,-0.005,96.555,97.125,96.48,96.555,96.56,26,26,888966960,IBX2025,2025-11-01,2025-10-20,2025-10-20T23:11:16Z,3.444999999999993
2025-12-29,2025-10-20,2025-10-20,96.63,96.61500000000001,0.08500000000000796,0.08803728638012218,-0.015,-0.016,96.635,97.19,96.51,96.635,96.63,37,52,895208763,IBZ2025,2025-12-01,2025-10-20,2025-10-20T23:11:16Z,3.364999999999995
2026-01-28,2025-10-20,2025-10-20,96.655,96.63,0.08500000000000796,0.08801905353630317,-0.025,-0.026000000000000002,96.655,97.105,96.56,96.655,96.65,6,16,919010878,IBF2026,2026-01-01,2025-10-20,2025-10-20T23:11:16Z,3.344999999999999
2026-02-25,2025-10-19,2025-10-20,96.75,96.72500000000001,0.09999999999999432,0.1034661148473816,-0.035,-0.036000000000000004,96.75,97.065,96.75,96.75,96.74000000000001,150,150,928464846,IBG2026,2026-02-01,2025-10-20,2025-10-20T23:11:16Z,3.259999999999991
2026-03-29,2025-10-10,2025-10-20,96.785,96.76,-0.06999999999999318,-0.0724075510731763,-0.01,-0.01,96.605,97.105,96.605,96.605,96.77,0,0,935346173,IBH2026,2026-03-01,2025-10-20,2025-10-20T23:11:16Z,3.230000000000004
2026-04-28,2025-10-01,2025-10-20,96.81,96.78,-0.05499999999999261,-0.05687988003515447,-0.01,-0.01,96.64,96.925,96.635,96.64,96.8,0,0,941648808,IBJ2026,2026-04-01,2025-10-20,2025-10-20T23:11:16Z,3.200000000000003
2026-05-27,2025-10-14,2025-10-20,96.87,96.84,1.4210854715202004e-14,1.4694297089444736e-14,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.86,0,0,949242588,IBK2026,2026-05-01,2025-10-20,2025-10-20T23:11:16Z,3.1400000000000006
2026-06-28,2025-07-21,2025-10-20,96.89,96.86,0.22000000000001307,0.22737843005530783,NA,NA,96.97500000000001,96.97500000000001,96.97500000000001,96.97500000000001,96.87,0,0,955528239,IBM2026,2026-06-01,2025-10-20,2025-10-20T23:11:16Z,3.1299999999999955
2026-07-29,NA,2025-10-20,96.89,96.86,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,962344067,IBN2026,2026-07-01,2025-10-20,2025-10-20T23:11:16Z,NA
2026-08-29,NA,2025-10-20,96.895,96.86500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,969160575,IBQ2026,2026-08-01,2025-10-20,2025-10-20T23:11:16Z,NA
2026-09-28,2025-10-16,2025-10-20,96.895,96.86500000000001,0.07000000000000739,0.07233646791361723,-0.015,-0.015,96.84,96.84,96.84,96.84,96.87,0,0,976225343,IBU2026,2026-09-01,2025-10-20,2025-10-20T23:11:16Z,3.1299999999999955
2026-10-28,NA,2025-10-20,96.895,96.86500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,983956682,IBV2026,2026-10-01,2025-10-20,2025-10-20T23:11:16Z,NA
2026-11-28,NA,2025-10-20,96.89,96.86,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,990482019,IBX2026,2026-11-01,2025-10-20,2025-10-20T23:11:16Z,NA
2026-12-29,2025-10-16,2025-10-20,96.885,96.855,0.07000000000000739,0.07233646791361723,-0.005,-0.005,96.84,96.84,96.84,96.84,96.86500000000001,0,0,996839036,IBZ2026,2026-12-01,2025-10-20,2025-10-20T23:11:16Z,3.134999999999991
2027-01-27,NA,2025-10-20,96.885,96.855,NA,0,NA,NA,NA,NA,NA,NA,96.86,0,0,1004041830,IBF2027,2027-01-01,2025-10-20,2025-10-20T23:11:16Z,NA
2027-02-24,NA,2025-10-20,96.88,96.85000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.85000000000001,0,0,1010033436,IBG2027,2027-02-01,2025-10-20,2025-10-20T23:11:16Z,NA
2027-03-29,NA,2025-10-20,96.875,96.845,NA,0,NA,NA,NA,NA,NA,NA,96.845,0,0,1016946091,IBH2027,2027-03-01,2025-10-20,2025-10-20T23:11:16Z,NA
