date,cash_rate,scrape_date,scrape_time
2025-07-01,3.8400000000000034,2025-07-25,2025-07-27T05:01:59Z
2025-08-01,3.694999999999993,2025-07-25,2025-07-27T05:01:59Z
2025-09-01,3.605000000000004,2025-07-25,2025-07-27T05:01:59Z
2025-10-01,3.489999999999995,2025-07-25,2025-07-27T05:01:59Z
2025-11-01,3.355000000000004,2025-07-25,2025-07-27T05:01:59Z
2025-12-01,3.269999999999996,2025-07-25,2025-07-27T05:01:59Z
2026-01-01,3.0549999999999926,2025-07-25,2025-07-27T05:01:59Z
2026-02-01,2.9599999999999937,2025-07-25,2025-07-27T05:01:59Z
2026-03-01,3.049999999999997,2025-07-25,2025-07-27T05:01:59Z
2026-04-01,3.1400000000000006,2025-07-25,2025-07-27T05:01:59Z
2026-05-01,3.1200000000000045,2025-07-25,2025-07-27T05:01:59Z
2026-06-01,3.0249999999999915,2025-07-25,2025-07-27T05:01:59Z
2026-07-01,3.105000000000004,2025-07-25,2025-07-27T05:01:59Z
2026-08-01,3.0999999999999943,2025-07-25,2025-07-27T05:01:59Z
2026-09-01,3.0999999999999943,2025-07-25,2025-07-27T05:01:59Z
2026-10-01,3.105000000000004,2025-07-25,2025-07-27T05:01:59Z
2026-11-01,3.114999999999995,2025-07-25,2025-07-27T05:01:59Z
2026-12-01,3.125,2025-07-25,2025-07-27T05:01:59Z
