dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-22,2025-10-22,96.405,96.4,0,0,0,0,96.405,97.09,96.405,96.405,96.405,5,5,881982000,IBV2025,2025-10-01,2025-10-22,2025-10-22T23:10:24Z,3.594999999999999
2025-11-26,2025-10-22,2025-10-22,96.55,96.54,-0.01999999999999602,-0.020711437891571503,0,0,96.545,97.125,96.48,96.545,96.545,701,701,888966960,IBX2025,2025-11-01,2025-10-22,2025-10-22T23:10:24Z,3.4549999999999983
2025-12-29,2025-10-22,2025-10-22,96.62,96.605,-0.024999999999991473,-0.025871882438157377,-0.01,-0.01,96.605,97.19,96.51,96.605,96.61500000000001,1,1,895208763,IBZ2025,2025-12-01,2025-10-22,2025-10-22T23:10:24Z,3.394999999999996
2026-01-28,2025-10-22,2025-10-22,96.645,96.62,-0.030000000000001137,-0.031035017845136435,-0.01,-0.01,96.635,97.105,96.63,96.635,96.63,7,7,919010878,IBF2026,2026-01-01,2025-10-22,2025-10-22T23:10:24Z,3.364999999999995
2026-02-25,2025-10-21,2025-10-22,96.75,96.72500000000001,-0.01999999999999602,-0.02066969822240184,0.005,0.005,96.74000000000001,97.065,96.735,96.74000000000001,96.735,7,7,928464846,IBG2026,2026-02-01,2025-10-22,2025-10-22T23:10:24Z,3.2650000000000006
2026-03-29,2025-10-10,2025-10-22,96.78,96.755,-0.16499999999999204,-0.1705073886535001,-0.01,-0.01,96.605,97.105,96.605,96.605,96.765,0,0,935346173,IBH2026,2026-03-01,2025-10-22,2025-10-22T23:10:24Z,3.2349999999999994
2026-04-28,2025-10-01,2025-10-22,96.805,96.775,-0.15000000000000568,-0.15497468746771947,-0.01,-0.01,96.64,96.925,96.635,96.64,96.79,0,0,941648808,IBJ2026,2026-04-01,2025-10-22,2025-10-22T23:10:24Z,3.2099999999999937
2026-05-27,2025-10-14,2025-10-22,96.87,96.84,-0.12999999999999545,-0.1342420487401853,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.855,0,0,949242588,IBK2026,2026-05-01,2025-10-22,2025-10-22T23:10:24Z,3.144999999999996
2026-06-28,2025-07-21,2025-10-22,96.885,96.855,0.1250000000000142,0.12906556530719074,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.86500000000001,0,0,955528239,IBM2026,2026-06-01,2025-10-22,2025-10-22T23:10:24Z,3.134999999999991
2026-07-29,NA,2025-10-22,96.885,96.855,NA,0,NA,NA,NA,NA,NA,NA,96.87,0,0,962344067,IBN2026,2026-07-01,2025-10-22,2025-10-22T23:10:24Z,NA
2026-08-29,NA,2025-10-22,96.89,96.86,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,969160575,IBQ2026,2026-08-01,2025-10-22,2025-10-22T23:10:24Z,NA
2026-09-28,2025-10-16,2025-10-22,96.89,96.86,-0.015000000000000568,-0.01548706829797178,-0.015,-0.015,96.84,96.84,96.84,96.84,96.875,0,0,976225343,IBU2026,2026-09-01,2025-10-22,2025-10-22T23:10:24Z,3.125
2026-10-28,NA,2025-10-22,96.89,96.86,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,983956682,IBV2026,2026-10-01,2025-10-22,2025-10-22T23:10:24Z,NA
2026-11-28,NA,2025-10-22,96.885,96.855,NA,0,NA,NA,NA,NA,NA,NA,96.875,0,0,990482019,IBX2026,2026-11-01,2025-10-22,2025-10-22T23:10:24Z,NA
2026-12-29,2025-10-16,2025-10-22,96.88,96.85000000000001,-0.0049999999999954525,-0.005162889152765194,-0.005,-0.005,96.84,96.84,96.84,96.84,96.86500000000001,0,0,996839036,IBZ2026,2026-12-01,2025-10-22,2025-10-22T23:10:24Z,3.134999999999991
2027-01-27,NA,2025-10-22,96.875,96.845,NA,0,NA,NA,NA,NA,NA,NA,96.86,0,0,1004041830,IBF2027,2027-01-01,2025-10-22,2025-10-22T23:10:24Z,NA
2027-02-24,NA,2025-10-22,96.87,96.84,NA,0,NA,NA,NA,NA,NA,NA,96.855,0,0,1010033436,IBG2027,2027-02-01,2025-10-22,2025-10-22T23:10:24Z,NA
2027-03-29,NA,2025-10-22,96.86500000000001,96.83500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.85000000000001,0,0,1016946091,IBH2027,2027-03-01,2025-10-22,2025-10-22T23:10:24Z,NA
