dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-06,2025-11-06,96.405,96.4,-0.0049999999999954525,-0.00518618400580381,0,0,96.405,97.125,96.4,96.405,96.405,21,21,888966960,IBX2025,2025-11-01,2025-11-06,2025-11-07T01:47:04Z,3.594999999999999
2025-12-29,2025-11-07,2025-11-06,96.43,96.425,-0.005000000000009663,-0.005185108368774928,0,0,96.425,97.19,96.415,96.425,96.425,155,155,895208763,IBZ2025,2025-12-01,2025-11-06,2025-11-07T01:47:04Z,3.575000000000003
2026-01-28,2025-11-06,2025-11-06,96.44500000000001,96.43,-0.009999999999990905,-0.010368603867479812,0,0,96.435,97.105,96.435,96.435,96.435,50,50,919010878,IBF2026,2026-01-01,2025-11-06,2025-11-07T01:47:04Z,3.5649999999999977
2026-02-25,2025-11-06,2025-11-06,96.505,96.49000000000001,-0.015000000000000568,-0.01554082055532591,0.005,0.005,96.505,97.065,96.47,96.505,96.485,26,26,928464846,IBG2026,2026-02-01,2025-11-06,2025-11-07T01:47:04Z,3.4950000000000045
2026-03-29,2025-11-06,2025-11-06,96.53,96.51,-0.030000000000001137,-0.03107359262520186,0,0,96.515,97.105,96.48,96.515,96.52,40,40,935346173,IBH2026,2026-03-01,2025-11-06,2025-11-07T01:47:04Z,3.4849999999999994
2026-04-28,2025-11-06,2025-11-06,96.55,96.53,-0.044999999999987494,-0.04659832246037848,-0.01,-0.01,96.525,96.925,96.525,96.525,96.53,5,5,941648808,IBJ2026,2026-04-01,2025-11-06,2025-11-07T01:47:04Z,3.4749999999999943
2026-05-27,2025-10-30,2025-11-06,96.61500000000001,96.58500000000001,-0.024999999999991473,-0.025873221216032572,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.58,0,0,949242588,IBK2026,2026-05-01,2025-11-06,2025-11-07T01:47:04Z,3.4200000000000017
2026-06-28,2025-07-21,2025-11-06,96.625,96.595,0.33500000000000796,0.34664735099338573,NA,NA,96.97500000000001,96.97500000000001,96.97500000000001,96.97500000000001,96.59,0,0,955528239,IBM2026,2026-06-01,2025-11-06,2025-11-07T01:47:04Z,3.4099999999999966
2026-07-29,NA,2025-11-06,96.63,96.60000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.595,0,0,962344067,IBN2026,2026-07-01,2025-11-06,2025-11-07T01:47:04Z,NA
2026-08-29,NA,2025-11-06,96.635,96.605,NA,0,NA,NA,NA,NA,NA,NA,96.605,0,0,969160575,IBQ2026,2026-08-01,2025-11-06,2025-11-07T01:47:04Z,NA
2026-09-28,2025-11-04,2025-11-06,96.64,96.61,-0.060000000000002274,-0.06207966890843484,-0.02,-0.021,96.59,96.86500000000001,96.59,96.59,96.61,0,0,976225343,IBU2026,2026-09-01,2025-11-06,2025-11-07T01:47:04Z,3.3900000000000006
2026-10-28,2025-11-04,2025-11-06,96.64,96.61,-0.07000000000000739,-0.07242628039317887,-0.035,-0.036000000000000004,96.58,96.86500000000001,96.58,96.58,96.605,0,0,983956682,IBV2026,2026-10-01,2025-11-06,2025-11-07T01:47:04Z,3.394999999999996
2026-11-28,2025-11-04,2025-11-06,96.64,96.61,-0.06499999999999773,-0.0672564540327981,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.60000000000001,0,0,990482019,IBX2026,2026-11-01,2025-11-06,2025-11-07T01:47:04Z,3.3999999999999915
2026-12-29,2025-11-04,2025-11-06,96.63,96.60000000000001,-0.07500000000000284,-0.07761163139649489,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.59,0,0,996839036,IBZ2026,2026-12-01,2025-11-06,2025-11-07T01:47:04Z,3.4099999999999966
2027-01-27,NA,2025-11-06,96.625,96.595,NA,0,NA,NA,NA,NA,NA,NA,96.59,0,0,1004041830,IBF2027,2027-01-01,2025-11-06,2025-11-07T01:47:04Z,NA
2027-02-24,NA,2025-11-06,96.61,96.58,NA,0,NA,NA,NA,NA,NA,NA,96.575,0,0,1010033436,IBG2027,2027-02-01,2025-11-06,2025-11-07T01:47:04Z,NA
2027-03-29,NA,2025-11-06,96.605,96.575,NA,0,NA,NA,NA,NA,NA,NA,96.57000000000001,0,0,1016946091,IBH2027,2027-03-01,2025-11-06,2025-11-07T01:47:04Z,NA
2027-04-28,NA,2025-11-06,96.595,96.565,NA,0,NA,NA,NA,NA,NA,NA,96.56,0,0,1026315950,IBJ2027,2027-04-01,2025-11-06,2025-11-07T01:47:04Z,NA
