dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-07,2025-11-07,96.405,96.4,-0.009999999999990905,-0.01037236801160762,-0.005,-0.005,96.4,97.125,96.4,96.4,96.405,5,5,888966960,IBX2025,2025-11-01,2025-11-07,2025-11-09T04:16:37Z,3.5999999999999943
2025-12-29,2025-11-07,2025-11-07,96.435,96.43,0,0,0,0,96.43,97.19,96.415,96.43,96.43,65,65,895208763,IBZ2025,2025-12-01,2025-11-07,2025-11-09T04:16:37Z,3.569999999999993
2026-01-28,2025-11-06,2025-11-07,96.44,96.43,-0.009999999999990905,-0.010368603867479812,0,0,96.435,97.105,96.435,96.435,96.44,0,0,919010878,IBF2026,2026-01-01,2025-11-07,2025-11-09T04:16:37Z,3.5600000000000023
2026-02-25,2025-11-07,2025-11-07,NA,96.485,-0.024999999999991473,-0.025901367592200037,0.01,0.01,96.495,97.065,96.47,96.495,96.5,20,20,928464846,IBG2026,2026-02-01,2025-11-07,2025-11-09T04:16:37Z,3.5049999999999955
2026-03-29,2025-11-07,2025-11-07,96.57000000000001,96.46000000000001,-0.01999999999999602,-0.020715728416796333,0.005,0.005,96.525,97.105,96.48,96.525,96.51,20,20,935346173,IBH2026,2026-03-01,2025-11-07,2025-11-09T04:16:37Z,3.4749999999999943
2026-04-28,2025-11-06,2025-11-07,96.57000000000001,96.46000000000001,-0.044999999999987494,-0.04659832246037848,-0.01,-0.01,96.525,96.925,96.525,96.525,96.52,0,0,941648808,IBJ2026,2026-04-01,2025-11-07,2025-11-09T04:16:37Z,3.480000000000004
2026-05-27,2025-10-30,2025-11-07,NA,NA,-0.024999999999991473,-0.025873221216032572,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.58500000000001,0,0,949242588,IBK2026,2026-05-01,2025-11-07,2025-11-09T04:16:37Z,3.414999999999992
2026-06-28,2025-07-21,2025-11-07,NA,NA,0.33500000000000796,0.34664735099338573,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.60000000000001,0,0,955528239,IBM2026,2026-06-01,2025-11-07,2025-11-09T04:16:37Z,3.3999999999999915
2026-07-29,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.605,0,0,962344067,IBN2026,2026-07-01,2025-11-07,2025-11-09T04:16:37Z,NA
2026-08-29,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.61,0,0,969160575,IBQ2026,2026-08-01,2025-11-07,2025-11-09T04:16:37Z,NA
2026-09-28,2025-11-04,2025-11-07,NA,NA,-0.060000000000002274,-0.06207966890843484,-0.02,-0.021,96.59,96.86500000000001,96.59,96.59,96.61500000000001,0,0,976225343,IBU2026,2026-09-01,2025-11-07,2025-11-09T04:16:37Z,3.384999999999991
2026-10-28,2025-11-04,2025-11-07,NA,NA,-0.07000000000000739,-0.07242628039317887,-0.035,-0.036000000000000004,96.58,96.86500000000001,96.58,96.58,96.61,0,0,983956682,IBV2026,2026-10-01,2025-11-07,2025-11-09T04:16:37Z,3.3900000000000006
2026-11-28,2025-11-04,2025-11-07,NA,NA,-0.06499999999999773,-0.0672564540327981,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.605,0,0,990482019,IBX2026,2026-11-01,2025-11-07,2025-11-09T04:16:37Z,3.394999999999996
2026-12-29,2025-11-04,2025-11-07,NA,NA,-0.07500000000000284,-0.07761163139649489,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.60000000000001,0,0,996839036,IBZ2026,2026-12-01,2025-11-07,2025-11-09T04:16:37Z,3.3999999999999915
2027-01-27,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.595,0,0,1004041830,IBF2027,2027-01-01,2025-11-07,2025-11-09T04:16:37Z,NA
2027-02-24,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.58,0,0,1010033436,IBG2027,2027-02-01,2025-11-07,2025-11-09T04:16:37Z,NA
2027-03-29,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.575,0,0,1016946091,IBH2027,2027-03-01,2025-11-07,2025-11-09T04:16:37Z,NA
2027-04-28,NA,2025-11-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.565,0,0,1026315950,IBJ2027,2027-04-01,2025-11-07,2025-11-09T04:16:37Z,NA
