date,cash_rate,scrape_date,scrape_time
2023-12-01,4.314999999999998,2023-12-28,2023-12-28T12:00:00Z
2024-01-01,4.314999999999998,2023-12-28,2023-12-28T12:00:00Z
2024-02-01,4.334999999999994,2023-12-28,2023-12-28T12:00:00Z
2024-03-01,4.314999999999998,2023-12-28,2023-12-28T12:00:00Z
2024-04-01,4.265000000000001,2023-12-28,2023-12-28T12:00:00Z
2024-05-01,4.159999999999997,2023-12-28,2023-12-28T12:00:00Z
2024-06-01,4.099999999999994,2023-12-28,2023-12-28T12:00:00Z
2024-07-01,4.0249999999999915,2023-12-28,2023-12-28T12:00:00Z
2024-08-01,3.9200000000000017,2023-12-28,2023-12-28T12:00:00Z
2024-09-01,3.879999999999995,2023-12-28,2023-12-28T12:00:00Z
2024-10-01,3.8100000000000023,2023-12-28,2023-12-28T12:00:00Z
2024-11-01,3.75,2023-12-28,2023-12-28T12:00:00Z
2024-12-01,3.6850000000000023,2023-12-28,2023-12-28T12:00:00Z
2025-01-01,3.6599999999999966,2023-12-28,2023-12-28T12:00:00Z
2025-02-01,3.609999999999999,2023-12-28,2023-12-28T12:00:00Z
2025-03-01,3.575000000000003,2023-12-28,2023-12-28T12:00:00Z
2025-04-01,3.539999999999992,2023-12-28,2023-12-28T12:00:00Z
2025-05-01,3.4950000000000045,2023-12-28,2023-12-28T12:00:00Z
