date,cash_rate,scrape_date,scrape_time
2025-04-01,4.075000000000003,2025-04-04,2025-04-04T12:00:00Z
2025-05-01,3.9650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-06-01,3.780000000000001,2025-04-04,2025-04-04T12:00:00Z
2025-07-01,3.6599999999999966,2025-04-04,2025-04-04T12:00:00Z
2025-08-01,3.4650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-09-01,3.3299999999999983,2025-04-04,2025-04-04T12:00:00Z
2025-10-01,3.234999999999999,2025-04-04,2025-04-04T12:00:00Z
2025-11-01,3.125,2025-04-04,2025-04-04T12:00:00Z
2025-12-01,3.0799999999999983,2025-04-04,2025-04-04T12:00:00Z
2026-01-01,3.0649999999999977,2025-04-04,2025-04-04T12:00:00Z
2026-02-01,3.019999999999996,2025-04-04,2025-04-04T12:00:00Z
2026-03-01,3,2025-04-04,2025-04-04T12:00:00Z
2026-04-01,2.984999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-05-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-06-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-07-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-08-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
2026-09-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
2025-04-01,4.075000000000003,2025-04-04,2025-04-04T12:00:00Z
2025-05-01,3.9650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-06-01,3.780000000000001,2025-04-04,2025-04-04T12:00:00Z
2025-07-01,3.6599999999999966,2025-04-04,2025-04-04T12:00:00Z
2025-08-01,3.4650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-09-01,3.3299999999999983,2025-04-04,2025-04-04T12:00:00Z
2025-10-01,3.234999999999999,2025-04-04,2025-04-04T12:00:00Z
2025-11-01,3.125,2025-04-04,2025-04-04T12:00:00Z
2025-12-01,3.0799999999999983,2025-04-04,2025-04-04T12:00:00Z
2026-01-01,3.0649999999999977,2025-04-04,2025-04-04T12:00:00Z
2026-02-01,3.019999999999996,2025-04-04,2025-04-04T12:00:00Z
2026-03-01,3,2025-04-04,2025-04-04T12:00:00Z
2026-04-01,2.984999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-05-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-06-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-07-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-08-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
2026-09-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
2025-04-01,4.075000000000003,2025-04-04,2025-04-04T12:00:00Z
2025-05-01,3.9650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-06-01,3.780000000000001,2025-04-04,2025-04-04T12:00:00Z
2025-07-01,3.6599999999999966,2025-04-04,2025-04-04T12:00:00Z
2025-08-01,3.4650000000000034,2025-04-04,2025-04-04T12:00:00Z
2025-09-01,3.3299999999999983,2025-04-04,2025-04-04T12:00:00Z
2025-10-01,3.234999999999999,2025-04-04,2025-04-04T12:00:00Z
2025-11-01,3.125,2025-04-04,2025-04-04T12:00:00Z
2025-12-01,3.0799999999999983,2025-04-04,2025-04-04T12:00:00Z
2026-01-01,3.0649999999999977,2025-04-04,2025-04-04T12:00:00Z
2026-02-01,3.019999999999996,2025-04-04,2025-04-04T12:00:00Z
2026-03-01,3,2025-04-04,2025-04-04T12:00:00Z
2026-04-01,2.984999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-05-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-06-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-07-01,2.969999999999999,2025-04-04,2025-04-04T12:00:00Z
2026-08-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
2026-09-01,2.9749999999999943,2025-04-04,2025-04-04T12:00:00Z
