date,cash_rate,scrape_date,scrape_time
2024-08-01,4.329999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-09-01,4.319999999999993,2024-08-09,2024-08-09T12:00:00Z
2024-10-01,4.280000000000001,2024-08-09,2024-08-09T12:00:00Z
2024-11-01,4.204999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-12-01,4.114999999999995,2024-08-09,2024-08-09T12:00:00Z
2025-01-01,4.079999999999998,2024-08-09,2024-08-09T12:00:00Z
2025-02-01,4.030000000000001,2024-08-09,2024-08-09T12:00:00Z
2025-03-01,3.9350000000000023,2024-08-09,2024-08-09T12:00:00Z
2025-04-01,3.8149999999999977,2024-08-09,2024-08-09T12:00:00Z
2025-05-01,3.759999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-06-01,3.6700000000000017,2024-08-09,2024-08-09T12:00:00Z
2025-07-01,3.649999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-08-01,3.5999999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-09-01,3.569999999999993,2024-08-09,2024-08-09T12:00:00Z
2025-10-01,3.519999999999996,2024-08-09,2024-08-09T12:00:00Z
2025-11-01,3.4749999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-12-01,3.444999999999993,2024-08-09,2024-08-09T12:00:00Z
2026-01-01,3.4350000000000023,2024-08-09,2024-08-09T12:00:00Z
2024-08-01,4.329999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-09-01,4.319999999999993,2024-08-09,2024-08-09T12:00:00Z
2024-10-01,4.280000000000001,2024-08-09,2024-08-09T12:00:00Z
2024-11-01,4.204999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-12-01,4.114999999999995,2024-08-09,2024-08-09T12:00:00Z
2025-01-01,4.079999999999998,2024-08-09,2024-08-09T12:00:00Z
2025-02-01,4.030000000000001,2024-08-09,2024-08-09T12:00:00Z
2025-03-01,3.9350000000000023,2024-08-09,2024-08-09T12:00:00Z
2025-04-01,3.8149999999999977,2024-08-09,2024-08-09T12:00:00Z
2025-05-01,3.759999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-06-01,3.6700000000000017,2024-08-09,2024-08-09T12:00:00Z
2025-07-01,3.649999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-08-01,3.5999999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-09-01,3.569999999999993,2024-08-09,2024-08-09T12:00:00Z
2025-10-01,3.519999999999996,2024-08-09,2024-08-09T12:00:00Z
2025-11-01,3.4749999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-12-01,3.444999999999993,2024-08-09,2024-08-09T12:00:00Z
2026-01-01,3.4350000000000023,2024-08-09,2024-08-09T12:00:00Z
2024-08-01,4.329999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-09-01,4.319999999999993,2024-08-09,2024-08-09T12:00:00Z
2024-10-01,4.280000000000001,2024-08-09,2024-08-09T12:00:00Z
2024-11-01,4.204999999999998,2024-08-09,2024-08-09T12:00:00Z
2024-12-01,4.114999999999995,2024-08-09,2024-08-09T12:00:00Z
2025-01-01,4.079999999999998,2024-08-09,2024-08-09T12:00:00Z
2025-02-01,4.030000000000001,2024-08-09,2024-08-09T12:00:00Z
2025-03-01,3.9350000000000023,2024-08-09,2024-08-09T12:00:00Z
2025-04-01,3.8149999999999977,2024-08-09,2024-08-09T12:00:00Z
2025-05-01,3.759999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-06-01,3.6700000000000017,2024-08-09,2024-08-09T12:00:00Z
2025-07-01,3.649999999999991,2024-08-09,2024-08-09T12:00:00Z
2025-08-01,3.5999999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-09-01,3.569999999999993,2024-08-09,2024-08-09T12:00:00Z
2025-10-01,3.519999999999996,2024-08-09,2024-08-09T12:00:00Z
2025-11-01,3.4749999999999943,2024-08-09,2024-08-09T12:00:00Z
2025-12-01,3.444999999999993,2024-08-09,2024-08-09T12:00:00Z
2026-01-01,3.4350000000000023,2024-08-09,2024-08-09T12:00:00Z
