days_to_meeting,finalrmse,source
936,0.9904155671024124,interpolated
937,0.9908037925052168,interpolated
938,0.9911920179080211,interpolated
939,0.9915802433108254,interpolated
940,0.9919684687136298,interpolated
941,0.9923566941164341,interpolated
942,0.9927449195192384,interpolated
943,0.9931331449220427,interpolated
944,0.9935213703248471,interpolated
945,0.9939095957276515,interpolated
946,0.9942978211304557,interpolated
947,0.9946860465332601,interpolated
948,0.9950742719360645,interpolated
949,0.9954624973388687,interpolated
950,0.9958507227416731,interpolated
951,0.9962389481444774,interpolated
952,0.9966271735472817,interpolated
953,0.9970153989500861,interpolated
954,0.9974036243528904,interpolated
955,0.9977918497556948,interpolated
956,0.998180075158499,interpolated
957,0.9985683005613034,interpolated
958,0.9989565259641078,interpolated
959,0.999344751366912,interpolated
960,0.9997329767697164,interpolated
961,1.0001212021725208,interpolated
962,1.000509427575325,interpolated
963,1.0008976529781295,interpolated
964,1.0012858783809337,interpolated
965,1.001674103783738,interpolated
966,1.0020623291865425,interpolated
967,1.0024505545893467,interpolated
968,1.002838779992151,interpolated
969,1.0032270053949555,interpolated
970,1.0036152307977597,interpolated
971,1.004003456200564,interpolated
972,1.0043916816033684,interpolated
973,1.0047799070061727,interpolated
974,1.005168132408977,interpolated
975,1.0055563578117814,interpolated
976,1.0059445832145857,interpolated
977,1.0063328086173902,interpolated
978,1.0067210340201944,interpolated
979,1.0071092594229987,interpolated
980,1.0074974848258031,interpolated
981,1.0078857102286074,interpolated
982,1.0082739356314117,interpolated
983,1.0086621610342161,interpolated
984,1.0090503864370204,interpolated
985,1.0094386118398246,interpolated
986,1.0098268372426291,interpolated
987,1.0102150626454334,interpolated
988,1.0106032880482376,interpolated
989,1.010991513451042,interpolated
990,1.0113797388538464,interpolated
991,1.0117679642566506,interpolated
992,1.012156189659455,interpolated
993,1.0125444150622593,interpolated
994,1.0129326404650636,interpolated
995,1.013320865867868,interpolated
996,1.0137090912706723,interpolated
997,1.0140973166734768,interpolated
998,1.014485542076281,interpolated
999,1.0148737674790853,interpolated
1000,1.0152619928818898,interpolated
1001,1.015650218284694,interpolated
1002,1.0160384436874983,interpolated
1003,1.0164266690903028,interpolated
1004,1.016814894493107,quarterly_anchor
1005,1.0171668141715984,interpolated
1006,1.01751873385009,interpolated
1007,1.0178706535285813,interpolated
1008,1.0182225732070729,interpolated
1009,1.0185744928855642,interpolated
1010,1.0189264125640556,interpolated
1011,1.0192783322425472,interpolated
1012,1.0196302519210385,interpolated
1013,1.01998217159953,interpolated
1014,1.0203340912780214,interpolated
1015,1.0206860109565128,interpolated
1016,1.0210379306350044,interpolated
1017,1.0213898503134957,interpolated
1018,1.0217417699919873,interpolated
1019,1.0220936896704786,interpolated
1020,1.0224456093489702,interpolated
1021,1.0227975290274616,interpolated
1022,1.023149448705953,interpolated
1023,1.0235013683844445,interpolated
1024,1.0238532880629359,interpolated
1025,1.0242052077414274,interpolated
1026,1.0245571274199188,interpolated
1027,1.0249090470984101,interpolated
1028,1.0252609667769017,interpolated
1029,1.025612886455393,interpolated
1030,1.0259648061338846,interpolated
1031,1.026316725812376,interpolated
1032,1.0266686454908673,interpolated
1033,1.027020565169359,interpolated
1034,1.0273724848478503,interpolated
1035,1.0277244045263418,interpolated
1036,1.0280763242048332,interpolated
1037,1.0284282438833245,interpolated
1038,1.0287801635618161,interpolated
1039,1.0291320832403075,interpolated
1040,1.029484002918799,interpolated
1041,1.0298359225972904,interpolated
1042,1.0301878422757818,interpolated
1043,1.0305397619542733,interpolated
1044,1.0308916816327647,interpolated
1045,1.0312436013112563,interpolated
1046,1.0315955209897476,interpolated
1047,1.031947440668239,interpolated
1048,1.0322993603467305,interpolated
1049,1.0326512800252219,interpolated
1050,1.0330031997037135,interpolated
1051,1.0333551193822048,interpolated
1052,1.0337070390606964,interpolated
1053,1.0340589587391877,interpolated
1054,1.034410878417679,interpolated
1055,1.0347627980961707,interpolated
1056,1.035114717774662,interpolated
1057,1.0354666374531536,interpolated
1058,1.035818557131645,interpolated
1059,1.0361704768101363,interpolated
1060,1.0365223964886279,interpolated
1061,1.0368743161671192,interpolated
1062,1.0372262358456108,interpolated
1063,1.0375781555241022,interpolated
1064,1.0379300752025935,interpolated
1065,1.038281994881085,interpolated
1066,1.0386339145595764,interpolated
1067,1.038985834238068,interpolated
1068,1.0393377539165594,interpolated
1069,1.0396896735950507,interpolated
1070,1.0400415932735423,interpolated
1071,1.0403935129520336,interpolated
1072,1.0407454326305252,interpolated
1073,1.0410973523090166,interpolated
1074,1.041449271987508,interpolated
1075,1.0418011916659995,interpolated
1076,1.0421531113444908,interpolated
1077,1.0425050310229824,interpolated
1078,1.0428569507014738,interpolated
1079,1.0432088703799651,interpolated
1080,1.0435607900584567,interpolated
1081,1.043912709736948,interpolated
1082,1.0442646294154396,interpolated
1083,1.044616549093931,interpolated
1084,1.0449684687724226,interpolated
1085,1.045320388450914,interpolated
1086,1.0456723081294053,interpolated
1087,1.0460242278078968,interpolated
1088,1.0463761474863882,interpolated
1089,1.0467280671648798,interpolated
1090,1.0470799868433711,interpolated
1091,1.0474319065218625,interpolated
1092,1.047783826200354,interpolated
1093,1.0481357458788454,interpolated
1094,1.048487665557337,interpolated
1095,1.0488395852358283,quarterly_anchor
1096,1.049158462822041,interpolated
1097,1.0494773404082536,interpolated
1098,1.0497962179944662,interpolated
1099,1.0501150955806788,interpolated
1100,1.0504339731668915,interpolated
1101,1.050752850753104,interpolated
1102,1.0510717283393167,interpolated
1103,1.0513906059255294,interpolated
1104,1.051709483511742,interpolated
1105,1.0520283610979546,interpolated
1106,1.0523472386841672,interpolated
1107,1.0526661162703799,interpolated
1108,1.0529849938565925,interpolated
1109,1.0533038714428051,interpolated
1110,1.0536227490290178,interpolated
1111,1.0539416266152304,interpolated
1112,1.054260504201443,interpolated
1113,1.0545793817876556,interpolated
1114,1.0548982593738683,interpolated
1115,1.055217136960081,interpolated
1116,1.0555360145462935,interpolated
1117,1.0558548921325062,interpolated
1118,1.0561737697187188,interpolated
1119,1.0564926473049314,interpolated
1120,1.056811524891144,interpolated
1121,1.0571304024773567,interpolated
1122,1.0574492800635693,interpolated
1123,1.057768157649782,interpolated
1124,1.0580870352359946,interpolated
1125,1.0584059128222072,interpolated
1126,1.0587247904084198,interpolated
1127,1.0590436679946325,interpolated
1128,1.059362545580845,interpolated
1129,1.0596814231670577,interpolated
1130,1.0600003007532703,interpolated
1131,1.060319178339483,interpolated
1132,1.0606380559256956,interpolated
1133,1.0609569335119082,interpolated
1134,1.0612758110981209,interpolated
1135,1.0615946886843335,interpolated
1136,1.0619135662705461,interpolated
1137,1.0622324438567587,interpolated
1138,1.0625513214429714,interpolated
1139,1.062870199029184,interpolated
1140,1.0631890766153966,interpolated
1141,1.063507954201609,interpolated
1142,1.0638268317878217,interpolated
1143,1.0641457093740343,interpolated
1144,1.064464586960247,interpolated
1145,1.0647834645464596,interpolated
1146,1.0651023421326722,interpolated
1147,1.0654212197188848,interpolated
1148,1.0657400973050974,interpolated
1149,1.06605897489131,interpolated
1150,1.0663778524775227,interpolated
1151,1.0666967300637353,interpolated
1152,1.067015607649948,interpolated
1153,1.0673344852361606,interpolated
1154,1.0676533628223732,interpolated
1155,1.0679722404085858,interpolated
1156,1.0682911179947985,interpolated
1157,1.068609995581011,interpolated
1158,1.0689288731672237,interpolated
1159,1.0692477507534364,interpolated
1160,1.069566628339649,interpolated
1161,1.0698855059258616,interpolated
1162,1.0702043835120743,interpolated
1163,1.0705232610982869,interpolated
1164,1.0708421386844995,interpolated
1165,1.0711610162707121,interpolated
1166,1.0714798938569248,interpolated
1167,1.0717987714431374,interpolated
1168,1.07211764902935,interpolated
1169,1.0724365266155627,interpolated
1170,1.0727554042017753,interpolated
1171,1.073074281787988,interpolated
1172,1.0733931593742005,interpolated
1173,1.0737120369604132,interpolated
1174,1.0740309145466258,interpolated
1175,1.0743497921328384,interpolated
1176,1.074668669719051,interpolated
1177,1.0749875473052637,interpolated
1178,1.0753064248914763,interpolated
1179,1.075625302477689,interpolated
1180,1.0759441800639016,interpolated
1181,1.0762630576501142,interpolated
1182,1.0765819352363268,interpolated
1183,1.0769008128225395,interpolated
1184,1.077219690408752,interpolated
1185,1.0775385679949647,interpolated
1186,1.0778574455811774,quarterly_anchor
1187,1.0781429202466877,interpolated
1188,1.0784283949121982,interpolated
1189,1.0787138695777085,interpolated
1190,1.078999344243219,interpolated
1191,1.0792848189087294,interpolated
1192,1.07957029357424,interpolated
1193,1.0798557682397503,interpolated
1194,1.0801412429052608,interpolated
1195,1.0804267175707711,interpolated
1196,1.0807121922362817,interpolated
1197,1.080997666901792,interpolated
1198,1.0812831415673025,interpolated
1199,1.0815686162328129,interpolated
1200,1.0818540908983234,interpolated
1201,1.0821395655638337,interpolated
1202,1.0824250402293443,interpolated
1203,1.0827105148948546,interpolated
1204,1.0829959895603651,interpolated
1205,1.0832814642258755,interpolated
1206,1.083566938891386,interpolated
1207,1.0838524135568963,interpolated
1208,1.0841378882224069,interpolated
1209,1.0844233628879172,interpolated
1210,1.0847088375534275,interpolated
1211,1.084994312218938,interpolated
1212,1.0852797868844484,interpolated
1213,1.085565261549959,interpolated
1214,1.0858507362154692,interpolated
1215,1.0861362108809798,interpolated
1216,1.08642168554649,interpolated
1217,1.0867071602120006,interpolated
1218,1.086992634877511,interpolated
1219,1.0872781095430215,interpolated
1220,1.0875635842085318,interpolated
1221,1.0878490588740424,interpolated
1222,1.0881345335395527,interpolated
1223,1.0884200082050632,interpolated
1224,1.0887054828705736,interpolated
1225,1.088990957536084,interpolated
1226,1.0892764322015944,interpolated
1227,1.089561906867105,interpolated
1228,1.0898473815326153,interpolated
1229,1.0901328561981258,interpolated
1230,1.0904183308636362,interpolated
1231,1.0907038055291467,interpolated
1232,1.090989280194657,interpolated
1233,1.0912747548601673,interpolated
1234,1.0915602295256779,interpolated
1235,1.0918457041911882,interpolated
1236,1.0921311788566987,interpolated
1237,1.092416653522209,interpolated
1238,1.0927021281877196,interpolated
1239,1.09298760285323,interpolated
1240,1.0932730775187405,interpolated
1241,1.0935585521842508,interpolated
1242,1.0938440268497613,interpolated
1243,1.0941295015152717,interpolated
1244,1.0944149761807822,interpolated
1245,1.0947004508462925,interpolated
1246,1.094985925511803,interpolated
1247,1.0952714001773134,interpolated
1248,1.095556874842824,interpolated
1249,1.0958423495083343,interpolated
1250,1.0961278241738448,interpolated
1251,1.0964132988393551,interpolated
1252,1.0966987735048657,interpolated
1253,1.096984248170376,interpolated
1254,1.0972697228358865,interpolated
1255,1.0975551975013969,interpolated
1256,1.0978406721669072,interpolated
1257,1.0981261468324177,interpolated
1258,1.098411621497928,interpolated
1259,1.0986970961634386,interpolated
1260,1.098982570828949,interpolated
1261,1.0992680454944594,interpolated
1262,1.0995535201599698,interpolated
1263,1.0998389948254803,interpolated
1264,1.1001244694909906,interpolated
1265,1.1004099441565012,interpolated
1266,1.1006954188220115,interpolated
1267,1.100980893487522,interpolated
1268,1.1012663681530324,interpolated
1269,1.101551842818543,interpolated
1270,1.1018373174840532,interpolated
1271,1.1021227921495638,interpolated
1272,1.102408266815074,interpolated
1273,1.1026937414805846,interpolated
1274,1.102979216146095,interpolated
1275,1.1032646908116055,interpolated
1276,1.1035501654771158,interpolated
1277,1.1038356401426264,interpolated
1278,1.1041211148081367,quarterly_anchor
1279,1.1043861085635711,interpolated
1280,1.1046511023190053,interpolated
1281,1.1049160960744397,interpolated
1282,1.1051810898298742,interpolated
1283,1.1054460835853084,interpolated
1284,1.1057110773407428,interpolated
1285,1.105976071096177,interpolated
1286,1.1062410648516114,interpolated
1287,1.1065060586070459,interpolated
1288,1.10677105236248,interpolated
1289,1.1070360461179145,interpolated
1290,1.107301039873349,interpolated
1291,1.1075660336287831,interpolated
1292,1.1078310273842176,interpolated
1293,1.108096021139652,interpolated
1294,1.1083610148950862,interpolated
1295,1.1086260086505206,interpolated
1296,1.1088910024059548,interpolated
1297,1.1091559961613893,interpolated
1298,1.1094209899168237,interpolated
1299,1.109685983672258,interpolated
1300,1.1099509774276923,interpolated
1301,1.1102159711831268,interpolated
1302,1.110480964938561,interpolated
1303,1.1107459586939954,interpolated
1304,1.1110109524494298,interpolated
1305,1.111275946204864,interpolated
1306,1.1115409399602985,interpolated
1307,1.1118059337157327,interpolated
1308,1.112070927471167,interpolated
1309,1.1123359212266015,interpolated
1310,1.1126009149820357,interpolated
1311,1.1128659087374702,interpolated
1312,1.1131309024929046,interpolated
1313,1.1133958962483388,interpolated
1314,1.1136608900037732,interpolated
1315,1.1139258837592076,interpolated
1316,1.1141908775146419,interpolated
1317,1.1144558712700763,interpolated
1318,1.1147208650255105,interpolated
1319,1.114985858780945,interpolated
1320,1.1152508525363793,interpolated
1321,1.1155158462918136,interpolated
1322,1.115780840047248,interpolated
1323,1.1160458338026824,interpolated
1324,1.1163108275581166,interpolated
1325,1.116575821313551,interpolated
1326,1.1168408150689855,interpolated
1327,1.1171058088244197,interpolated
1328,1.117370802579854,interpolated
1329,1.1176357963352885,interpolated
1330,1.1179007900907227,interpolated
1331,1.1181657838461572,interpolated
1332,1.1184307776015914,interpolated
1333,1.1186957713570258,interpolated
1334,1.1189607651124602,interpolated
1335,1.1192257588678944,interpolated
1336,1.1194907526233289,interpolated
1337,1.1197557463787633,interpolated
1338,1.1200207401341975,interpolated
1339,1.120285733889632,interpolated
1340,1.1205507276450664,interpolated
1341,1.1208157214005006,interpolated
1342,1.121080715155935,interpolated
1343,1.1213457089113692,interpolated
1344,1.1216107026668036,interpolated
1345,1.121875696422238,interpolated
1346,1.1221406901776723,interpolated
1347,1.1224056839331067,interpolated
1348,1.1226706776885411,interpolated
1349,1.1229356714439753,interpolated
1350,1.1232006651994098,interpolated
1351,1.1234656589548442,interpolated
1352,1.1237306527102784,interpolated
1353,1.1239956464657128,interpolated
1354,1.124260640221147,interpolated
1355,1.1245256339765815,interpolated
1356,1.1247906277320159,interpolated
1357,1.12505562148745,interpolated
1358,1.1253206152428845,interpolated
1359,1.125585608998319,interpolated
1360,1.1258506027537531,interpolated
1361,1.1261155965091876,interpolated
1362,1.126380590264622,interpolated
1363,1.1266455840200562,interpolated
1364,1.1269105777754906,interpolated
1365,1.1271755715309248,interpolated
1366,1.1274405652863593,interpolated
1367,1.1277055590417937,interpolated
1368,1.127970552797228,interpolated
1369,1.1282355465526623,quarterly_anchor
1370,1.128484216420302,interpolated
1371,1.1287328862879413,interpolated
1372,1.128981556155581,interpolated
1373,1.1292302260232203,interpolated
1374,1.12947889589086,interpolated
1375,1.1297275657584993,interpolated
1376,1.129976235626139,interpolated
1377,1.1302249054937785,interpolated
1378,1.130473575361418,interpolated
1379,1.1307222452290575,interpolated
1380,1.130970915096697,interpolated
1381,1.1312195849643365,interpolated
1382,1.131468254831976,interpolated
1383,1.1317169246996155,interpolated
1384,1.131965594567255,interpolated
1385,1.1322142644348945,interpolated
1386,1.132462934302534,interpolated
1387,1.1327116041701735,interpolated
1388,1.132960274037813,interpolated
1389,1.1332089439054527,interpolated
1390,1.133457613773092,interpolated
1391,1.1337062836407317,interpolated
1392,1.133954953508371,interpolated
1393,1.1342036233760107,interpolated
1394,1.1344522932436503,interpolated
1395,1.1347009631112897,interpolated
1396,1.1349496329789293,interpolated
1397,1.1351983028465686,interpolated
1398,1.1354469727142082,interpolated
1399,1.1356956425818476,interpolated
1400,1.1359443124494872,interpolated
1401,1.1361929823171268,interpolated
1402,1.1364416521847662,interpolated
1403,1.1366903220524058,interpolated
1404,1.1369389919200452,interpolated
1405,1.1371876617876848,interpolated
1406,1.1374363316553244,interpolated
1407,1.1376850015229638,interpolated
1408,1.1379336713906034,interpolated
1409,1.1381823412582428,interpolated
1410,1.1384310111258824,interpolated
1411,1.1386796809935218,interpolated
1412,1.1389283508611614,interpolated
1413,1.139177020728801,interpolated
1414,1.1394256905964404,interpolated
1415,1.13967436046408,interpolated
1416,1.1399230303317194,interpolated
1417,1.140171700199359,interpolated
1418,1.1404203700669986,interpolated
1419,1.140669039934638,interpolated
1420,1.1409177098022776,interpolated
1421,1.141166379669917,interpolated
1422,1.1414150495375566,interpolated
1423,1.141663719405196,interpolated
1424,1.1419123892728356,interpolated
1425,1.1421610591404752,interpolated
1426,1.1424097290081145,interpolated
1427,1.1426583988757542,interpolated
1428,1.1429070687433935,interpolated
1429,1.1431557386110331,interpolated
1430,1.1434044084786728,interpolated
1431,1.1436530783463121,interpolated
1432,1.1439017482139517,interpolated
1433,1.1441504180815911,interpolated
1434,1.1443990879492307,interpolated
1435,1.1446477578168701,interpolated
1436,1.1448964276845097,interpolated
1437,1.1451450975521493,interpolated
1438,1.1453937674197887,interpolated
1439,1.1456424372874283,interpolated
1440,1.1458911071550677,interpolated
1441,1.1461397770227073,interpolated
1442,1.146388446890347,interpolated
1443,1.1466371167579863,interpolated
1444,1.146885786625626,interpolated
1445,1.1471344564932653,interpolated
1446,1.147383126360905,interpolated
1447,1.1476317962285443,interpolated
1448,1.1478804660961839,interpolated
1449,1.1481291359638235,interpolated
1450,1.1483778058314629,interpolated
1451,1.1486264756991025,interpolated
1452,1.1488751455667419,interpolated
1453,1.1491238154343815,interpolated
1454,1.149372485302021,interpolated
1455,1.1496211551696605,interpolated
1456,1.1498698250373,interpolated
1457,1.1501184949049394,interpolated
1458,1.150367164772579,interpolated
1459,1.1506158346402184,interpolated
1460,1.150864504507858,quarterly_anchor
1461,1.1511000441212351,interpolated
1462,1.1513355837346122,interpolated
1463,1.1515711233479893,interpolated
1464,1.1518066629613661,interpolated
1465,1.1520422025747432,interpolated
1466,1.1522777421881203,interpolated
1467,1.1525132818014974,interpolated
1468,1.1527488214148744,interpolated
1469,1.1529843610282515,interpolated
1470,1.1532199006416284,interpolated
1471,1.1534554402550055,interpolated
1472,1.1536909798683825,interpolated
1473,1.1539265194817596,interpolated
1474,1.1541620590951367,interpolated
1475,1.1543975987085138,interpolated
1476,1.1546331383218906,interpolated
1477,1.1548686779352677,interpolated
1478,1.1551042175486448,interpolated
1479,1.1553397571620219,interpolated
1480,1.155575296775399,interpolated
1481,1.155810836388776,interpolated
1482,1.1560463760021529,interpolated
1483,1.15628191561553,interpolated
1484,1.156517455228907,interpolated
1485,1.156752994842284,interpolated
1486,1.1569885344556612,interpolated
1487,1.1572240740690383,interpolated
1488,1.1574596136824151,interpolated
1489,1.1576951532957922,interpolated
1490,1.1579306929091693,interpolated
1491,1.1581662325225464,interpolated
1492,1.1584017721359234,interpolated
1493,1.1586373117493005,interpolated
1494,1.1588728513626774,interpolated
1495,1.1591083909760544,interpolated
1496,1.1593439305894315,interpolated
1497,1.1595794702028086,interpolated
1498,1.1598150098161857,interpolated
1499,1.1600505494295628,interpolated
1500,1.1602860890429396,interpolated
1501,1.1605216286563167,interpolated
1502,1.1607571682696938,interpolated
1503,1.1609927078830709,interpolated
1504,1.161228247496448,interpolated
1505,1.161463787109825,interpolated
1506,1.1616993267232019,interpolated
1507,1.161934866336579,interpolated
1508,1.162170405949956,interpolated
1509,1.162405945563333,interpolated
1510,1.1626414851767102,interpolated
1511,1.1628770247900873,interpolated
1512,1.1631125644034641,interpolated
1513,1.1633481040168412,interpolated
1514,1.1635836436302183,interpolated
1515,1.1638191832435953,interpolated
1516,1.1640547228569724,interpolated
1517,1.1642902624703495,interpolated
1518,1.1645258020837264,interpolated
1519,1.1647613416971034,interpolated
1520,1.1649968813104805,interpolated
1521,1.1652324209238576,interpolated
1522,1.1654679605372347,interpolated
1523,1.1657035001506117,interpolated
1524,1.1659390397639886,interpolated
1525,1.1661745793773657,interpolated
1526,1.1664101189907428,interpolated
1527,1.1666456586041198,interpolated
1528,1.166881198217497,interpolated
1529,1.167116737830874,interpolated
1530,1.1673522774442509,interpolated
1531,1.167587817057628,interpolated
1532,1.167823356671005,interpolated
1533,1.168058896284382,interpolated
1534,1.1682944358977592,interpolated
1535,1.1685299755111362,interpolated
1536,1.168765515124513,interpolated
1537,1.1690010547378902,interpolated
1538,1.1692365943512673,interpolated
1539,1.1694721339646443,interpolated
1540,1.1697076735780214,interpolated
1541,1.1699432131913985,interpolated
1542,1.1701787528047753,interpolated
1543,1.1704142924181524,interpolated
1544,1.1706498320315295,interpolated
1545,1.1708853716449066,interpolated
1546,1.1711209112582837,interpolated
1547,1.1713564508716607,interpolated
1548,1.1715919904850376,interpolated
1549,1.1718275300984147,interpolated
1550,1.1720630697117917,interpolated
1551,1.1722986093251688,quarterly_anchor
1552,1.1725272598541008,interpolated
1553,1.1727559103830325,interpolated
1554,1.1729845609119645,interpolated
1555,1.1732132114408962,interpolated
1556,1.1734418619698281,interpolated
1557,1.17367051249876,interpolated
1558,1.1738991630276918,interpolated
1559,1.1741278135566238,interpolated
1560,1.1743564640855555,interpolated
1561,1.1745851146144874,interpolated
1562,1.1748137651434194,interpolated
1563,1.1750424156723511,interpolated
1564,1.175271066201283,interpolated
1565,1.175499716730215,interpolated
1566,1.1757283672591468,interpolated
1567,1.1759570177880787,interpolated
1568,1.1761856683170104,interpolated
1569,1.1764143188459424,interpolated
1570,1.1766429693748743,interpolated
1571,1.176871619903806,interpolated
1572,1.177100270432738,interpolated
1573,1.1773289209616697,interpolated
1574,1.1775575714906017,interpolated
1575,1.1777862220195336,interpolated
1576,1.1780148725484654,interpolated
1577,1.1782435230773973,interpolated
1578,1.178472173606329,interpolated
1579,1.178700824135261,interpolated
1580,1.178929474664193,interpolated
1581,1.1791581251931247,interpolated
1582,1.1793867757220566,interpolated
1583,1.1796154262509884,interpolated
1584,1.1798440767799203,interpolated
1585,1.1800727273088523,interpolated
1586,1.180301377837784,interpolated
1587,1.180530028366716,interpolated
1588,1.180758678895648,interpolated
1589,1.1809873294245796,interpolated
1590,1.1812159799535116,interpolated
1591,1.1814446304824433,interpolated
1592,1.1816732810113753,interpolated
1593,1.1819019315403072,interpolated
1594,1.182130582069239,interpolated
1595,1.1823592325981709,interpolated
1596,1.1825878831271026,interpolated
1597,1.1828165336560346,interpolated
1598,1.1830451841849665,interpolated
1599,1.1832738347138982,interpolated
1600,1.1835024852428302,interpolated
1601,1.183731135771762,interpolated
1602,1.1839597863006939,interpolated
1603,1.1841884368296258,interpolated
1604,1.1844170873585576,interpolated
1605,1.1846457378874895,interpolated
1606,1.1848743884164212,interpolated
1607,1.1851030389453532,interpolated
1608,1.1853316894742851,interpolated
1609,1.1855603400032169,interpolated
1610,1.1857889905321488,interpolated
1611,1.1860176410610808,interpolated
1612,1.1862462915900125,interpolated
1613,1.1864749421189444,interpolated
1614,1.1867035926478762,interpolated
1615,1.1869322431768081,interpolated
1616,1.18716089370574,interpolated
1617,1.1873895442346718,interpolated
1618,1.1876181947636038,interpolated
1619,1.1878468452925355,interpolated
1620,1.1880754958214674,interpolated
1621,1.1883041463503994,interpolated
1622,1.188532796879331,interpolated
1623,1.188761447408263,interpolated
1624,1.1889900979371948,interpolated
1625,1.1892187484661267,interpolated
1626,1.1894473989950587,interpolated
1627,1.1896760495239904,interpolated
1628,1.1899047000529224,interpolated
1629,1.190133350581854,interpolated
1630,1.190362001110786,interpolated
1631,1.190590651639718,interpolated
1632,1.1908193021686497,interpolated
1633,1.1910479526975817,interpolated
1634,1.1912766032265136,interpolated
1635,1.1915052537554454,interpolated
1636,1.1917339042843773,interpolated
1637,1.191962554813309,interpolated
1638,1.192191205342241,interpolated
1639,1.192419855871173,interpolated
1640,1.1926485064001047,interpolated
1641,1.1928771569290366,interpolated
1642,1.1931058074579683,interpolated
1643,1.1933344579869003,quarterly_anchor
1644,1.1935644956072673,interpolated
1645,1.193794533227634,interpolated
1646,1.194024570848001,interpolated
1647,1.1942546084683678,interpolated
1648,1.1944846460887348,interpolated
1649,1.1947146837091016,interpolated
1650,1.1949447213294686,interpolated
1651,1.1951747589498356,interpolated
1652,1.1954047965702024,interpolated
1653,1.1956348341905694,interpolated
1654,1.1958648718109361,interpolated
1655,1.1960949094313031,interpolated
1656,1.19632494705167,interpolated
1657,1.196554984672037,interpolated
1658,1.196785022292404,interpolated
1659,1.1970150599127707,interpolated
1660,1.1972450975331377,interpolated
1661,1.1974751351535045,interpolated
1662,1.1977051727738715,interpolated
1663,1.1979352103942382,interpolated
1664,1.1981652480146052,interpolated
1665,1.1983952856349722,interpolated
1666,1.198625323255339,interpolated
1667,1.198855360875706,interpolated
1668,1.1990853984960728,interpolated
1669,1.1993154361164398,interpolated
1670,1.1995454737368065,interpolated
1671,1.1997755113571735,interpolated
1672,1.2000055489775405,interpolated
1673,1.2002355865979073,interpolated
1674,1.2004656242182743,interpolated
1675,1.200695661838641,interpolated
1676,1.200925699459008,interpolated
1677,1.2011557370793748,interpolated
1678,1.2013857746997418,interpolated
1679,1.2016158123201088,interpolated
1680,1.2018458499404756,interpolated
1681,1.2020758875608426,interpolated
1682,1.2023059251812094,interpolated
1683,1.2025359628015764,interpolated
1684,1.2027660004219431,interpolated
1685,1.2029960380423101,interpolated
1686,1.2032260756626771,interpolated
1687,1.203456113283044,interpolated
1688,1.203686150903411,interpolated
1689,1.2039161885237777,interpolated
1690,1.2041462261441447,interpolated
1691,1.2043762637645115,interpolated
1692,1.2046063013848785,interpolated
1693,1.2048363390052454,interpolated
1694,1.2050663766256122,interpolated
1695,1.2052964142459792,interpolated
1696,1.205526451866346,interpolated
1697,1.205756489486713,interpolated
1698,1.2059865271070798,interpolated
1699,1.2062165647274468,interpolated
1700,1.2064466023478138,interpolated
1701,1.2066766399681805,interpolated
1702,1.2069066775885475,interpolated
1703,1.2071367152089143,interpolated
1704,1.2073667528292813,interpolated
1705,1.207596790449648,interpolated
1706,1.207826828070015,interpolated
1707,1.208056865690382,interpolated
1708,1.2082869033107488,interpolated
1709,1.2085169409311158,interpolated
1710,1.2087469785514826,interpolated
1711,1.2089770161718496,interpolated
1712,1.2092070537922164,interpolated
1713,1.2094370914125834,interpolated
1714,1.2096671290329504,interpolated
1715,1.2098971666533171,interpolated
1716,1.2101272042736841,interpolated
1717,1.210357241894051,interpolated
1718,1.210587279514418,interpolated
1719,1.2108173171347847,interpolated
1720,1.2110473547551517,interpolated
1721,1.2112773923755187,interpolated
1722,1.2115074299958855,interpolated
1723,1.2117374676162525,interpolated
1724,1.2119675052366192,interpolated
1725,1.2121975428569862,interpolated
1726,1.212427580477353,interpolated
1727,1.21265761809772,interpolated
1728,1.212887655718087,interpolated
1729,1.2131176933384538,interpolated
1730,1.2133477309588208,interpolated
1731,1.2135777685791875,interpolated
1732,1.2138078061995545,interpolated
1733,1.2140378438199213,interpolated
1734,1.2142678814402883,quarterly_anchor
1735,1.2145012268649282,interpolated
1736,1.2147345722895682,interpolated
1737,1.214967917714208,interpolated
1738,1.215201263138848,interpolated
1739,1.2154346085634882,interpolated
1740,1.215667953988128,interpolated
1741,1.215901299412768,interpolated
1742,1.216134644837408,interpolated
1743,1.216367990262048,interpolated
1744,1.2166013356866878,interpolated
1745,1.2168346811113278,interpolated
1746,1.2170680265359677,interpolated
1747,1.2173013719606076,interpolated
1748,1.2175347173852478,interpolated
1749,1.2177680628098877,interpolated
1750,1.2180014082345276,interpolated
1751,1.2182347536591676,interpolated
1752,1.2184680990838075,interpolated
1753,1.2187014445084474,interpolated
1754,1.2189347899330873,interpolated
1755,1.2191681353577273,interpolated
1756,1.2194014807823672,interpolated
1757,1.2196348262070074,interpolated
1758,1.2198681716316473,interpolated
1759,1.2201015170562872,interpolated
1760,1.2203348624809272,interpolated
1761,1.220568207905567,interpolated
1762,1.220801553330207,interpolated
1763,1.221034898754847,interpolated
1764,1.2212682441794869,interpolated
1765,1.2215015896041268,interpolated
1766,1.221734935028767,interpolated
1767,1.2219682804534069,interpolated
1768,1.2222016258780468,interpolated
1769,1.2224349713026867,interpolated
1770,1.2226683167273267,interpolated
