days_ahead,rmse_quarterly,rmse_daily,rmse_base,rmse_interpolated
194,NA,0.16700174649785574,0.16700174649785574,0.16700174649785574
195,NA,0.18761107820879602,0.18761107820879602,0.18761107820879602
196,NA,0.19007987043045205,0.19007987043045205,0.19007987043045205
197,NA,0.19926203136287104,0.19926203136287104,0.19926203136287104
198,NA,NA,NA,0.19476328409576676
199,NA,NA,NA,0.1902645368286625
200,NA,0.18576578956155823,0.18576578956155823,0.18576578956155823
201,NA,0.17681709678163496,0.17681709678163496,0.17681709678163496
202,NA,0.1741920122820141,0.1741920122820141,0.1741920122820141
203,NA,0.18634086150564774,0.18634086150564774,0.18634086150564774
204,NA,0.2010309964618928,0.2010309964618928,0.2010309964618928
205,NA,NA,NA,0.2002725792939588
206,NA,NA,NA,0.19951416212602485
207,NA,0.19875574495809087,0.19875574495809087,0.19875574495809087
208,NA,0.1984995801842759,0.1984995801842759,0.1984995801842759
209,NA,0.2116354963925811,0.2116354963925811,0.2116354963925811
210,NA,0.19455076458343679,0.19455076458343679,0.19455076458343679
211,NA,0.1913874778209548,0.1913874778209548,0.1913874778209548
212,NA,NA,NA,0.18957455550639743
213,NA,NA,NA,0.18776163319184005
214,NA,0.18594871087728268,0.18594871087728268,0.18594871087728268
215,NA,0.1867793844661089,0.1867793844661089,0.1867793844661089
216,NA,0.18773772808216915,0.18773772808216915,0.18773772808216915
217,NA,0.21609292872779007,0.21609292872779007,0.21609292872779007
218,NA,0.20198447285058044,0.20198447285058044,0.20198447285058044
219,NA,NA,NA,0.20434809699057108
220,NA,NA,NA,0.20671172113056172
221,NA,0.20907534527055235,0.20907534527055235,0.20907534527055235
222,NA,0.24116470858454198,0.24116470858454198,0.24116470858454198
223,NA,0.23117453723683892,0.23117453723683892,0.23117453723683892
224,NA,0.21894893551610614,0.21894893551610614,0.21894893551610614
225,NA,0.22565644979334068,0.22565644979334068,0.22565644979334068
226,NA,NA,NA,0.22878278596816673
227,NA,NA,NA,0.23190912214299275
228,NA,0.2350354583178188,0.2350354583178188,0.2350354583178188
229,NA,0.24738633753706166,0.24738633753706166,0.24738633753706166
230,NA,0.2535662306643668,0.2535662306643668,0.2535662306643668
231,NA,0.22853961832219952,0.22853961832219952,0.22853961832219952
232,NA,0.2314942403891152,0.2314942403891152,0.2314942403891152
233,NA,NA,NA,0.23606901406080888
234,NA,NA,NA,0.24064378773250253
235,NA,0.2452185614041962,0.2452185614041962,0.2452185614041962
236,NA,0.2537504398307252,0.2537504398307252,0.2537504398307252
237,NA,0.2282738017632104,0.2282738017632104,0.2282738017632104
238,NA,0.21456351041125243,0.21456351041125243,0.21456351041125243
239,NA,0.24245538844211276,0.24245538844211276,0.24245538844211276
240,NA,NA,NA,0.22669337242500168
241,NA,NA,NA,0.21093135640789062
242,NA,0.19516934039077954,0.19516934039077954,0.19516934039077954
243,NA,0.18527526299245567,0.18527526299245567,0.18527526299245567
244,NA,0.21412613105363806,0.21412613105363806,0.21412613105363806
245,NA,0.21314607667043822,0.21314607667043822,0.21314607667043822
246,NA,0.21795377068049573,0.21795377068049573,0.21795377068049573
247,NA,NA,NA,0.22049315468486733
248,NA,NA,NA,0.22303253868923895
249,NA,0.22557192269361054,0.22557192269361054,0.22557192269361054
250,NA,0.22426804017994653,0.22426804017994653,0.22426804017994653
251,NA,0.21345862206370003,0.21345862206370003,0.21345862206370003
252,NA,0.24369353389357518,0.24369353389357518,0.24369353389357518
253,NA,0.23207398245674327,0.23207398245674327,0.23207398245674327
254,NA,NA,NA,0.23094359582400356
255,NA,NA,NA,0.22981320919126386
256,NA,0.22868282255852415,0.22868282255852415,0.22868282255852415
257,NA,0.25888444110481856,0.25888444110481856,0.25888444110481856
258,NA,0.25601231941511815,0.25601231941511815,0.25601231941511815
259,NA,0.27609252676110846,0.27609252676110846,0.27609252676110846
260,NA,0.2561842250078196,0.2561842250078196,0.2561842250078196
261,NA,NA,NA,0.25506239165980377
262,NA,NA,NA,0.25394055831178797
263,NA,0.2528187249637721,0.2528187249637721,0.2528187249637721
264,NA,0.28731826554238643,0.28731826554238643,0.28731826554238643
265,NA,0.28595391736631726,0.28595391736631726,0.28595391736631726
266,NA,0.29917445937589204,0.29917445937589204,0.29917445937589204
267,NA,0.3021520036890916,0.3021520036890916,0.3021520036890916
268,NA,NA,NA,0.30849217481253594
269,NA,NA,NA,0.31483234593598025
270,NA,0.32117251705942457,0.32117251705942457,0.32117251705942457
271,NA,0.3366206493049134,0.3366206493049134,0.3366206493049134
272,NA,0.3431864261256903,0.3431864261256903,0.3431864261256903
273,NA,0.319133442067975,0.319133442067975,0.319133442067975
274,0.6537999618600053,0.3196766832569781,0.6537999618600053,0.6537999618600053
275,NA,NA,NA,0.5560516837554705
276,NA,NA,NA,0.4583034056509357
277,NA,0.36055512754640084,0.36055512754640084,0.36055512754640084
278,NA,0.36611287380210533,0.36611287380210533,0.36611287380210533
279,NA,0.3316914692439806,0.3316914692439806,0.3316914692439806
280,NA,0.3269064960242568,0.3269064960242568,0.3269064960242568
281,NA,0.34231114950717445,0.34231114950717445,0.34231114950717445
282,NA,NA,NA,0.3390600092075654
283,NA,NA,NA,0.3358088689079564
