days_ahead,rmse_quarterly,rmse_linear,rmse_loess,rmse_daily,adjustment_ratio,rmse_daily_adjusted,rmse_combined
441,NA,0.7521277831742532,0.7564826559400779,0.4691932519680004,0.7639085545309852,0.6142008087029077,0.6142008087029077
442,NA,0.7526711757684698,0.7571871103632876,0.48181148563759674,0.765229368266626,0.6296301548501481,0.6296301548501481
443,NA,0.7532145683626863,0.7578906514822233,NA,0.7665501820022669,NA,0.7532145683626863
444,NA,0.7537579609569028,0.7585932883179813,NA,0.7678709957379077,NA,0.7537579609569028
445,NA,0.7543013535511194,0.7592950298916573,0.5150222487103511,0.7691918094735486,0.6695628351306072,0.6695628351306072
446,NA,0.7548447461453359,0.7599958852243472,0.5297267377305651,0.7705126232091895,0.6874991035503744,0.6874991035503744
447,NA,0.7553881387395525,0.7606958633371466,0.5473379633771498,0.7718334369448303,0.7091399998731499,0.7091399998731499
448,NA,0.755931531333769,0.761394973251152,0.5756033623678989,0.7731542506804712,0.7444870953775354,0.7444870953775354
449,NA,0.7564749239279857,0.7620932239874586,0.5684282842062971,0.774475064416112,0.7339529835409787,0.7339529835409787
450,NA,0.7570183165222022,0.7627906245671628,NA,0.7757958781517529,NA,0.7570183165222022
451,NA,0.7575617091164187,0.7634871840113603,NA,0.7771166918873939,NA,0.7575617091164187
452,NA,0.7581051017106353,0.7641829113411468,0.5636725873361991,0.7784375056230347,0.7241076942779817,0.7241076942779817
453,NA,0.7586484943048518,0.7648778155776184,0.5683816431832517,0.7797583193586756,0.7289202680783529,0.7289202680783529
454,NA,0.7591918868990684,0.7655719057418708,0.5855034463726794,0.7810791330943164,0.7496083579305901,0.7496083579305901
455,NA,0.7597352794932849,0.7662651908550001,0.5998094935656058,0.7823999468299573,0.7666277279233573,0.7666277279233573
456,0.7602786720875014,0.7602786720875014,0.766957679938102,0.6220882172168191,0.7837207605655981,0.7937625855003106,0.7937625855003106
457,NA,0.7608069929841957,0.7676475898884175,NA,0.785041574301239,NA,0.7608069929841957
458,NA,0.76133531388089,0.7683331559076482,NA,0.7863623880368799,NA,0.76133531388089
459,NA,0.7618636347775843,0.7690144144735812,0.61705232470883,0.7876832017725207,0.7833762651282639,0.7833762651282639
460,NA,0.7623919556742785,0.7696914020640035,0.5319828655424622,0.7890040155081616,0.6742460812443853,0.6742460812443853
461,NA,0.7629202765709728,0.7703641551567023,0.5838539343591573,0.7903248292438024,0.7387518558891788,0.7387518558891788
462,NA,0.7634485974676671,0.7710327102294645,0.5536319475367485,0.7916456429794434,0.6993431372313188,0.6993431372313188
463,NA,0.7639769183643614,0.7716971037600772,0.5798900757902306,0.7929664567150843,0.7312920627090121,0.7312920627090121
464,NA,0.7645052392610557,0.7723573722263273,NA,0.7942872704507251,NA,0.7645052392610557
465,NA,0.76503356015775,0.7730135521060022,NA,0.795608084186366,NA,0.76503356015775
466,NA,0.7655618810544443,0.7736656798768886,0.5531293549734397,0.7969288979220068,0.6940761671658855,0.6940761671658855
467,NA,0.7660902019511386,0.7743137920167736,0.5367620157373864,0.7982497116576477,0.6724236888513806,0.6724236888513806
468,NA,0.7666185228478328,0.7749579250034446,0.5210104826938932,0.7995705253932885,0.6516129173691355,0.6516129173691355
469,NA,0.7671468437445271,0.7755981153146881,0.4587868967905096,0.8008913391289294,0.5728453716199483,0.5728453716199483
470,NA,0.7676751646412214,0.7762343994282915,0.5316718913013928,0.8022121528645703,0.6627572137904895,0.6627572137904895
471,NA,0.7682034855379157,0.7768668138220419,NA,0.8035329666002111,NA,0.7682034855379157
472,NA,0.76873180643461,0.7774953949737262,NA,0.804853780335852,NA,0.76873180643461
473,NA,0.7692601273313043,0.7781201793611315,0.4896132696794009,0.8061745940714928,0.607329073974739,0.607329073974739
474,NA,0.7697884482279986,0.7787412034620449,0.4821455026382449,0.8074954078071338,0.5970876093866319,0.5970876093866319
475,NA,0.7703167691246929,0.7793585037542531,0.44978003883379963,0.8088162215427747,0.55609670881213,0.55609670881213
476,NA,0.7708450900213871,0.7799721167155437,0.5068378590679818,0.8101370352784155,0.625619909962269,0.625619909962269
477,NA,0.7713734109180814,0.7805820788237032,0.5180919134374036,0.8114578490140564,0.6384705182985161,0.6384705182985161
478,NA,0.7719017318147757,0.7811884265565191,NA,0.8127786627496972,NA,0.7719017318147757
479,NA,0.77243005271147,0.7817911963917782,NA,0.8140994764853381,NA,0.77243005271147
480,NA,0.7729583736081643,0.7823904248072677,0.5175980026117685,0.815420290220979,0.634762230985814,0.634762230985814
481,NA,0.7734866945048586,0.7829861482807745,0.5328011667905137,0.8167411039566198,0.6523501317729844,0.6523501317729844
482,NA,0.7740150154015529,0.7835784032900859,0.5298040276293747,0.8180619176922607,0.6476331634211054,0.6476331634211054
483,NA,0.7745433362982471,0.7841672263129886,0.5387431955665243,0.8193827314279015,0.6574988401667688,0.6574988401667688
484,NA,0.7750716571949414,0.7847526538272699,0.5396758286230723,0.8207035451635424,0.6575770651941446,0.6575770651941446
485,NA,0.7755999780916357,0.7853347223107165,NA,0.8220243588991833,NA,0.7755999780916357
486,NA,0.77612829898833,0.785913468241116,NA,0.8233451726348242,NA,0.77612829898833
487,NA,0.7766566198850243,0.786488928096255,0.5746838595798025,0.8246659863704651,0.6968686341837761,0.6968686341837761
488,NA,0.7771849407817186,0.7870611383539208,0.5796268693671017,0.8259868001061059,0.7017386588897584,0.7017386588897584
489,NA,0.7777132616784129,0.7876301354919004,0.5525622136918157,0.8273076138417468,0.6679041803155865,0.6679041803155865
490,NA,0.7782415825751072,0.7881959559879808,0.4980017763329455,0.8286284275773876,0.6009952829990689,0.6009952829990689
491,NA,0.7787699034718014,0.7887586363199489,0.49048991543441267,0.8299492413130285,0.5909878472307882,0.5909878472307882
492,NA,0.7792982243684957,0.789318212965592,NA,0.8312700550486694,NA,0.7792982243684957
493,NA,0.77982654526519,0.7898747224026972,NA,0.8325908687843102,NA,0.77982654526519
494,NA,0.7803548661618843,0.7904282011090511,0.5157928922467889,0.8339116825199511,0.6185222045194801,0.6185222045194801
495,NA,0.7808831870585786,0.7909786855624412,0.5343130024764364,0.8352324962555919,0.6397176892324,0.6397176892324
496,NA,0.7814115079552729,0.7915262122406544,0.5673013037449927,0.8365533099912329,0.6781412457156353,0.6781412457156353
497,NA,0.7819398288519672,0.7920708176214778,0.5636725873361993,0.8378741237268738,0.6727413717337124,0.6727413717337124
498,NA,0.7824681497486615,0.7926125381826985,0.6269170599050565,0.8391949374625146,0.7470458077364889,0.7470458077364889
499,NA,0.7829964706453557,0.7931514104021032,NA,0.8405157511981555,NA,0.7829964706453557
500,NA,0.78352479154205,0.7936874707574795,NA,0.8418365649337963,NA,0.78352479154205
501,NA,0.7840531124387443,0.7942207557266139,0.6060083777029438,0.8431573786694372,0.7187369677761327,0.7187369677761327
502,NA,0.7845814333354386,0.7947513017872937,0.5615120954470467,0.844478192405078,0.6649219606818473,0.6649219606818473
503,NA,0.7851097542321329,0.7952791454173059,0.6081602819746029,0.8457990061407189,0.7190364112031374,0.7190364112031374
504,NA,0.7856380751288272,0.7958043230944378,0.5893118542320881,0.8471198198763598,0.6956652889057658,0.6956652889057658
505,NA,0.7861663960255215,0.7963268712964762,0.6057784248386533,0.8484406336120006,0.713990349872471,0.713990349872471
506,NA,0.7866947169222157,0.7968468265012081,NA,0.8497614473476415,NA,0.7866947169222157
507,NA,0.78722303781891,0.7973642251864207,NA,0.8510822610832824,NA,0.78722303781891
508,NA,0.7877513587156043,0.797879103829901,0.602472469846612,0.8524030748189233,0.7067929335832062,0.7067929335832062
509,NA,0.7882796796122986,0.798391498909436,0.535316225738078,0.8537238885545642,0.6270367186801102,0.6270367186801102
510,NA,0.7888080005089929,0.7989014469028127,0.5968196963907942,0.855044702290205,0.6979982389133985,0.6979982389133985
511,NA,0.7893363214056872,0.7994089842878183,0.536311994603472,0.8563655160258459,0.6262652857536193,0.6262652857536193
512,NA,0.7898646423023815,0.7999141475422398,0.6302697835054444,0.8576863297614867,0.7348488155112786,0.7348488155112786
513,NA,0.7903929631990758,0.8004169731438642,NA,0.8590071434971276,NA,0.7903929631990758
514,NA,0.79092128409577,0.8009174975704786,NA,0.8603279572327684,NA,0.79092128409577
515,NA,0.7914496049924643,0.80141575729987,0.5996839538835887,0.8616487709684093,0.6959726214308904,0.6959726214308904
516,NA,0.7919779258891586,0.8019117888098256,0.5732542669230248,0.8629695847040502,0.6642809631808967,0.6642809631808967
517,NA,0.7925062467858529,0.8024056285781322,0.5259515186782902,0.864290398439691,0.6085356491612006,0.6085356491612006
518,NA,0.7930345676825472,0.8028973130825772,0.5711654751470885,0.865611212175332,0.65984066185062,0.65984066185062
519,NA,0.7935628885792415,0.8033868788009471,0.6007194760359356,0.8669320259109728,0.6929256943815163,0.6929256943815163
520,NA,0.7940912094759358,0.8038743622110294,NA,0.8682528396466137,NA,0.7940912094759358
521,NA,0.7946195303726301,0.804359799790611,NA,0.8695736533822546,NA,0.7946195303726301
522,NA,0.7951478512693243,0.804843228017479,0.5786646505341226,0.8708944671178954,0.6644486472042165,0.6644486472042165
523,NA,0.7956761721660186,0.8053246833694203,0.5185556864985676,0.8722152808535363,0.59452717451948,0.59452717451948
524,NA,0.7962044930627129,0.8058042023242223,0.5484789573599581,0.8735360945891771,0.6278835651524016,0.6278835651524016
525,NA,0.7967328139594072,0.8062818213596716,0.5846045672076127,0.874856908324818,0.6682287830669561,0.6682287830669561
526,NA,0.7972611348561015,0.8067575769535557,0.5853844890326362,0.8761777220604589,0.6681115877450293,0.6681115877450293
527,NA,0.7977894557527958,0.8072315055836612,NA,0.8774985357960997,NA,0.7977894557527958
528,NA,0.7983177766494901,0.8077036437277754,NA,0.8788193495317406,NA,0.7983177766494901
529,NA,0.7988460975461843,0.8081740278636853,0.6261888692718831,0.8801401632673815,0.7114649409331074,0.7114649409331074
530,NA,0.7993744184428786,0.8086426944691781,0.7157932662438229,0.8814609770030224,0.8120532671537296,0.8120532671537296
531,NA,0.7999027393395729,0.8091096800220406,0.7364034220452804,0.8827817907386633,0.8341851064112894,0.8341851064112894
532,NA,0.8004310602362672,0.8095750210000601,0.790189850605536,0.8841026044743041,0.8937761823192348,0.8937761823192348
533,NA,0.8009593811329615,0.8100387538810233,0.7962882643867111,0.885423418209945,0.8993304762557129,0.8993304762557129
534,NA,0.8014877020296558,0.8105009151427174,NA,0.8867442319455858,NA,0.8014877020296558
535,NA,0.8020160229263501,0.8109615412629297,NA,0.8880650456812267,NA,0.8020160229263501
536,NA,0.8025443438230444,0.8114206687194472,0.8030826026422605,0.8893858594168675,0.9029630886742539,0.9029630886742539
537,NA,0.8030726647197386,0.8118783339900565,1.2999999999999998,0.8907066731525084,1.459515280601711,1.459515280601711
538,NA,0.8036009856164329,0.8123345735525451,1.2199999999999998,0.8920274868881493,1.3676708598475897,1.3676708598475897
539,NA,0.8041293065131272,0.8127894238846999,1.0949999999999998,0.8933483006237901,1.2257257323212056,1.2257257323212056
540,NA,0.8046576274098215,0.8132429214643079,NA,0.8946691143594311,NA,0.8046576274098215
541,NA,0.8051859483065158,0.8136951027691561,NA,0.8959899280950719,NA,0.8051859483065158
542,NA,0.8057142692032101,0.8141460042770318,NA,0.8973107418307128,NA,0.8057142692032101
543,NA,0.8062425900999044,0.814595662465722,NA,0.8986315555663537,NA,0.8062425900999044
544,NA,0.8067709109965987,0.8150441138130136,NA,0.8999523693019945,NA,0.8067709109965987
545,NA,0.8072992318932929,0.8154913947966936,NA,0.9012731830376354,NA,0.8072992318932929
546,NA,0.8078275527899872,0.815937541894549,NA,0.9025939967732762,NA,0.8078275527899872
547,NA,0.8083558736866815,0.8163825915843672,NA,0.9039148105089171,NA,0.8083558736866815
548,0.8088841945833758,0.8088841945833758,0.816826580343935,NA,0.905235624244558,NA,0.8088841945833758
549,NA,0.8094043718190922,0.8172695446510394,NA,0.9065564379801988,NA,0.8094043718190922
550,NA,0.8099245490548085,0.8177115209834677,NA,0.9078772517158397,NA,0.8099245490548085
551,NA,0.8104447262905249,0.8181525458190066,NA,0.9091980654514806,NA,0.8104447262905249
552,NA,0.8109649035262412,0.8185926556354435,NA,0.9105188791871215,NA,0.8109649035262412
553,NA,0.8114850807619576,0.8190318869105652,NA,0.9118396929227623,NA,0.8114850807619576
554,NA,0.8120052579976739,0.8194702761221588,NA,0.9131605066584032,NA,0.8120052579976739
555,NA,0.8125254352333903,0.8199078597480114,NA,0.9144813203940441,NA,0.8125254352333903
556,NA,0.8130456124691066,0.8203446742659101,NA,0.9158021341296849,NA,0.8130456124691066
557,NA,0.813565789704823,0.820780756153642,NA,0.9171229478653258,NA,0.813565789704823
558,NA,0.8140859669405393,0.8212161418889937,NA,0.9184437616009666,NA,0.8140859669405393
559,NA,0.8146061441762557,0.8216508679497527,NA,0.9197645753366075,NA,0.8146061441762557
560,NA,0.8151263214119719,0.8220849708137061,NA,0.9210853890722484,NA,0.8151263214119719
561,NA,0.8156464986476883,0.8225184869586405,NA,0.9224062028078892,NA,0.8156464986476883
562,NA,0.8161666758834047,0.8229514528623434,NA,0.9237270165435301,NA,0.8161666758834047
563,NA,0.816686853119121,0.8233839050026018,NA,0.925047830279171,NA,0.816686853119121
564,NA,0.8172070303548374,0.8238158798572023,NA,0.9263686440148119,NA,0.8172070303548374
565,NA,0.8177272075905537,0.8242474139039325,NA,0.9276894577504528,NA,0.8177272075905537
566,NA,0.8182473848262701,0.8246785436205792,NA,0.9290102714860936,NA,0.8182473848262701
567,NA,0.8187675620619864,0.8251093054849293,NA,0.9303310852217345,NA,0.8187675620619864
568,NA,0.8192877392977028,0.8255397359747703,NA,0.9316518989573753,NA,0.8192877392977028
569,NA,0.8198079165334191,0.8259698715678887,NA,0.9329727126930162,NA,0.8198079165334191
570,NA,0.8203280937691355,0.826399748742072,NA,0.934293526428657,NA,0.8203280937691355
571,NA,0.8208482710048518,0.826829403975107,NA,0.9356143401642979,NA,0.8208482710048518
572,NA,0.8213684482405682,0.8272588737447807,NA,0.9369351538999388,NA,0.8213684482405682
573,NA,0.8218886254762845,0.8276881945288804,NA,0.9382559676355796,NA,0.8218886254762845
574,NA,0.8224088027120009,0.8281174028051929,NA,0.9395767813712206,NA,0.8224088027120009
575,NA,0.8229289799477173,0.8285465350515056,NA,0.9408975951068614,NA,0.8229289799477173
576,NA,0.8234491571834336,0.8289756277456051,NA,0.9422184088425023,NA,0.8234491571834336
577,NA,0.82396933441915,0.8294047173652785,NA,0.9435392225781432,NA,0.82396933441915
578,NA,0.8244895116548663,0.8298338403883133,NA,0.944860036313784,NA,0.8244895116548663
579,NA,0.8250096888905827,0.8302630332924962,NA,0.9461808500494249,NA,0.8250096888905827
580,NA,0.825529866126299,0.8306923325556143,NA,0.9475016637850657,NA,0.825529866126299
581,NA,0.8260500433620154,0.8311217746554546,NA,0.9488224775207066,NA,0.8260500433620154
582,NA,0.8265702205977317,0.8315513960698042,NA,0.9501432912563474,NA,0.8265702205977317
583,NA,0.8270903978334481,0.83198123327645,NA,0.9514641049919883,NA,0.8270903978334481
584,NA,0.8276105750691644,0.8324113227531794,NA,0.9527849187276292,NA,0.8276105750691644
585,NA,0.8281307523048808,0.8328417009777792,NA,0.9541057324632701,NA,0.8281307523048808
586,NA,0.828650929540597,0.8332724044280365,NA,0.955426546198911,NA,0.828650929540597
587,NA,0.8291711067763134,0.8337034695817386,NA,0.9567473599345518,NA,0.8291711067763134
588,NA,0.8296912840120299,0.8341349329166718,NA,0.9580681736701927,NA,0.8296912840120299
589,NA,0.8302114612477461,0.8345668309106238,NA,0.9593889874058336,NA,0.8302114612477461
590,NA,0.8307316384834625,0.8349992000413817,NA,0.9607098011414744,NA,0.8307316384834625
591,NA,0.8312518157191788,0.8354320767867321,NA,0.9620306148771153,NA,0.8312518157191788
592,NA,0.8317719929548952,0.8358654976244625,NA,0.9633514286127561,NA,0.8317719929548952
593,NA,0.8322921701906115,0.8362994990323597,NA,0.964672242348397,NA,0.8322921701906115
594,NA,0.8328123474263279,0.8367341174882106,NA,0.9659930560840378,NA,0.8328123474263279
595,NA,0.8333325246620442,0.8371693894698026,NA,0.9673138698196787,NA,0.8333325246620442
596,NA,0.8338527018977606,0.8376053514549224,NA,0.9686346835553197,NA,0.8338527018977606
597,NA,0.8343728791334769,0.8380420399213575,NA,0.9699554972909605,NA,0.8343728791334769
598,NA,0.8348930563691933,0.8384794913468946,NA,0.9712763110266014,NA,0.8348930563691933
599,NA,0.8354132336049096,0.8389177422093207,NA,0.9725971247622422,NA,0.8354132336049096
600,NA,0.835933410840626,0.839356828986423,NA,0.9739179384978831,NA,0.835933410840626
601,NA,0.8364535880763424,0.8397967881559887,NA,0.975238752233524,NA,0.8364535880763424
602,NA,0.8369737653120587,0.8402376561958045,NA,0.9765595659691648,NA,0.8369737653120587
603,NA,0.8374939425477751,0.8406794695836578,NA,0.9778803797048057,NA,0.8374939425477751
604,NA,0.8380141197834914,0.8411222647973354,NA,0.9792011934404465,NA,0.8380141197834914
605,NA,0.8385342970192078,0.8415660783146243,NA,0.9805220071760874,NA,0.8385342970192078
606,NA,0.8390544742549241,0.8420109466133118,NA,0.9818428209117283,NA,0.8390544742549241
607,NA,0.8395746514906405,0.8424569061711848,NA,0.9831636346473692,NA,0.8395746514906405
608,NA,0.8400948287263568,0.8429039934660304,NA,0.9844844483830101,NA,0.8400948287263568
609,NA,0.8406150059620732,0.8433522449756355,NA,0.9858052621186509,NA,0.8406150059620732
610,NA,0.8411351831977895,0.8438016971777873,NA,0.9871260758542918,NA,0.8411351831977895
611,NA,0.8416553604335059,0.8442523865502731,NA,0.9884468895899327,NA,0.8416553604335059
612,NA,0.8421755376692222,0.8447043495708793,NA,0.9897677033255735,NA,0.8421755376692222
613,NA,0.8426957149049386,0.8451576227173935,NA,0.9910885170612144,NA,0.8426957149049386
614,NA,0.843215892140655,0.8456122424676025,NA,0.9924093307968552,NA,0.843215892140655
615,NA,0.8437360693763712,0.8460682452992934,NA,0.9937301445324961,NA,0.8437360693763712
616,NA,0.8442562466120876,0.8465256676902533,NA,0.9950509582681369,NA,0.8442562466120876
617,NA,0.8447764238478039,0.8469845461182692,NA,0.9963717720037778,NA,0.8447764238478039
618,NA,0.8452966010835203,0.847444917061128,NA,0.9976925857394188,NA,0.8452966010835203
619,NA,0.8458167783192366,0.8479068169966172,NA,0.9990133994750596,NA,0.8458167783192366
620,NA,0.846336955554953,0.8483702824025234,NA,1.0003342132107005,NA,0.846336955554953
621,NA,0.8468571327906693,0.8488353497566338,NA,1.0016550269463413,NA,0.8468571327906693
622,NA,0.8473773100263857,0.8493020555367354,NA,1.0029758406819822,NA,0.8473773100263857
623,NA,0.847897487262102,0.8497704362206154,NA,1.004296654417623,NA,0.847897487262102
624,NA,0.8484176644978184,0.8502405282860607,NA,1.005617468153264,NA,0.8484176644978184
625,NA,0.8489378417335347,0.8507123682108584,NA,1.0069382818889048,NA,0.8489378417335347
626,NA,0.8494580189692511,0.8511859924727956,NA,1.0082590956245456,NA,0.8494580189692511
627,NA,0.8499781962049675,0.8516614375496594,NA,1.0095799093601865,NA,0.8499781962049675
628,NA,0.8504983734406838,0.8521387399192364,NA,1.0109007230958273,NA,0.8504983734406838
629,NA,0.8510185506764002,0.8526179360593144,NA,1.0122215368314684,NA,0.8510185506764002
630,NA,0.8515387279121165,0.8530990624476797,NA,1.0135423505671093,NA,0.8515387279121165
631,NA,0.8520589051478329,0.85358215556212,NA,1.0148631643027501,NA,0.8520589051478329
632,NA,0.8525790823835492,0.8540672518804219,NA,1.016183978038391,NA,0.8525790823835492
633,NA,0.8530992596192656,0.8545543878803726,NA,1.0175047917740319,NA,0.8530992596192656
634,NA,0.8536194368549819,0.855043600039759,NA,1.0188256055096727,NA,0.8536194368549819
635,NA,0.8541396140906983,0.8555349248363684,NA,1.0201464192453136,NA,0.8541396140906983
636,NA,0.8546597913264146,0.8560283987479879,NA,1.0214672329809544,NA,0.8546597913264146
637,NA,0.855179968562131,0.8565240582524042,NA,1.0227880467165953,NA,0.855179968562131
638,NA,0.8557001457978473,0.8570219398274045,NA,1.0241088604522361,NA,0.8557001457978473
639,0.8562203230335637,0.8562203230335637,0.857522079950776,NA,1.025429674187877,NA,0.8562203230335637
640,NA,0.8567117897187427,0.8580228639045,NA,1.0267504879235179,NA,0.8567117897187427
641,NA,0.8572032564039219,0.8585226618825252,NA,1.0280713016591587,NA,0.8572032564039219
642,NA,0.857694723089101,0.8590214877305897,NA,1.0293921153947996,NA,0.857694723089101
643,NA,0.8581861897742801,0.8595193552944314,NA,1.0307129291304404,NA,0.8581861897742801
644,NA,0.8586776564594593,0.860016278419788,NA,1.0320337428660813,NA,0.8586776564594593
645,NA,0.8591691231446383,0.8605122709523975,NA,1.0333545566017222,NA,0.8591691231446383
646,NA,0.8596605898298174,0.8610073467379978,NA,1.034675370337363,NA,0.8596605898298174
647,NA,0.8601520565149966,0.861501519622327,NA,1.0359961840730039,NA,0.8601520565149966
648,NA,0.8606435232001757,0.861994803451123,NA,1.0373169978086447,NA,0.8606435232001757
649,NA,0.8611349898853548,0.8624872120701236,NA,1.0386378115442856,NA,0.8611349898853548
650,NA,0.8616264565705339,0.8629787593250666,NA,1.0399586252799264,NA,0.8616264565705339
651,NA,0.862117923255713,0.8634694590616903,NA,1.0412794390155673,NA,0.862117923255713
652,NA,0.8626093899408921,0.8639593251257325,NA,1.0426002527512084,NA,0.8626093899408921
653,NA,0.8631008566260713,0.8644483713629307,NA,1.0439210664868492,NA,0.8631008566260713
654,NA,0.8635923233112504,0.8649366116190232,NA,1.04524188022249,NA,0.8635923233112504
655,NA,0.8640837899964294,0.8654240597397479,NA,1.046562693958131,NA,0.8640837899964294
656,NA,0.8645752566816086,0.8659107295708428,NA,1.0478835076937718,NA,0.8645752566816086
657,NA,0.8650667233667877,0.8663966349580456,NA,1.0492043214294127,NA,0.8650667233667877
658,NA,0.8655581900519668,0.8668817897470944,NA,1.0505251351650535,NA,0.8655581900519668
659,NA,0.866049656737146,0.8673662077837269,NA,1.0518459489006944,NA,0.866049656737146
660,NA,0.866541123422325,0.8678499029136812,NA,1.0531667626363352,NA,0.866541123422325
661,NA,0.8670325901075041,0.86833288898269545,NA,1.054487576371976,NA,0.8670325901075041
662,NA,0.8675240567926833,0.8688151798365071,NA,1.055808390107617,NA,0.8675240567926833
663,NA,0.8680155234778624,0.8692967893208543,NA,1.0571292038432578,NA,0.8680155234778624
664,NA,0.8685069901630416,0.8697777312814751,NA,1.0584500175788987,NA,0.8685069901630416
665,NA,0.8689984568482206,0.870258019564107,NA,1.0597708313145395,NA,0.8689984568482206
666,NA,0.8694899235333997,0.8707376680144884,NA,1.0610916450501804,NA,0.8694899235333997
667,NA,0.8699813902185789,0.871216690478357,NA,1.0624124587858212,NA,0.8699813902185789
668,NA,0.870472856903758,0.8716951008014507,NA,1.063733272521462,NA,0.870472856903758
669,NA,0.870964323588937,0.8721729128295076,NA,1.065054086257103,NA,0.870964323588937
670,NA,0.8714557902741162,0.8726501404082652,NA,1.0663748999927438,NA,0.8714557902741162
671,NA,0.8719472569592953,0.8731267973834619,NA,1.0676957137283847,NA,0.8719472569592953
672,NA,0.8724387236444744,0.8736028976008354,NA,1.0690165274640255,NA,0.8724387236444744
673,NA,0.8729301903296536,0.8740784549061238,NA,1.0703373411996664,NA,0.8729301903296536
674,NA,0.8734216570148327,0.8745534831450648,NA,1.0716581549353075,NA,0.8734216570148327
675,NA,0.8739131237000117,0.8750279961633964,NA,1.0729789686709483,NA,0.8739131237000117
676,NA,0.8744045903851909,0.8755020078068563,NA,1.0742997824065892,NA,0.8744045903851909
677,NA,0.87489605707037,0.8759755319211827,NA,1.07562059614223,NA,0.87489605707037
678,NA,0.8753875237555491,0.8764485823521134,NA,1.076941409877871,NA,0.8753875237555491
679,NA,0.8758789904407283,0.8769211729453867,NA,1.0782622236135118,NA,0.8758789904407283
680,NA,0.8763704571259073,0.8773933175467401,NA,1.0795830373491526,NA,0.8763704571259073
681,NA,0.8768619238110864,0.8778650300019114,NA,1.0809038510847935,NA,0.8768619238110864
682,NA,0.8773533904962656,0.8783363241566389,NA,1.0822246648204343,NA,0.8773533904962656
683,NA,0.8778448571814447,0.8788072138566604,NA,1.0835454785560752,NA,0.8778448571814447
684,NA,0.8783363238666237,0.8792777129477138,NA,1.084866292291716,NA,0.8783363238666237
685,NA,0.8788277905518029,0.8797478352755369,NA,1.086187106027357,NA,0.8788277905518029
686,NA,0.879319257236982,0.8802175946858678,NA,1.0875079197629978,NA,0.879319257236982
687,NA,0.8798107239221611,0.8806870050244443,NA,1.0888287334986386,NA,0.8798107239221611
688,NA,0.8803021906073403,0.8811560801370044,NA,1.0901495472342795,NA,0.8803021906073403
689,NA,0.8807936572925193,0.8816248338692861,NA,1.0914703609699203,NA,0.8807936572925193
690,NA,0.8812851239776984,0.8820932800670269,NA,1.0927911747055612,NA,0.8812851239776984
691,NA,0.8817765906628776,0.8825614325759654,NA,1.094111988441202,NA,0.8817765906628776
692,NA,0.8822680573480567,0.8830293052418389,NA,1.095432802176843,NA,0.8822680573480567
693,NA,0.8827595240332358,0.8834969119103857,NA,1.0967536159124838,NA,0.8827595240332358
694,NA,0.883250990718415,0.8839642664273437,NA,1.0980744296481246,NA,0.883250990718415
695,NA,0.883742457403594,0.8844313826384506,NA,1.0993952433837655,NA,0.883742457403594
696,NA,0.8842339240887731,0.8848982743894444,NA,1.1007160571194066,NA,0.8842339240887731
697,NA,0.8847253907739523,0.8853649555260631,NA,1.1020368708550474,NA,0.8847253907739523
698,NA,0.8852168574591314,0.8858314398940446,NA,1.1033576845906883,NA,0.8852168574591314
699,NA,0.8857083241443104,0.8862977413391268,NA,1.1046784983263291,NA,0.8857083241443104
700,NA,0.8861997908294896,0.8867638737070477,NA,1.10599931206197,NA,0.8861997908294896
701,NA,0.8866912575146687,0.8872298508435449,NA,1.1073201257976109,NA,0.8866912575146687
702,NA,0.8871827241998478,0.8876956865943568,NA,1.1086409395332517,NA,0.8871827241998478
703,NA,0.887674190885027,0.8881613948052212,NA,1.1099617532688926,NA,0.887674190885027
704,NA,0.888165657570206,0.8886269893218756,NA,1.1112825670045334,NA,0.888165657570206
705,NA,0.8886571242553851,0.8890924839900586,NA,1.1126033807401743,NA,0.8886571242553851
706,NA,0.8891485909405643,0.8895578926555073,NA,1.1139241944758151,NA,0.8891485909405643
707,NA,0.8896400576257434,0.8900232291639605,NA,1.115245008211456,NA,0.8896400576257434
708,NA,0.8901315243109225,0.8904885073611556,NA,1.1165658219470969,NA,0.8901315243109225
709,NA,0.8906229909961016,0.8909537410928304,NA,1.1178866356827377,NA,0.8906229909961016
710,NA,0.8911144576812807,0.8914189442047232,NA,1.1192074494183786,NA,0.8911144576812807
711,NA,0.8916059243664599,0.8918841305425719,NA,1.1205282631540194,NA,0.8916059243664599
712,NA,0.892097391051639,0.8923493139521141,NA,1.1218490768896603,NA,0.892097391051639
713,NA,0.8925888577368181,0.892814508279088,NA,1.1231698906253011,NA,0.8925888577368181
714,NA,0.8930803244219973,0.8932797273692312,NA,1.124490704360942,NA,0.8930803244219973
715,NA,0.8935717911071763,0.8937449850682823,NA,1.1258115180965829,NA,0.8935717911071763
716,NA,0.8940632577923554,0.8942102952219785,NA,1.1271323318322237,NA,0.8940632577923554
717,NA,0.8945547244775346,0.894675671676058,NA,1.1284531455678646,NA,0.8945547244775346
718,NA,0.8950461911627137,0.8951411282762587,NA,1.1297739593035057,NA,0.8950461911627137
719,NA,0.8955376578478927,0.8956066788683185,NA,1.1310947730391465,NA,0.8955376578478927
720,NA,0.8960291245330719,0.8960723372979754,NA,1.1324155867747874,NA,0.8960291245330719
721,NA,0.896520591218251,0.8965381174109672,NA,1.1337364005104282,NA,0.896520591218251
