days_ahead,rmse_quarterly,rmse_linear,rmse_loess,rmse_daily,adjustment_ratio,rmse_daily_adjusted,rmse_combined
39,NA,0.36759818966643104,NA,0.07218032973047406,0.2329414328033563,0.30986471089240275,0.30986471089240275
40,NA,0.36759818966643104,NA,0.08421910200695085,0.2342622465389972,0.35950778775158315,0.35950778775158315
41,NA,0.36759818966643104,NA,0.08238044951041604,0.23558306027463805,0.3496874920224678,0.3496874920224678
42,NA,0.36759818966643104,NA,0.08769026931953967,0.2369038740102789,0.3701512678333615,0.3701512678333615
43,NA,0.36759818966643104,NA,0.09413481628156149,0.23822468774591976,0.3951513891035578,0.3951513891035578
44,NA,0.36759818966643104,NA,NA,0.23954550148156065,NA,0.36759818966643104
45,NA,0.36759818966643104,NA,NA,0.2408663152172015,NA,0.36759818966643104
46,NA,0.36759818966643104,NA,0.08594395636904133,0.2421871289528424,0.3548659119113467,0.3548659119113467
47,NA,0.36759818966643104,NA,0.09518201187522539,0.24350794268848325,0.39087846919634395,0.39087846919634395
48,NA,0.36759818966643104,NA,0.08836477427874569,0.2448287564241241,0.36092481769449,0.36092481769449
49,NA,0.36759818966643104,NA,0.10305742735646677,0.24614957015976496,0.41867807158703013,0.41867807158703013
50,NA,0.36759818966643104,NA,0.09456377579341808,0.24747038389540585,0.3821215868537456,0.3821215868537456
51,NA,0.36759818966643104,NA,NA,0.24879119763104673,NA,0.36759818966643104
52,NA,0.36759818966643104,NA,NA,0.2501120113666876,NA,0.36759818966643104
53,NA,0.36759818966643104,NA,0.08357880512825441,0.25143282510232845,0.3324100784940845,0.3324100784940845
54,NA,0.36759818966643104,NA,0.07767453465153852,0.2527536388379693,0.3073132201326395,0.3073132201326395
55,NA,0.36759818966643104,NA,0.08256310717667212,0.25407445257361017,0.3249563517321838,0.3249563517321838
56,NA,0.36759818966643104,NA,0.09709234303962033,0.255395266309251,0.38016500635549727,0.38016500635549727
57,NA,0.36759818966643104,NA,0.09985704067029277,0.25671608004489194,0.3889785191984498,0.3889785191984498
58,NA,0.36759818966643104,NA,NA,0.2580368937805328,NA,0.36759818966643104
59,NA,0.36759818966643104,NA,NA,0.25935770751617365,NA,0.36759818966643104
60,NA,0.36759818966643104,NA,0.09636668750941992,0.2606785212518145,0.36967636246612756,0.36967636246612756
61,NA,0.36759818966643104,NA,0.10019212313581094,0.2619993349874554,0.3824136543728562,0.3824136543728562
62,NA,0.36759818966643104,NA,0.09915716240969485,0.2633201487230963,0.3765650402771385,0.3765650402771385
63,NA,0.36759818966643104,NA,0.09773323751051083,0.26464096245873714,0.36930502595851694,0.36930502595851694
64,NA,0.36759818966643104,NA,0.09212762886344311,0.265961776194378,0.34639424575098227,0.34639424575098227
65,NA,0.36759818966643104,NA,NA,0.26728258993001885,NA,0.36759818966643104
66,NA,0.36759818966643104,NA,NA,0.2686034036656597,NA,0.36759818966643104
67,NA,0.36759818966643104,NA,0.095286648878767935,0.26992421740130057,0.3530125966322754,0.3530125966322754
68,NA,0.36759818966643104,NA,0.09942140305093021,0.2712450311369415,0.366537232531777,0.366537232531777
69,NA,0.36759818966643104,NA,0.09636668750942172,0.27256584487258234,0.3535537901106821,0.3535537901106821
70,NA,0.36759818966643104,NA,0.11149151152826586,0.2738866586082232,0.4070717138790872,0.4070717138790872
71,NA,0.36759818966643104,NA,0.11293961724239157,0.27520747234386406,0.4103799082216658,0.4103799082216658
72,NA,0.36759818966643104,NA,NA,0.27652828607950497,NA,0.36759818966643104
73,NA,0.36759818966643104,NA,NA,0.27784909981514583,NA,0.36759818966643104
74,NA,0.36759818966643104,NA,0.11289744608862243,0.2791699135507867,0.4044040586346497,0.4044040586346497
75,NA,0.36759818966643104,NA,0.10192380260989793,0.28049072728642754,0.36337672762285944,0.36337672762285944
76,NA,0.36759818966643104,NA,0.11634663064110828,0.2818115410220684,0.4128526114265749,0.4128526114265749
77,NA,0.36759818966643104,NA,0.1168332144554785,0.28313235475770926,0.41264522578303925,0.41264522578303925
78,NA,0.36759818966643104,NA,0.10420696190317932,0.2844531684933501,0.3663413645737451,0.3663413645737451
79,NA,0.36759818966643104,NA,NA,0.28577398222899103,NA,0.36759818966643104
80,NA,0.36759818966643104,NA,NA,0.2870947959646319,NA,0.36759818966643104
81,NA,0.36759818966643104,NA,0.10766108438479388,0.28841560970027275,0.3732845267864573,0.3732845267864573
82,NA,0.36759818966643104,NA,0.1262171510959165,0.2897364234359136,0.43562749066595796,0.43562749066595796
83,NA,0.36759818966643104,NA,0.12869537676233897,0.2910572371715545,0.4421651837727146,0.4421651837727146
84,NA,0.36759818966643104,NA,0.13814011838598136,0.2923780509071954,0.47247089156439054,0.47247089156439054
85,NA,0.36759818966643104,NA,0.1608959290970419,0.29369886464283623,0.5478261868417692,0.5478261868417692
86,NA,0.36759818966643104,NA,NA,0.2950196783784771,NA,0.36759818966643104
87,NA,0.36759818966643104,NA,NA,0.29634049211411795,NA,0.36759818966643104
88,NA,0.36759818966643104,NA,0.13625191130157924,0.2976613058497588,0.45774142834121295,0.45774142834121295
89,NA,0.36759818966643104,NA,0.15279538138120766,0.29898211958539966,0.5110519036827017,0.5110519036827017
90,NA,0.36759818966643104,NA,0.19221298950210022,0.3003029333210406,0.6400636429901729,0.6400636429901729
91,0.36759818966643104,0.36759818966643104,0.40871949193401946,0.15297687105220598,0.30162374705668143,0.5071778085942895,0.5071778085942895
92,NA,0.3696764643232087,0.4100378205063261,0.1858151574206799,0.3029445607923223,0.6133635703334572,0.6133635703334572
93,NA,0.3717547389799864,0.4113546290005234,NA,0.30426537452796315,NA,0.3717547389799864
94,NA,0.373833013636764,0.4126699085013341,NA,0.30558618826360406,NA,0.373833013636764
95,NA,0.3759112882935417,0.4139836500934814,0.12330517696620437,0.3069070019992449,0.40176723294995964,0.40176723294995964
96,NA,0.3779895629503194,0.41529584486168825,0.14391114156543683,0.3082278157348858,0.46689861919930775,0.46689861919930775
97,NA,0.38006783760709706,0.41660648389067767,0.1429233477544312,0.30954862947052664,0.4617153304761748,0.4617153304761748
98,NA,0.38214611226387474,0.41791555826517257,0.1346832704285648,0.3108694432061675,0.4332470539384706,0.4332470539384706
99,NA,0.3842243869206524,0.419223059069896,0.10376254944182244,0.31219025694180835,0.3323695955737772,0.3323695955737772
100,NA,0.38630266157743004,0.42052897738957096,NA,0.3135110706774492,NA,0.38630266157743004
101,NA,0.3883809362342077,0.4218333043089204,NA,0.31483188441309007,NA,0.3883809362342077
102,NA,0.3904592108909854,0.4231360309126674,0.09140989678787201,0.316152698148731,0.28913211028447117,0.28913211028447117
103,NA,0.3925374855477631,0.4244371482855349,0.11162264727471383,0.31747351188437184,0.3515967256990193,0.3515967256990193
104,NA,0.39461576020454076,0.4257366475122459,0.12452988519906578,0.3187943256200127,0.39062767179708,0.39062767179708
105,NA,0.3966940348613184,0.4270345196775234,0.13739281536632822,0.3201151393556536,0.4291981180361556,0.4291981180361556
106,NA,0.39877230951809606,0.42833075586609043,0.13464238347775773,0.32143595309129447,0.418877795663127,0.418877795663127
107,NA,0.40085058417487374,0.42962534716267,NA,0.3227567668269353,NA,0.40085058417487374
108,NA,0.4029288588316514,0.43091828465198495,NA,0.3240775805625762,NA,0.4029288588316514
109,NA,0.4050071334884291,0.43220955941875844,0.11067103018892077,0.32539839429821704,0.34010933098672386,0.34010933098672386
110,NA,0.4070854081452067,0.4334991625477135,0.12179743587044878,0.3267192080338579,0.3727893337015769,0.3727893337015769
111,NA,0.4091636828019844,0.43478708512357295,0.1296667325818863,0.32804002176949876,0.3952771734450078,0.3952771734450078
112,NA,0.4112419574587621,0.4360733182310599,0.13380422799213576,0.3293608355051396,0.40625421594805183,0.40625421594805183
113,NA,0.41332023211553975,0.4373578529548973,0.1317704881165043,0.33068164924078053,0.3984814047560218,0.3984814047560218
114,NA,0.41539850677231743,0.43864068037980825,NA,0.3320024629764214,NA,0.41539850677231743
115,NA,0.4174767814290951,0.43992179159051553,NA,0.33332327671206224,NA,0.4174767814290951
116,NA,0.41955505608587274,0.44120117767174244,0.1136606792166916,0.33464409044770316,0.3396464556258286,0.3396464556258286
117,NA,0.4216333307426504,0.44247882970821184,0.16050144636642655,0.335964904183344,0.4777327761558008,0.4777327761558008
118,NA,0.4237116053994281,0.4437547387846466,0.16708637629339462,0.3372857179189849,0.4953852695699624,0.4953852695699624
119,NA,0.42578988005620577,0.4450288959857697,0.16947316556362027,0.33860653165462573,0.5005017615445194,0.5005017615445194
120,NA,0.42786815471298345,0.44630129239630456,0.16328655792808183,0.3399273453902666,0.48035722969158146,0.48035722969158146
121,NA,0.4299464293697611,0.44757191910097377,NA,0.34124815912590745,NA,0.4299464293697611
122,NA,0.43202470402653875,0.4488407671845003,NA,0.3425689728615483,NA,0.43202470402653875
123,NA,0.43410297868331643,0.4501078277316073,0.15051194688079292,0.34388978659718916,0.4376749550200894,0.4376749550200894
124,NA,0.4361812533400941,0.45137309182701785,0.15468285526937356,0.3452106003328301,0.4480825766075497,0.4480825766075497
125,NA,0.4382595279968718,0.4526365505554548,0.17548285035646857,0.34653141406847093,0.5063981019677339,0.5063981019677339
126,NA,0.44033780265364947,0.45389819500164114,0.16005579384344965,0.3478522278041118,0.4601258265724918,0.4601258265724918
127,NA,0.4424160773104271,0.4551580162502998,0.1939018222365808,0.3491730415397527,0.5553172758742472,0.5553172758742472
128,NA,0.44449435196720477,0.45641600538615423,NA,0.35049385527539356,NA,0.44449435196720477
129,NA,0.44657262662398245,0.45767215349392687,NA,0.3518146690110344,NA,0.44657262662398245
130,NA,0.44865090128076013,0.4589264516583409,0.13584611391816312,0.3531354827466753,0.3846855401262905,0.3846855401262905
131,NA,0.4507291759375378,0.46017889096411946,0.14166421566507226,0.35445629648231614,0.3996662411444563,0.3996662411444563
132,NA,0.45280745059431543,0.4614294624959853,0.1285912683105452,0.355777110217957,0.36143772215072334,0.36143772215072334
133,NA,0.4548857252510931,0.4626781573386617,0.11773911839316697,0.35709792395359785,0.32971101340949344,0.32971101340949344
134,NA,0.4569639999078708,0.46392496657687143,0.095564114603758,0.3584187376892387,0.2666270051054511,0.2666270051054511
135,NA,0.45904227456464847,0.46516988129533754,NA,0.3597395514248796,NA,0.45904227456464847
136,NA,0.46112054922142615,0.4664128925787832,NA,0.3610603651605205,NA,0.46112054922142615
137,NA,0.46319882387820377,0.4676539915119311,0.11421134255944551,0.36238117889616134,0.3151690794409945,0.3151690794409945
138,NA,0.46527709853498145,0.4688931691795044,0.11378116648265635,0.36370199263180225,0.31284174623107985,0.31284174623107985
139,NA,0.4673553731917591,0.4701304166662262,0.1256648983076313,0.3650228063674431,0.3442658817902276,0.3442658817902276
140,NA,0.4694336478485368,0.47136572505681934,0.11120839757998528,0.36634362010308397,0.3035630797902057,0.3035630797902057
141,NA,0.4715119225053145,0.4725990854360068,0.1272546659262448,0.3676644338387248,0.3461163338471427,0.3461163338471427
142,NA,0.47359019716209216,0.4738304888885118,NA,0.3689852475743657,NA,0.47359019716209216
143,NA,0.4756684718188698,0.47505992649905704,NA,0.37030606131000654,NA,0.4756684718188698
144,NA,0.47774674647564747,0.4762873893523657,0.12940693121372515,0.3716268750456474,0.34821736505959083,0.34821736505959083
145,NA,0.47982502113242514,0.4775128685331608,0.14968147999851697,0.37294768878128826,0.40134711784283583,0.40134711784283583
146,NA,0.4819032957892028,0.47873635512616514,0.14540890619215963,0.3742685025169291,0.3885149437216732,0.3885149437216732
147,NA,0.4839815704459805,0.4799578402161019,0.14295642154705546,0.37558931625257,0.38061897759339486,0.38061897759339486
