"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2023-07-04,2022-04-21,"0.10%",-300,0.1,0
2023-07-04,2022-04-21,"0.35%",-300,0.35,0
2023-07-04,2022-04-21,"0.60%",-300,0.6,0
2023-07-04,2022-04-21,"0.85%",-275,0.85,0
2023-07-04,2022-04-21,"1.10%",-250,1.1,0
2023-07-04,2022-04-21,"1.35%",-225,1.35,0
2023-07-04,2022-04-21,"1.60%",-200,1.6,0
2023-07-04,2022-04-21,"1.85%",-175,1.85,0
2023-07-04,2022-04-21,"2.10%",-150,2.1,0.0292993460836236
2023-07-04,2022-04-21,"2.35%",-125,2.35,0.0684197264696856
2023-07-04,2022-04-21,"2.60%",-100,2.6,0.125214517999831
2023-07-04,2022-04-21,"2.85%",-75,2.85,0.179601696085077
2023-07-04,2022-04-21,"3.10%",-50,3.1,0.201914875611166
2023-07-04,2022-04-21,"3.35%",-25,3.35,0.177924109879033
2023-07-04,2022-04-21,"3.60%",0,3.6,0.122886140714491
2023-07-04,2022-04-21,"3.85%",25,3.85,0.0665200220270038
2023-07-04,2022-04-21,"4.10%",50,4.1,0.0282195651300889
2023-07-04,2022-04-21,"4.35%",75,4.35,0
2023-07-04,2022-04-21,"4.60%",100,4.6,0
2023-07-04,2022-04-21,"4.85%",125,4.85,0
2023-07-04,2022-04-21,"5.10%",150,5.1,0
2023-07-04,2022-04-21,"5.35%",175,5.35,0
2023-07-04,2022-04-21,"5.60%",200,5.6,0
2023-07-04,2022-04-21,"5.85%",225,5.85,0
2023-07-04,2022-04-21,"6.10%",250,6.1,0
2023-07-04,2022-04-26,"0.10%",-300,0.1,0
2023-07-04,2022-04-26,"0.35%",-300,0.35,0
2023-07-04,2022-04-26,"0.60%",-300,0.6,0
2023-07-04,2022-04-26,"0.85%",-275,0.85,0
2023-07-04,2022-04-26,"1.10%",-250,1.1,0
2023-07-04,2022-04-26,"1.35%",-225,1.35,0
2023-07-04,2022-04-26,"1.60%",-200,1.6,0
2023-07-04,2022-04-26,"1.85%",-175,1.85,0
2023-07-04,2022-04-26,"2.10%",-150,2.1,0
2023-07-04,2022-04-26,"2.35%",-125,2.35,0.0260475990575632
2023-07-04,2022-04-26,"2.60%",-100,2.6,0.0604476389939316
2023-07-04,2022-04-26,"2.85%",-75,2.85,0.111715192412862
2023-07-04,2022-04-26,"3.10%",-50,3.1,0.164434577907139
2023-07-04,2022-04-26,"3.35%",-25,3.35,0.192769903823459
2023-07-04,2022-04-26,"3.60%",0,3.6,0.179993828586532
2023-07-04,2022-04-26,"3.85%",25,3.85,0.133858273843026
2023-07-04,2022-04-26,"4.10%",50,4.1,0.0792845994381744
2023-07-04,2022-04-26,"4.35%",75,4.35,0.037399470192538
2023-07-04,2022-04-26,"4.60%",100,4.6,0.0140489157447739
2023-07-04,2022-04-26,"4.85%",125,4.85,0
2023-07-04,2022-04-26,"5.10%",150,5.1,0
2023-07-04,2022-04-26,"5.35%",175,5.35,0
2023-07-04,2022-04-26,"5.60%",200,5.6,0
2023-07-04,2022-04-26,"5.85%",225,5.85,0
2023-07-04,2022-04-26,"6.10%",250,6.1,0
2023-07-04,2022-04-27,"0.10%",-300,0.1,0
2023-07-04,2022-04-27,"0.35%",-300,0.35,0
2023-07-04,2022-04-27,"0.60%",-300,0.6,0
2023-07-04,2022-04-27,"0.85%",-275,0.85,0
2023-07-04,2022-04-27,"1.10%",-250,1.1,0
