"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2024-11-05,2023-06-02,"0.10%",-300,0.1,0
2024-11-05,2023-06-02,"0.35%",-300,0.35,0
2024-11-05,2023-06-02,"0.60%",-300,0.6,0
2024-11-05,2023-06-02,"0.85%",-275,0.85,0
2024-11-05,2023-06-02,"1.10%",-250,1.1,0
2024-11-05,2023-06-02,"1.35%",-225,1.35,0
2024-11-05,2023-06-02,"1.60%",-200,1.6,0
2024-11-05,2023-06-02,"1.85%",-175,1.85,0
2024-11-05,2023-06-02,"2.10%",-150,2.1,0.0107665168910707
2024-11-05,2023-06-02,"2.35%",-125,2.35,0.0269661301396677
2024-11-05,2023-06-02,"2.60%",-100,2.6,0.0561968004890962
2024-11-05,2023-06-02,"2.85%",-75,2.85,0.097447475627554
2024-11-05,2023-06-02,"3.10%",-50,3.1,0.140607414374542
2024-11-05,2023-06-02,"3.35%",-25,3.35,0.168823529460834
2024-11-05,2023-06-02,"3.60%",0,3.6,0.168674381837485
2024-11-05,2023-06-02,"3.85%",25,3.85,0.140235076766953
2024-11-05,2023-06-02,"4.10%",50,4.1,0.0970177612289411
2024-11-05,2023-06-02,"4.35%",75,4.35,0.0558501526764847
2024-11-05,2023-06-02,"4.60%",100,4.6,0.0267524388121903
2024-11-05,2023-06-02,"4.85%",125,4.85,0.0106623216951811
2024-11-05,2023-06-02,"5.10%",150,5.1,0
2024-11-05,2023-06-02,"5.35%",175,5.35,0
2024-11-05,2023-06-02,"5.60%",200,5.6,0
2024-11-05,2023-06-02,"5.85%",225,5.85,0
2024-11-05,2023-06-02,"6.10%",250,6.1,0
2024-11-05,2023-06-03,"0.10%",-300,0.1,0
2024-11-05,2023-06-03,"0.35%",-300,0.35,0
2024-11-05,2023-06-03,"0.60%",-300,0.6,0
2024-11-05,2023-06-03,"0.85%",-275,0.85,0
2024-11-05,2023-06-03,"1.10%",-250,1.1,0
2024-11-05,2023-06-03,"1.35%",-225,1.35,0
2024-11-05,2023-06-03,"1.60%",-200,1.6,0
2024-11-05,2023-06-03,"1.85%",-175,1.85,0
2024-11-05,2023-06-03,"2.10%",-150,2.1,0
2024-11-05,2023-06-03,"2.35%",-125,2.35,0.0238840580585426
2024-11-05,2023-06-03,"2.60%",-100,2.6,0.0506730854506631
2024-11-05,2023-06-03,"2.85%",-75,2.85,0.0898611436444607
2024-11-05,2023-06-03,"3.10%",-50,3.1,0.133199936204271
2024-11-05,2023-06-03,"3.35%",-25,3.35,0.165037265754973
2024-11-05,2023-06-03,"3.60%",0,3.6,0.170926968327818
2024-11-05,2023-06-03,"3.85%",25,3.85,0.147975729024728
2024-11-05,2023-06-03,"4.10%",50,4.1,0.107082521216643
2024-11-05,2023-06-03,"4.35%",75,4.35,0.0647720914804353
2024-11-05,2023-06-03,"4.60%",100,4.6,0.0327482264221419
2024-11-05,2023-06-03,"4.85%",125,4.85,0.0138389744153233
