"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2025-05-20,2023-12-01,"0.10%",-300,0.1,0
2025-05-20,2023-12-01,"0.35%",-300,0.35,0
2025-05-20,2023-12-01,"0.60%",-300,0.6,0
2025-05-20,2023-12-01,"0.85%",-275,0.85,0
2025-05-20,2023-12-01,"1.10%",-250,1.1,0
2025-05-20,2023-12-01,"1.35%",-225,1.35,0
2025-05-20,2023-12-01,"1.60%",-200,1.6,0
2025-05-20,2023-12-01,"1.85%",-175,1.85,0
2025-05-20,2023-12-01,"2.10%",-150,2.1,0
2025-05-20,2023-12-01,"2.35%",-125,2.35,0
2025-05-20,2023-12-01,"2.60%",-100,2.6,0
2025-05-20,2023-12-01,"2.85%",-75,2.85,0.022641836320656
2025-05-20,2023-12-01,"3.10%",-50,3.1,0.0503539031972338
2025-05-20,2023-12-01,"3.35%",-25,3.35,0.0921885659659579
2025-05-20,2023-12-01,"3.60%",0,3.6,0.138950380075602
2025-05-20,2023-12-01,"3.85%",25,3.85,0.172421905496213
2025-05-20,2023-12-01,"4.10%",50,4.1,0.176149390795586
2025-05-20,2023-12-01,"4.35%",75,4.35,0.14815845813937
2025-05-20,2023-12-01,"4.60%",100,4.6,0.102594374929968
2025-05-20,2023-12-01,"4.85%",125,4.85,0.0584874022226244
2025-05-20,2023-12-01,"5.10%",150,5.1,0.02744906497001
2025-05-20,2023-12-01,"5.35%",175,5.35,0.0106047178867791
2025-05-20,2023-12-01,"5.60%",200,5.6,0
2025-05-20,2023-12-01,"5.85%",225,5.85,0
2025-05-20,2023-12-01,"6.10%",250,6.1,0
2025-05-20,2023-12-04,"0.10%",-300,0.1,0
2025-05-20,2023-12-04,"0.35%",-300,0.35,0
2025-05-20,2023-12-04,"0.60%",-300,0.6,0
2025-05-20,2023-12-04,"0.85%",-275,0.85,0
2025-05-20,2023-12-04,"1.10%",-250,1.1,0
2025-05-20,2023-12-04,"1.35%",-225,1.35,0
2025-05-20,2023-12-04,"1.60%",-200,1.6,0
2025-05-20,2023-12-04,"1.85%",-175,1.85,0
2025-05-20,2023-12-04,"2.10%",-150,2.1,0
2025-05-20,2023-12-04,"2.35%",-125,2.35,0.0187317947740136
2025-05-20,2023-12-04,"2.60%",-100,2.6,0.0329444123975785
2025-05-20,2023-12-04,"2.85%",-75,2.85,0.0525438692303121
2025-05-20,2023-12-04,"3.10%",-50,3.1,0.0759979419411925
2025-05-20,2023-12-04,"3.35%",-25,3.35,0.0996832921797937
2025-05-20,2023-12-04,"3.60%",0,3.6,0.118572672063954
2025-05-20,2023-12-04,"3.85%",25,3.85,0.127905474451333
2025-05-20,2023-12-04,"4.10%",50,4.1,0.125122730445991
2025-05-20,2023-12-04,"4.35%",75,4.35,0.111000713640884
2025-05-20,2023-12-04,"4.60%",100,4.6,0.0893012201441866
2025-05-20,2023-12-04,"4.85%",125,4.85,0.0651523865822629
2025-05-20,2023-12-04,"5.10%",150,5.1,0.0431065729469427
2025-05-20,2023-12-04,"5.35%",175,5.35,0.0258639878423893
2025-05-20,2023-12-04,"5.60%",200,5.6,0.0140729313591662
2025-05-20,2023-12-04,"5.85%",225,5.85,0
2025-05-20,2023-12-04,"6.10%",250,6.1,0
2025-05-20,2023-12-05,"0.10%",-300,0.1,0
2025-05-20,2023-12-05,"0.35%",-300,0.35,0
2025-05-20,2023-12-05,"0.60%",-300,0.6,0
2025-05-20,2023-12-05,"0.85%",-275,0.85,0
2025-05-20,2023-12-05,"1.10%",-250,1.1,0
2025-05-20,2023-12-05,"1.35%",-225,1.35,0
2025-05-20,2023-12-05,"1.60%",-200,1.6,0
2025-05-20,2023-12-05,"1.85%",-175,1.85,0
2025-05-20,2023-12-05,"2.10%",-150,2.1,0
2025-05-20,2023-12-05,"2.35%",-125,2.35,0.0198211348842002
2025-05-20,2023-12-05,"2.60%",-100,2.6,0.0347188938502184
2025-05-20,2023-12-05,"2.85%",-75,2.85,0.0550666576932529
2025-05-20,2023-12-05,"3.10%",-50,3.1,0.079085829162547
2025-05-20,2023-12-05,"3.35%",-25,3.35,0.10284828214934
2025-05-20,2023-12-05,"3.60%",0,3.6,0.121111330104739
2025-05-20,2023-12-05,"3.85%",25,3.85,0.129140498371939
2025-05-20,2023-12-05,"4.10%",50,4.1,0.124689627499209
2025-05-20,2023-12-05,"4.35%",75,4.35,0.109015501011751
2025-05-20,2023-12-05,"4.60%",100,4.6,0.0863049598137457
2025-05-20,2023-12-05,"4.85%",125,4.85,0.0618688414741678
2025-05-20,2023-12-05,"5.10%",150,5.1,0.0401601888914705
2025-05-20,2023-12-05,"5.35%",175,5.35,0.023605081356535
2025-05-20,2023-12-05,"5.60%",200,5.6,0.0125631737368844
2025-05-20,2023-12-05,"5.85%",225,5.85,0
2025-05-20,2023-12-05,"6.10%",250,6.1,0
2025-05-20,2023-12-06,"0.10%",-300,0.1,0
2025-05-20,2023-12-06,"0.35%",-300,0.35,0
2025-05-20,2023-12-06,"0.60%",-300,0.6,0
2025-05-20,2023-12-06,"0.85%",-275,0.85,0
2025-05-20,2023-12-06,"1.10%",-250,1.1,0
2025-05-20,2023-12-06,"1.35%",-225,1.35,0
2025-05-20,2023-12-06,"1.60%",-200,1.6,0
2025-05-20,2023-12-06,"1.85%",-175,1.85,0
2025-05-20,2023-12-06,"2.10%",-150,2.1,0.0109252533423853
2025-05-20,2023-12-06,"2.35%",-125,2.35,0.0220674299413272
2025-05-20,2023-12-06,"2.60%",-100,2.6,0.0397637731827597
2025-05-20,2023-12-06,"2.85%",-75,2.85,0.0639207963477859
2025-05-20,2023-12-06,"3.10%",-50,3.1,0.0916680728025491
2025-05-20,2023-12-06,"3.35%",-25,3.35,0.117278211013784
2025-05-20,2023-12-06,"3.60%",0,3.6,0.13385704303544
2025-05-20,2023-12-06,"3.85%",25,3.85,0.136298323639847
2025-05-20,2023-12-06,"4.10%",50,4.1,0.123812728563931
2025-05-20,2023-12-06,"4.35%",75,4.35,0.100337906833527
2025-05-20,2023-12-06,"4.60%",100,4.6,0.0725418426727843
2025-05-20,2023-12-06,"4.85%",125,4.85,0.0467879648595346
2025-05-20,2023-12-06,"5.10%",150,5.1,0.0269215069004272
2025-05-20,2023-12-06,"5.35%",175,5.35,0.0138191468639171
2025-05-20,2023-12-06,"5.60%",200,5.6,0
2025-05-20,2023-12-06,"5.85%",225,5.85,0
2025-05-20,2023-12-06,"6.10%",250,6.1,0
2025-05-20,2023-12-07,"0.10%",-300,0.1,0
2025-05-20,2023-12-07,"0.35%",-300,0.35,0
2025-05-20,2023-12-07,"0.60%",-300,0.6,0
2025-05-20,2023-12-07,"0.85%",-275,0.85,0
2025-05-20,2023-12-07,"1.10%",-250,1.1,0
2025-05-20,2023-12-07,"1.35%",-225,1.35,0
2025-05-20,2023-12-07,"1.60%",-200,1.6,0
2025-05-20,2023-12-07,"1.85%",-175,1.85,0
2025-05-20,2023-12-07,"2.10%",-150,2.1,0
2025-05-20,2023-12-07,"2.35%",-125,2.35,0.0190221180427991
2025-05-20,2023-12-07,"2.60%",-100,2.6,0.0359452528646682
2025-05-20,2023-12-07,"2.85%",-75,2.85,0.0601969370598503
2025-05-20,2023-12-07,"3.10%",-50,3.1,0.0893430415465113
2025-05-20,2023-12-07,"3.35%",-25,3.35,0.117517654914118
2025-05-20,2023-12-07,"3.60%",0,3.6,0.136994562323059
2025-05-20,2023-12-07,"3.85%",25,3.85,0.141534519455893
2025-05-20,2023-12-07,"4.10%",50,4.1,0.12959267862004
2025-05-20,2023-12-07,"4.35%",75,4.35,0.10516156185155
2025-05-20,2023-12-07,"4.60%",100,4.6,0.0756294066766027
2025-05-20,2023-12-07,"4.85%",125,4.85,0.0482035831387959
2025-05-20,2023-12-07,"5.10%",150,5.1,0.0272282675586931
2025-05-20,2023-12-07,"5.35%",175,5.35,0.01363041594742
2025-05-20,2023-12-07,"5.60%",200,5.6,0
2025-05-20,2023-12-07,"5.85%",225,5.85,0
2025-05-20,2023-12-07,"6.10%",250,6.1,0
2025-05-20,2023-12-08,"0.10%",-300,0.1,0
2025-05-20,2023-12-08,"0.35%",-300,0.35,0
2025-05-20,2023-12-08,"0.60%",-300,0.6,0
2025-05-20,2023-12-08,"0.85%",-275,0.85,0
2025-05-20,2023-12-08,"1.10%",-250,1.1,0
2025-05-20,2023-12-08,"1.35%",-225,1.35,0
2025-05-20,2023-12-08,"1.60%",-200,1.6,0
2025-05-20,2023-12-08,"1.85%",-175,1.85,0
2025-05-20,2023-12-08,"2.10%",-150,2.1,0
2025-05-20,2023-12-08,"2.35%",-125,2.35,0
2025-05-20,2023-12-08,"2.60%",-100,2.6,0
2025-05-20,2023-12-08,"2.85%",-75,2.85,0.025599604055366
2025-05-20,2023-12-08,"3.10%",-50,3.1,0.0683162382103044
2025-05-20,2023-12-08,"3.35%",-25,3.35,0.135507471446813
2025-05-20,2023-12-08,"3.60%",0,3.6,0.199810171220535
2025-05-20,2023-12-08,"3.85%",25,3.85,0.219041125899155
2025-05-20,2023-12-08,"4.10%",50,4.1,0.178524042290436
2025-05-20,2023-12-08,"4.35%",75,4.35,0.108170836999003
2025-05-20,2023-12-08,"4.60%",100,4.6,0.0487210475793064
2025-05-20,2023-12-08,"4.85%",125,4.85,0.0163094622990812
2025-05-20,2023-12-08,"5.10%",150,5.1,0
2025-05-20,2023-12-08,"5.35%",175,5.35,0
2025-05-20,2023-12-08,"5.60%",200,5.6,0
2025-05-20,2023-12-08,"5.85%",225,5.85,0
2025-05-20,2023-12-08,"6.10%",250,6.1,0
2025-05-20,2023-12-11,"0.10%",-300,0.1,0
2025-05-20,2023-12-11,"0.35%",-300,0.35,0
2025-05-20,2023-12-11,"0.60%",-300,0.6,0
2025-05-20,2023-12-11,"0.85%",-275,0.85,0
2025-05-20,2023-12-11,"1.10%",-250,1.1,0
2025-05-20,2023-12-11,"1.35%",-225,1.35,0
2025-05-20,2023-12-11,"1.60%",-200,1.6,0
2025-05-20,2023-12-11,"1.85%",-175,1.85,0
2025-05-20,2023-12-11,"2.10%",-150,2.1,0
2025-05-20,2023-12-11,"2.35%",-125,2.35,0
2025-05-20,2023-12-11,"2.60%",-100,2.6,0.0187402332967006
