"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2023-11-07,2022-06-02,"0.10%",-300,0.1,0
2023-11-07,2022-06-02,"0.35%",-300,0.35,0
2023-11-07,2022-06-02,"0.60%",-300,0.6,0
2023-11-07,2022-06-02,"0.85%",-275,0.85,0
2023-11-07,2022-06-02,"1.10%",-250,1.1,0
2023-11-07,2022-06-02,"1.35%",-225,1.35,0
2023-11-07,2022-06-02,"1.60%",-200,1.6,0
2023-11-07,2022-06-02,"1.85%",-175,1.85,0
2023-11-07,2022-06-02,"2.10%",-150,2.1,0
2023-11-07,2022-06-02,"2.35%",-125,2.35,0.0204500993308243
2023-11-07,2022-06-02,"2.60%",-100,2.6,0.0502231114908705
2023-11-07,2022-06-02,"2.85%",-75,2.85,0.0981858958245446
2023-11-07,2022-06-02,"3.10%",-50,3.1,0.152813280226873
2023-11-07,2022-06-02,"3.35%",-25,3.35,0.189347361041731
2023-11-07,2022-06-02,"3.60%",0,3.6,0.186789831275464
2023-11-07,2022-06-02,"3.85%",25,3.85,0.146704151300173
2023-11-07,2022-06-02,"4.10%",50,4.1,0.0917309553203298
2023-11-07,2022-06-02,"4.35%",75,4.35,0.0456617901916751
2023-11-07,2022-06-02,"4.60%",100,4.6,0.0180935239975143
2023-11-07,2022-06-02,"4.85%",125,4.85,0
2023-11-07,2022-06-02,"5.10%",150,5.1,0
2023-11-07,2022-06-02,"5.35%",175,5.35,0
2023-11-07,2022-06-02,"5.60%",200,5.6,0
2023-11-07,2022-06-02,"5.85%",225,5.85,0
2023-11-07,2022-06-02,"6.10%",250,6.1,0
2023-11-07,2022-06-03,"0.10%",-300,0.1,0
2023-11-07,2022-06-03,"0.35%",-300,0.35,0
2023-11-07,2022-06-03,"0.60%",-300,0.6,0
2023-11-07,2022-06-03,"0.85%",-275,0.85,0
2023-11-07,2022-06-03,"1.10%",-250,1.1,0
2023-11-07,2022-06-03,"1.35%",-225,1.35,0
2023-11-07,2022-06-03,"1.60%",-200,1.6,0
2023-11-07,2022-06-03,"1.85%",-175,1.85,0
2023-11-07,2022-06-03,"2.10%",-150,2.1,0
