"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2023-08-01,2022-04-21,"0.10%",-300,0.1,0
2023-08-01,2022-04-21,"0.35%",-300,0.35,0
2023-08-01,2022-04-21,"0.60%",-300,0.6,0
2023-08-01,2022-04-21,"0.85%",-275,0.85,0
2023-08-01,2022-04-21,"1.10%",-250,1.1,0
2023-08-01,2022-04-21,"1.35%",-225,1.35,0
2023-08-01,2022-04-21,"1.60%",-200,1.6,0
2023-08-01,2022-04-21,"1.85%",-175,1.85,0
2023-08-01,2022-04-21,"2.10%",-150,2.1,0.024342767268458
2023-08-01,2022-04-21,"2.35%",-125,2.35,0.0556447234624069
2023-08-01,2022-04-21,"2.60%",-100,2.6,0.102781162047937
2023-08-01,2022-04-21,"2.85%",-75,2.85,0.153412385825234
2023-08-01,2022-04-21,"3.10%",-50,3.1,0.185045793763568
2023-08-01,2022-04-21,"3.35%",-25,3.35,0.180375178558358
2023-08-01,2022-04-21,"3.60%",0,3.6,0.142086283148318
2023-08-01,2022-04-21,"3.85%",25,3.85,0.0904475128504163
2023-08-01,2022-04-21,"4.10%",50,4.1,0.0465258027568918
2023-08-01,2022-04-21,"4.35%",75,4.35,0.0193383903184121
2023-08-01,2022-04-21,"4.60%",100,4.6,0
2023-08-01,2022-04-21,"4.85%",125,4.85,0
2023-08-01,2022-04-21,"5.10%",150,5.1,0
2023-08-01,2022-04-21,"5.35%",175,5.35,0
2023-08-01,2022-04-21,"5.60%",200,5.6,0
2023-08-01,2022-04-21,"5.85%",225,5.85,0
2023-08-01,2022-04-21,"6.10%",250,6.1,0
2023-08-01,2022-04-26,"0.10%",-300,0.1,0
2023-08-01,2022-04-26,"0.35%",-300,0.35,0
2023-08-01,2022-04-26,"0.60%",-300,0.6,0
2023-08-01,2022-04-26,"0.85%",-275,0.85,0
2023-08-01,2022-04-26,"1.10%",-250,1.1,0
2023-08-01,2022-04-26,"1.35%",-225,1.35,0
2023-08-01,2022-04-26,"1.60%",-200,1.6,0
2023-08-01,2022-04-26,"1.85%",-175,1.85,0
2023-08-01,2022-04-26,"2.10%",-150,2.1,0
2023-08-01,2022-04-26,"2.35%",-125,2.35,0.0223504605396293
2023-08-01,2022-04-26,"2.60%",-100,2.6,0.050648864073133
2023-08-01,2022-04-26,"2.85%",-75,2.85,0.093918629866981
2023-08-01,2022-04-26,"3.10%",-50,3.1,0.142511816354586
2023-08-01,2022-04-26,"3.35%",-25,3.35,0.176961848257453
2023-08-01,2022-04-26,"3.60%",0,3.6,0.179822754133905
2023-08-01,2022-04-26,"3.85%",25,3.85,0.149536207896331
2023-08-01,2022-04-26,"4.10%",50,4.1,0.10176048870955
2023-08-01,2022-04-26,"4.35%",75,4.35,0.0566671661480126
2023-08-01,2022-04-26,"4.60%",100,4.6,0.0258217640204186
2023-08-01,2022-04-26,"4.85%",125,4.85,0
2023-08-01,2022-04-26,"5.10%",150,5.1,0
2023-08-01,2022-04-26,"5.35%",175,5.35,0
2023-08-01,2022-04-26,"5.60%",200,5.6,0
2023-08-01,2022-04-26,"5.85%",225,5.85,0
2023-08-01,2022-04-26,"6.10%",250,6.1,0
2023-08-01,2022-04-27,"0.10%",-300,0.1,0
2023-08-01,2022-04-27,"0.35%",-300,0.35,0
2023-08-01,2022-04-27,"0.60%",-300,0.6,0
2023-08-01,2022-04-27,"0.85%",-275,0.85,0
2023-08-01,2022-04-27,"1.10%",-250,1.1,0
2023-08-01,2022-04-27,"1.35%",-225,1.35,0
2023-08-01,2022-04-27,"1.60%",-200,1.6,0
2023-08-01,2022-04-27,"1.85%",-175,1.85,0
2023-08-01,2022-04-27,"2.10%",-150,2.1,0.0136864315658983
2023-08-01,2022-04-27,"2.35%",-125,2.35,0.032566071493492
2023-08-01,2022-04-27,"2.60%",-100,2.6,0.0646825230738246
2023-08-01,2022-04-27,"2.85%",-75,2.85,0.107243170823475
2023-08-01,2022-04-27,"3.10%",-50,3.1,0.148430946043085
2023-08-01,2022-04-27,"3.35%",-25,3.35,0.171497794118577
2023-08-01,2022-04-27,"3.60%",0,3.6,0.165415079462781
2023-08-01,2022-04-27,"3.85%",25,3.85,0.133190525407961
2023-08-01,2022-04-27,"4.10%",50,4.1,0.089525848587328
2023-08-01,2022-04-27,"4.35%",75,4.35,0.0502333021572703
2023-08-01,2022-04-27,"4.60%",100,4.6,0.0235283072663078
2023-08-01,2022-04-27,"4.85%",125,4.85,0
2023-08-01,2022-04-27,"5.10%",150,5.1,0
2023-08-01,2022-04-27,"5.35%",175,5.35,0
2023-08-01,2022-04-27,"5.60%",200,5.6,0
2023-08-01,2022-04-27,"5.85%",225,5.85,0
2023-08-01,2022-04-27,"6.10%",250,6.1,0
2023-08-01,2022-04-28,"0.10%",-300,0.1,0
2023-08-01,2022-04-28,"0.35%",-300,0.35,0
2023-08-01,2022-04-28,"0.60%",-300,0.6,0
2023-08-01,2022-04-28,"0.85%",-275,0.85,0
2023-08-01,2022-04-28,"1.10%",-250,1.1,0
2023-08-01,2022-04-28,"1.35%",-225,1.35,0
2023-08-01,2022-04-28,"1.60%",-200,1.6,0
2023-08-01,2022-04-28,"1.85%",-175,1.85,0
2023-08-01,2022-04-28,"2.10%",-150,2.1,0.0106962746760794
2023-08-01,2022-04-28,"2.35%",-125,2.35,0.029259621009193
2023-08-01,2022-04-28,"2.60%",-100,2.6,0.064428104305988
2023-08-01,2022-04-28,"2.85%",-75,2.85,0.114204079208975
2023-08-01,2022-04-28,"3.10%",-50,3.1,0.162970537249367
2023-08-01,2022-04-28,"3.35%",-25,3.35,0.187228276362303
2023-08-01,2022-04-28,"3.60%",0,3.6,0.173170540801565
2023-08-01,2022-04-28,"3.85%",25,3.85,0.128947757869173
2023-08-01,2022-04-28,"4.10%",50,4.1,0.0772999893269499
2023-08-01,2022-04-28,"4.35%",75,4.35,0.0373036655723423
2023-08-01,2022-04-28,"4.60%",100,4.6,0.0144911536180643
2023-08-01,2022-04-28,"4.85%",125,4.85,0
2023-08-01,2022-04-28,"5.10%",150,5.1,0
2023-08-01,2022-04-28,"5.35%",175,5.35,0
2023-08-01,2022-04-28,"5.60%",200,5.6,0
2023-08-01,2022-04-28,"5.85%",225,5.85,0
2023-08-01,2022-04-28,"6.10%",250,6.1,0
2023-08-01,2022-04-29,"0.10%",-300,0.1,0
2023-08-01,2022-04-29,"0.35%",-300,0.35,0
2023-08-01,2022-04-29,"0.60%",-300,0.6,0
2023-08-01,2022-04-29,"0.85%",-275,0.85,0
2023-08-01,2022-04-29,"1.10%",-250,1.1,0
2023-08-01,2022-04-29,"1.35%",-225,1.35,0
2023-08-01,2022-04-29,"1.60%",-200,1.6,0
2023-08-01,2022-04-29,"1.85%",-175,1.85,0
2023-08-01,2022-04-29,"2.10%",-150,2.1,0.0207341363881545
2023-08-01,2022-04-29,"2.35%",-125,2.35,0.0433890894118059
2023-08-01,2022-04-29,"2.60%",-100,2.6,0.0772209545120338
2023-08-01,2022-04-29,"2.85%",-75,2.85,0.116885002879421
2023-08-01,2022-04-29,"3.10%",-50,3.1,0.150472776819504
2023-08-01,2022-04-29,"3.35%",-25,3.35,0.164754241705397
2023-08-01,2022-04-29,"3.60%",0,3.6,0.153425039752322
2023-08-01,2022-04-29,"3.85%",25,3.85,0.121516630684677
2023-08-01,2022-04-29,"4.10%",50,4.1,0.0818561522515007
2023-08-01,2022-04-29,"4.35%",75,4.35,0.046896112466168
2023-08-01,2022-04-29,"4.60%",100,4.6,0.0228498631290169
