"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2024-09-24,2023-04-04,"0.10%",-300,0.1,0
2024-09-24,2023-04-04,"0.35%",-300,0.35,0
2024-09-24,2023-04-04,"0.60%",-300,0.6,0
2024-09-24,2023-04-04,"0.85%",-275,0.85,0
2024-09-24,2023-04-04,"1.10%",-250,1.1,0.014238049352003
2024-09-24,2023-04-04,"1.35%",-225,1.35,0.0216155038024241
2024-09-24,2023-04-04,"1.60%",-200,1.6,0.0311558599445563
2024-09-24,2023-04-04,"1.85%",-175,1.85,0.0426357415565754
2024-09-24,2023-04-04,"2.10%",-150,2.1,0.0553946414970984
2024-09-24,2023-04-04,"2.35%",-125,2.35,0.0683316143868623
2024-09-24,2023-04-04,"2.60%",-100,2.6,0.0800268465916392
2024-09-24,2023-04-04,"2.85%",-75,2.85,0.0889835862841143
2024-09-24,2023-04-04,"3.10%",-50,3.1,0.0939386551430105
2024-09-24,2023-04-04,"3.35%",-25,3.35,0.0941540556759303
2024-09-24,2023-04-04,"3.60%",0,3.6,0.0895971069824315
2024-09-24,2023-04-04,"3.85%",25,3.85,0.0809485693775632
2024-09-24,2023-04-04,"4.10%",50,4.1,0.0694359773299603
2024-09-24,2023-04-04,"4.35%",75,4.35,0.0565483624810872
2024-09-24,2023-04-04,"4.60%",100,4.6,0.043723559926858
2024-09-24,2023-04-04,"4.85%",125,4.85,0.0320974747281929
2024-09-24,2023-04-04,"5.10%",150,5.1,0.0223710273773973
2024-09-24,2023-04-04,"5.35%",175,5.35,0.0148033675622958
2024-09-24,2023-04-04,"5.60%",200,5.6,0
2024-09-24,2023-04-04,"5.85%",225,5.85,0
2024-09-24,2023-04-04,"6.10%",250,6.1,0
2024-09-24,2023-04-05,"0.10%",-300,0.1,0
2024-09-24,2023-04-05,"0.35%",-300,0.35,0
2024-09-24,2023-04-05,"0.60%",-300,0.6,0.0118899382899165
2024-09-24,2023-04-05,"0.85%",-275,0.85,0.0174715443454276
2024-09-24,2023-04-05,"1.10%",-250,1.1,0.0246212251170531
2024-09-24,2023-04-05,"1.35%",-225,1.35,0.0332747486853063
2024-09-24,2023-04-05,"1.60%",-200,1.6,0.0431267518683601
2024-09-24,2023-04-05,"1.85%",-175,1.85,0.0536050402159744
2024-09-24,2023-04-05,"2.10%",-150,2.1,0.0638986187366904
