"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2023-04-04,2022-04-21,"0.10%",-300,0.1,0
2023-04-04,2022-04-21,"0.35%",-300,0.35,0
2023-04-04,2022-04-21,"0.60%",-300,0.6,0
2023-04-04,2022-04-21,"0.85%",-275,0.85,0
2023-04-04,2022-04-21,"1.10%",-250,1.1,0
2023-04-04,2022-04-21,"1.35%",-225,1.35,0
2023-04-04,2022-04-21,"1.60%",-200,1.6,0
2023-04-04,2022-04-21,"1.85%",-175,1.85,0.0335075194818771
2023-04-04,2022-04-21,"2.10%",-150,2.1,0.0883132130493208
2023-04-04,2022-04-21,"2.35%",-125,2.35,0.167132625158957
2023-04-04,2022-04-21,"2.60%",-100,2.6,0.227162214546875
2023-04-04,2022-04-21,"2.85%",-75,2.85,0.221765141980077
2023-04-04,2022-04-21,"3.10%",-50,3.1,0.155499646069304
2023-04-04,2022-04-21,"3.35%",-25,3.35,0.0783059616254144
2023-04-04,2022-04-21,"3.60%",0,3.6,0.0283136780881747
2023-04-04,2022-04-21,"3.85%",25,3.85,0
2023-04-04,2022-04-21,"4.10%",50,4.1,0
2023-04-04,2022-04-21,"4.35%",75,4.35,0
2023-04-04,2022-04-21,"4.60%",100,4.6,0
2023-04-04,2022-04-21,"4.85%",125,4.85,0
2023-04-04,2022-04-21,"5.10%",150,5.1,0
2023-04-04,2022-04-21,"5.35%",175,5.35,0
2023-04-04,2022-04-21,"5.60%",200,5.6,0
2023-04-04,2022-04-21,"5.85%",225,5.85,0
2023-04-04,2022-04-21,"6.10%",250,6.1,0
2023-04-04,2022-04-26,"0.10%",-300,0.1,0
2023-04-04,2022-04-26,"0.35%",-300,0.35,0
2023-04-04,2022-04-26,"0.60%",-300,0.6,0
2023-04-04,2022-04-26,"0.85%",-275,0.85,0
2023-04-04,2022-04-26,"1.10%",-250,1.1,0
2023-04-04,2022-04-26,"1.35%",-225,1.35,0
2023-04-04,2022-04-26,"1.60%",-200,1.6,0
2023-04-04,2022-04-26,"1.85%",-175,1.85,0
2023-04-04,2022-04-26,"2.10%",-150,2.1,0.0317774184276908
2023-04-04,2022-04-26,"2.35%",-125,2.35,0.0807885173035675
2023-04-04,2022-04-26,"2.60%",-100,2.6,0.151844988578307
2023-04-04,2022-04-26,"2.85%",-75,2.85,0.211026093359754
2023-04-04,2022-04-26,"3.10%",-50,3.1,0.216866002749482
2023-04-04,2022-04-26,"3.35%",-25,3.35,0.164804595508393
2023-04-04,2022-04-26,"3.60%",0,3.6,0.0926063197593384
2023-04-04,2022-04-26,"3.85%",25,3.85,0.03847207770251
2023-04-04,2022-04-26,"4.10%",50,4.1,0.0118139866109568
2023-04-04,2022-04-26,"4.35%",75,4.35,0
2023-04-04,2022-04-26,"4.60%",100,4.6,0
2023-04-04,2022-04-26,"4.85%",125,4.85,0
2023-04-04,2022-04-26,"5.10%",150,5.1,0
2023-04-04,2022-04-26,"5.35%",175,5.35,0
2023-04-04,2022-04-26,"5.60%",200,5.6,0
2023-04-04,2022-04-26,"5.85%",225,5.85,0
2023-04-04,2022-04-26,"6.10%",250,6.1,0
2023-04-04,2022-04-27,"0.10%",-300,0.1,0
2023-04-04,2022-04-27,"0.35%",-300,0.35,0
2023-04-04,2022-04-27,"0.60%",-300,0.6,0
2023-04-04,2022-04-27,"0.85%",-275,0.85,0
2023-04-04,2022-04-27,"1.10%",-250,1.1,0
2023-04-04,2022-04-27,"1.35%",-225,1.35,0
2023-04-04,2022-04-27,"1.60%",-200,1.6,0
2023-04-04,2022-04-27,"1.85%",-175,1.85,0
2023-04-04,2022-04-27,"2.10%",-150,2.1,0.0263825627947865
2023-04-04,2022-04-27,"2.35%",-125,2.35,0.0777216827722176
2023-04-04,2022-04-27,"2.60%",-100,2.6,0.160100476732884
2023-04-04,2022-04-27,"2.85%",-75,2.85,0.230670525122022
2023-04-04,2022-04-27,"3.10%",-50,3.1,0.23249050999303
2023-04-04,2022-04-27,"3.35%",-25,3.35,0.163920552133873
2023-04-04,2022-04-27,"3.60%",0,3.6,0.0808378519371585
2023-04-04,2022-04-27,"3.85%",25,3.85,0.0278758385140284
2023-04-04,2022-04-27,"4.10%",50,4.1,0
2023-04-04,2022-04-27,"4.35%",75,4.35,0
2023-04-04,2022-04-27,"4.60%",100,4.6,0
2023-04-04,2022-04-27,"4.85%",125,4.85,0
2023-04-04,2022-04-27,"5.10%",150,5.1,0
2023-04-04,2022-04-27,"5.35%",175,5.35,0
2023-04-04,2022-04-27,"5.60%",200,5.6,0
2023-04-04,2022-04-27,"5.85%",225,5.85,0
2023-04-04,2022-04-27,"6.10%",250,6.1,0
2023-04-04,2022-04-28,"0.10%",-300,0.1,0
2023-04-04,2022-04-28,"0.35%",-300,0.35,0
2023-04-04,2022-04-28,"0.60%",-300,0.6,0
2023-04-04,2022-04-28,"0.85%",-275,0.85,0
2023-04-04,2022-04-28,"1.10%",-250,1.1,0
2023-04-04,2022-04-28,"1.35%",-225,1.35,0
2023-04-04,2022-04-28,"1.60%",-200,1.6,0
2023-04-04,2022-04-28,"1.85%",-175,1.85,0
2023-04-04,2022-04-28,"2.10%",-150,2.1,0.0113799185678396
2023-04-04,2022-04-28,"2.35%",-125,2.35,0.0456661921655763
2023-04-04,2022-04-28,"2.60%",-100,2.6,0.121968500279446
2023-04-04,2022-04-28,"2.85%",-75,2.85,0.21693949183609
2023-04-04,2022-04-28,"3.10%",-50,3.1,0.2570491779443
2023-04-04,2022-04-28,"3.35%",-25,3.35,0.202920243354145
2023-04-04,2022-04-28,"3.60%",0,3.6,0.106709641161297
2023-04-04,2022-04-28,"3.85%",25,3.85,0.0373668346913059
2023-04-04,2022-04-28,"4.10%",50,4.1,0
2023-04-04,2022-04-28,"4.35%",75,4.35,0
2023-04-04,2022-04-28,"4.60%",100,4.6,0
2023-04-04,2022-04-28,"4.85%",125,4.85,0
2023-04-04,2022-04-28,"5.10%",150,5.1,0
2023-04-04,2022-04-28,"5.35%",175,5.35,0
2023-04-04,2022-04-28,"5.60%",200,5.6,0
2023-04-04,2022-04-28,"5.85%",225,5.85,0
2023-04-04,2022-04-28,"6.10%",250,6.1,0
2023-04-04,2022-04-29,"0.10%",-300,0.1,0
2023-04-04,2022-04-29,"0.35%",-300,0.35,0
