"meeting_date","scrape_time","scrape_datetime_aest","move","diff_bps","bucket_rate","probability"
2022-08-02,2022-04-21 22:00:00,"2022-04-22 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-21 22:00:00,"2022-04-22 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-21 22:00:00,"2022-04-22 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","0.35%",-325,0.35,0.0261764130279969
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","0.60%",-300,0.6,0.0808619003844661
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","0.85%",-275,0.85,0.169751098766059
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","1.10%",-250,1.1,0.242257102543849
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","1.35%",-225,1.35,0.235079833917467
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","1.60%",-200,1.6,0.155103771388499
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","1.85%",-175,1.85,0.0695672264958418
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","2.10%",-150,2.1,0.0212026534758208
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","2.35%",-125,2.35,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-26 22:00:00,"2022-04-27 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","0.35%",-325,0.35,0.0275560952125517
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","0.60%",-300,0.6,0.0838501988894586
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","0.85%",-275,0.85,0.173393578447731
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","1.10%",-250,1.1,0.243759680816188
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","1.35%",-225,1.35,0.233005965179668
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","1.60%",-200,1.6,0.151439198019013
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","1.85%",-175,1.85,0.0669082425565144
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","2.10%",-150,2.1,0.0200870408788758
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","2.35%",-125,2.35,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-27 22:00:00,"2022-04-28 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","0.35%",-325,0.35,0.0120024810485447
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","0.60%",-300,0.6,0.0457177466312923
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","0.85%",-275,0.85,0.118308654055034
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","1.10%",-250,1.1,0.208097087445276
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","1.35%",-225,1.35,0.248861534312278
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","1.60%",-200,1.6,0.202363513302837
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","1.85%",-175,1.85,0.111877477708133
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","2.10%",-150,2.1,0.0420396248324109
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","2.35%",-125,2.35,0.0107318806641944
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-28 22:00:00,"2022-04-29 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","0.35%",-325,0.35,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","0.60%",-300,0.6,0.0390766021156808
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","0.85%",-275,0.85,0.106837633560149
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","1.10%",-250,1.1,0.198529664595157
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","1.35%",-225,1.35,0.250816507096453
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","1.60%",-200,1.6,0.215461188303821
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","1.85%",-175,1.85,0.12584324055591
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","2.10%",-150,2.1,0.0499596980345887
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","2.35%",-125,2.35,0.0134754657382407
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-29 22:00:00,"2022-04-30 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","0.35%",-325,0.35,0.0111960878916298
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","0.60%",-300,0.6,0.0433978930217999
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","0.85%",-275,0.85,0.114282121146502
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","1.10%",-250,1.1,0.204549415756428
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","1.35%",-225,1.35,0.248918183900928
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","1.60%",-200,1.6,0.205967037205329
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","1.85%",-175,1.85,0.115872078696293
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","2.10%",-150,2.1,0.0443070835583503
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","2.35%",-125,2.35,0.0115100988227394
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-04-30 22:00:00,"2022-05-01 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","0.35%",-325,0.35,0.0111960878916298
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","0.60%",-300,0.6,0.0433978930217999
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","0.85%",-275,0.85,0.114282121146502
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","1.10%",-250,1.1,0.204549415756428
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","1.35%",-225,1.35,0.248918183900928
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","1.60%",-200,1.6,0.205967037205329
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","1.85%",-175,1.85,0.115872078696293
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","2.10%",-150,2.1,0.0443070835583503
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","2.35%",-125,2.35,0.0115100988227394
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-05-01 22:00:00,"2022-05-02 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","0.35%",-325,0.35,0.0111960878916298
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","0.60%",-300,0.6,0.0433978930217999
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","0.85%",-275,0.85,0.114282121146502
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","1.10%",-250,1.1,0.204549415756428
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","1.35%",-225,1.35,0.248918183900928
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","1.60%",-200,1.6,0.205967037205329
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","1.85%",-175,1.85,0.115872078696293
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","2.10%",-150,2.1,0.0443070835583503
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","2.35%",-125,2.35,0.0115100988227394
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-05-02 22:00:00,"2022-05-03 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","0.35%",-325,0.35,0.013162195861332
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","0.60%",-300,0.6,0.0490965756157213
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","0.85%",-275,0.85,0.12442409939293
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","1.10%",-250,1.1,0.214330692987842
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","1.35%",-225,1.35,0.251021491553266
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","1.60%",-200,1.6,0.199903228185003
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","1.85%",-175,1.85,0.108233015798076
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","2.10%",-150,2.1,0.0398287006058296
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","2.35%",-125,2.35,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-05-03 22:00:00,"2022-05-04 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","0.35%",-325,0.35,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","0.60%",-300,0.6,0.0191678875261618
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","0.85%",-275,0.85,0.0646787310888251
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","1.10%",-250,1.1,0.148298462030788
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","1.35%",-225,1.35,0.231141126671393
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","1.60%",-200,1.6,0.244952597990909
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","1.85%",-175,1.85,0.176507941635836
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","2.10%",-150,2.1,0.0864669853266461
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","2.35%",-125,2.35,0.0287862677294402
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","2.60%",-100,2.6,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-05-04 22:00:00,"2022-05-05 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","0.35%",-325,0.35,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","0.60%",-300,0.6,0.0106386878642303
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","0.85%",-275,0.85,0.0418736501709551
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","1.10%",-250,1.1,0.111807844229866
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","1.35%",-225,1.35,0.202623692172368
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","1.60%",-200,1.6,0.249302633064384
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","1.85%",-175,1.85,0.20827132561407
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","2.10%",-150,2.1,0.118129134259809
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","2.35%",-125,2.35,0.045476085851193
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","2.60%",-100,2.6,0.0118769467731245
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","2.85%",-75,2.85,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","3.10%",-50,3.1,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","3.35%",-25,3.35,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","3.60%",0,3.6,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","3.85%",25,3.85,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","4.10%",50,4.1,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","4.35%",75,4.35,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","4.60%",100,4.6,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","4.85%",125,4.85,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","5.10%",150,5.1,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","5.35%",175,5.35,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","5.60%",200,5.6,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","5.85%",225,5.85,0
2022-08-02,2022-05-05 22:00:00,"2022-05-06 08:00:00","6.10%",250,6.1,0
2022-08-02,2022-05-06 22:00:00,"2022-05-07 08:00:00","0.10%",-350,0.1,0
2022-08-02,2022-05-06 22:00:00,"2022-05-07 08:00:00","0.35%",-325,0.35,0
2022-08-02,2022-05-06 22:00:00,"2022-05-07 08:00:00","0.60%",-300,0.6,0.0157852749233539
2022-08-02,2022-05-06 22:00:00,"2022-05-07 08:00:00","0.85%",-275,0.85,0.0563254153961262
