"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2023-06-06,2022-04-21,"0.10%",-300,0.1,0
2023-06-06,2022-04-21,"0.35%",-300,0.35,0
2023-06-06,2022-04-21,"0.60%",-300,0.6,0
2023-06-06,2022-04-21,"0.85%",-275,0.85,0
2023-06-06,2022-04-21,"1.10%",-250,1.1,0
2023-06-06,2022-04-21,"1.35%",-225,1.35,0
2023-06-06,2022-04-21,"1.60%",-200,1.6,0
2023-06-06,2022-04-21,"1.85%",-175,1.85,0.0147800504482083
2023-06-06,2022-04-21,"2.10%",-150,2.1,0.0410783834788177
2023-06-06,2022-04-21,"2.35%",-125,2.35,0.0887456125612856
2023-06-06,2022-04-21,"2.60%",-100,2.6,0.149046377456134
2023-06-06,2022-04-21,"2.85%",-75,2.85,0.194611252794098
2023-06-06,2022-04-21,"3.10%",-50,3.1,0.197561661505208
2023-06-06,2022-04-21,"3.35%",-25,3.35,0.155928861992093
2023-06-06,2022-04-21,"3.60%",0,3.6,0.0956808597279615
2023-06-06,2022-04-21,"3.85%",25,3.85,0.0456424632174878
2023-06-06,2022-04-21,"4.10%",50,4.1,0.0169244768187062
2023-06-06,2022-04-21,"4.35%",75,4.35,0
2023-06-06,2022-04-21,"4.60%",100,4.6,0
2023-06-06,2022-04-21,"4.85%",125,4.85,0
2023-06-06,2022-04-21,"5.10%",150,5.1,0
2023-06-06,2022-04-21,"5.35%",175,5.35,0
2023-06-06,2022-04-21,"5.60%",200,5.6,0
2023-06-06,2022-04-21,"5.85%",225,5.85,0
2023-06-06,2022-04-21,"6.10%",250,6.1,0
2023-06-06,2022-04-26,"0.10%",-300,0.1,0
2023-06-06,2022-04-26,"0.35%",-300,0.35,0
2023-06-06,2022-04-26,"0.60%",-300,0.6,0
2023-06-06,2022-04-26,"0.85%",-275,0.85,0
2023-06-06,2022-04-26,"1.10%",-250,1.1,0
2023-06-06,2022-04-26,"1.35%",-225,1.35,0
2023-06-06,2022-04-26,"1.60%",-200,1.6,0
2023-06-06,2022-04-26,"1.85%",-175,1.85,0
2023-06-06,2022-04-26,"2.10%",-150,2.1,0.0157133507121734
2023-06-06,2022-04-26,"2.35%",-125,2.35,0.039791409239956
2023-06-06,2022-04-26,"2.60%",-100,2.6,0.0811742620707442
2023-06-06,2022-04-26,"2.85%",-75,2.85,0.133408081298771
2023-06-06,2022-04-26,"3.10%",-50,3.1,0.176644193517412
2023-06-06,2022-04-26,"3.35%",-25,3.35,0.188443314063481
2023-06-06,2022-04-26,"3.60%",0,3.6,0.161967813259523
2023-06-06,2022-04-26,"3.85%",25,3.85,0.112159877382063
2023-06-06,2022-04-26,"4.10%",50,4.1,0.0625738983627747
2023-06-06,2022-04-26,"4.35%",75,4.35,0.0281238000931022
2023-06-06,2022-04-26,"4.60%",100,4.6,0
2023-06-06,2022-04-26,"4.85%",125,4.85,0
2023-06-06,2022-04-26,"5.10%",150,5.1,0
2023-06-06,2022-04-26,"5.35%",175,5.35,0
2023-06-06,2022-04-26,"5.60%",200,5.6,0
2023-06-06,2022-04-26,"5.85%",225,5.85,0
2023-06-06,2022-04-26,"6.10%",250,6.1,0
2023-06-06,2022-04-27,"0.10%",-300,0.1,0
2023-06-06,2022-04-27,"0.35%",-300,0.35,0
2023-06-06,2022-04-27,"0.60%",-300,0.6,0
2023-06-06,2022-04-27,"0.85%",-275,0.85,0
2023-06-06,2022-04-27,"1.10%",-250,1.1,0
2023-06-06,2022-04-27,"1.35%",-225,1.35,0
2023-06-06,2022-04-27,"1.60%",-200,1.6,0
2023-06-06,2022-04-27,"1.85%",-175,1.85,0
2023-06-06,2022-04-27,"2.10%",-150,2.1,0.0165570788212678
2023-06-06,2022-04-27,"2.35%",-125,2.35,0.0422053170394079
2023-06-06,2022-04-27,"2.60%",-100,2.6,0.0859972506354292
2023-06-06,2022-04-27,"2.85%",-75,2.85,0.140076440915978
2023-06-06,2022-04-27,"3.10%",-50,3.1,0.18240183481283
2023-06-06,2022-04-27,"3.35%",-25,3.35,0.189883878146983
2023-06-06,2022-04-27,"3.60%",0,3.6,0.158031436108826
2023-06-06,2022-04-27,"3.85%",25,3.85,0.105144742556598
2023-06-06,2022-04-27,"4.10%",50,4.1,0.0559246336122995
2023-06-06,2022-04-27,"4.35%",75,4.35,0.0237773873503807
2023-06-06,2022-04-27,"4.60%",100,4.6,0
2023-06-06,2022-04-27,"4.85%",125,4.85,0
2023-06-06,2022-04-27,"5.10%",150,5.1,0
2023-06-06,2022-04-27,"5.35%",175,5.35,0
2023-06-06,2022-04-27,"5.60%",200,5.6,0
2023-06-06,2022-04-27,"5.85%",225,5.85,0
2023-06-06,2022-04-27,"6.10%",250,6.1,0
2023-06-06,2022-04-28,"0.10%",-300,0.1,0
2023-06-06,2022-04-28,"0.35%",-300,0.35,0
2023-06-06,2022-04-28,"0.60%",-300,0.6,0
2023-06-06,2022-04-28,"0.85%",-275,0.85,0
2023-06-06,2022-04-28,"1.10%",-250,1.1,0
2023-06-06,2022-04-28,"1.35%",-225,1.35,0
2023-06-06,2022-04-28,"1.60%",-200,1.6,0
2023-06-06,2022-04-28,"1.85%",-175,1.85,0
2023-06-06,2022-04-28,"2.10%",-150,2.1,0.0129825293856675
2023-06-06,2022-04-28,"2.35%",-125,2.35,0.0360359869394852
2023-06-06,2022-04-28,"2.60%",-100,2.6,0.07877888017747
2023-06-06,2022-04-28,"2.85%",-75,2.85,0.135649470161495
2023-06-06,2022-04-28,"3.10%",-50,3.1,0.18398772855629
2023-06-06,2022-04-28,"3.35%",-25,3.35,0.196579295365145
2023-06-06,2022-04-28,"3.60%",0,3.6,0.165450576778417
2023-06-06,2022-04-28,"3.85%",25,3.85,0.109691118484196
2023-06-06,2022-04-28,"4.10%",50,4.1,0.0572830677118272
2023-06-06,2022-04-28,"4.35%",75,4.35,0.0235613464400072
2023-06-06,2022-04-28,"4.60%",100,4.6,0
2023-06-06,2022-04-28,"4.85%",125,4.85,0
2023-06-06,2022-04-28,"5.10%",150,5.1,0
2023-06-06,2022-04-28,"5.35%",175,5.35,0
2023-06-06,2022-04-28,"5.60%",200,5.6,0
2023-06-06,2022-04-28,"5.85%",225,5.85,0
2023-06-06,2022-04-28,"6.10%",250,6.1,0
2023-06-06,2022-04-29,"0.10%",-300,0.1,0
2023-06-06,2022-04-29,"0.35%",-300,0.35,0
2023-06-06,2022-04-29,"0.60%",-300,0.6,0
2023-06-06,2022-04-29,"0.85%",-275,0.85,0
2023-06-06,2022-04-29,"1.10%",-250,1.1,0
2023-06-06,2022-04-29,"1.35%",-225,1.35,0
2023-06-06,2022-04-29,"1.60%",-200,1.6,0
2023-06-06,2022-04-29,"1.85%",-175,1.85,0
2023-06-06,2022-04-29,"2.10%",-150,2.1,0.0127762566069033
2023-06-06,2022-04-29,"2.35%",-125,2.35,0.0365218826887396
2023-06-06,2022-04-29,"2.60%",-100,2.6,0.0812781269950876
2023-06-06,2022-04-29,"2.85%",-75,2.85,0.140835053494498
2023-06-06,2022-04-29,"3.10%",-50,3.1,0.190018789980746
2023-06-06,2022-04-29,"3.35%",-25,3.35,0.199640602910082
2023-06-06,2022-04-29,"3.60%",0,3.6,0.163331781127362
2023-06-06,2022-04-29,"3.85%",25,3.85,0.104051902840592
2023-06-06,2022-04-29,"4.10%",50,4.1,0.0516131381184728
2023-06-06,2022-04-29,"4.35%",75,4.35,0.0199324652375164
2023-06-06,2022-04-29,"4.60%",100,4.6,0
2023-06-06,2022-04-29,"4.85%",125,4.85,0
2023-06-06,2022-04-29,"5.10%",150,5.1,0
2023-06-06,2022-04-29,"5.35%",175,5.35,0
2023-06-06,2022-04-29,"5.60%",200,5.6,0
2023-06-06,2022-04-29,"5.85%",225,5.85,0
2023-06-06,2022-04-29,"6.10%",250,6.1,0
2023-06-06,2022-04-30,"0.10%",-300,0.1,0
2023-06-06,2022-04-30,"0.35%",-300,0.35,0
2023-06-06,2022-04-30,"0.60%",-300,0.6,0
